GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent),PFCs(1)
B.  Chemical industry,1760.925297769069,1.8502807393192,0.92897424863012,,Summary1.As1,CZECH REPUBLIC,2013,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,6572.368996968513,0.52743290615385,,,Summary1.As1,CZECH REPUBLIC,2013,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,122.45332971209464,,,,Summary1.As1,CZECH REPUBLIC,2013,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,9.88e-05,Summary1.As1,CZECH REPUBLIC,2013,Subsector,2.  Industrial processes and product use,,0.244318815
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2013,Subsector,2.  Industrial processes and product use,2880.605110597968,3.9394807999091
G.  Other product manufacture and use ,,,0.75,0.00354334017063,Summary1.As1,CZECH REPUBLIC,2013,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.534102,,,,Summary1.As1,CZECH REPUBLIC,2013,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),89537.74068846117,,,,Summary1.As1,CZECH REPUBLIC,2014,Subsector,1. Energy,,
                                           Sectoral approach(2),91745.46134469502,38.87821602800023,2.00251089883793,,Summary1.As1,CZECH REPUBLIC,2014,Subsector,1. Energy,,
1.  Energy industries,53512.41889385648,1.24728133032057,0.83166860544874,,Summary1.As1,CZECH REPUBLIC,2014,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,9634.2912516103,1.50582185017281,0.20442155215237,,Summary1.As1,CZECH REPUBLIC,2014,Subsector,1. Energy,,
3.  Transport,16537.046700730098,1.29160236168329,0.55532046499735,,Summary1.As1,CZECH REPUBLIC,2014,Subsector,1. Energy,,
4.  Other sectors,11752.263456593204,34.81430682151737,0.40246811835694,,Summary1.As1,CZECH REPUBLIC,2014,Subsector,1. Energy,,
5.  Other,309.44104190494926,0.01920366430619,0.00863215788253,,Summary1.As1,CZECH REPUBLIC,2014,Subsector,1. Energy,,
B. Fugitive emissions from fuels,208.12058526674167,174.7960006718219,9.292207792e-05,,Summary1.As1,CZECH REPUBLIC,2014,Subsector,1. Energy,,
1.  Solid fuels,201.8164,149.77612724284432,,,Summary1.As1,CZECH REPUBLIC,2014,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,6.30418526674167,25.01987342897759,9.292207792e-05,,Summary1.As1,CZECH REPUBLIC,2014,Subsector,1. Energy,,
B.  Chemical industry,1989.5007543371587,2.12889093486965,1.08921825387377,,Summary1.As1,CZECH REPUBLIC,2014,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,6755.27871883886,0.54125392769231,,,Summary1.As1,CZECH REPUBLIC,2014,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,122.2931084916496,,,,Summary1.As1,CZECH REPUBLIC,2014,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,5.985e-05,Summary1.As1,CZECH REPUBLIC,2014,Subsector,2.  Industrial processes and product use,,0.41154399
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2014,Subsector,2.  Industrial processes and product use,3060.059765780807,2.70367721755114
G.  Other product manufacture and use ,,,0.75,0.00344470399336,Summary1.As1,CZECH REPUBLIC,2014,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.55476,,,,Summary1.As1,CZECH REPUBLIC,2014,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),93183.17097327716,,,,Summary1.As1,CZECH REPUBLIC,2015,Subsector,1. Energy,,
                                           Sectoral approach(2),92898.9174166954,39.40569314585806,2.03444754414006,,Summary1.As1,CZECH REPUBLIC,2015,Subsector,1. Energy,,
1.  Energy industries,53407.12376073054,1.3059798555886,0.83993375852847,,Summary1.As1,CZECH REPUBLIC,2015,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,9770.666132982316,1.55175175796424,0.21032540083387,,Summary1.As1,CZECH REPUBLIC,2015,Subsector,1. Energy,,
3.  Transport,17295.547565208275,1.27003535925027,0.56340233121133,,Summary1.As1,CZECH REPUBLIC,2015,Subsector,1. Energy,,
4.  Other sectors,12056.726962674262,35.2568867819784,0.40952830560152,,Summary1.As1,CZECH REPUBLIC,2015,Subsector,1. Energy,,
5.  Other,368.8529951,0.02103939107655,0.01125774796487,,Summary1.As1,CZECH REPUBLIC,2015,Subsector,1. Energy,,
B. Fugitive emissions from fuels,196.4596175454315,169.16273475725214,7.929350649e-05,,Summary1.As1,CZECH REPUBLIC,2015,Subsector,1. Energy,,
1.  Solid fuels,191.067976,144.84197527710182,,,Summary1.As1,CZECH REPUBLIC,2015,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,5.39164154543152,24.3207594801503,7.929350649e-05,,Summary1.As1,CZECH REPUBLIC,2015,Subsector,1. Energy,,
B.  Chemical industry,1679.879877337732,1.47261132448205,1.1877419442953,,Summary1.As1,CZECH REPUBLIC,2015,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,6481.15644649433,0.53582368538462,,,Summary1.As1,CZECH REPUBLIC,2015,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,145.36875497935125,,,,Summary1.As1,CZECH REPUBLIC,2015,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,0.0001197,Summary1.As1,CZECH REPUBLIC,2015,Subsector,2.  Industrial processes and product use,,0.37299717
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2015,Subsector,2.  Industrial processes and product use,3309.6892379533474,1.73525552005952
G.  Other product manufacture and use ,,,0.75,0.00331307702092,Summary1.As1,CZECH REPUBLIC,2015,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.565925,,,,Summary1.As1,CZECH REPUBLIC,2015,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),94790.34404131226,,,,Summary1.As1,CZECH REPUBLIC,2016,Subsector,1. Energy,,
                                           Sectoral approach(2),94617.9517194323,39.58434533862186,2.07963980515935,,Summary1.As1,CZECH REPUBLIC,2016,Subsector,1. Energy,,
1.  Energy industries,54168.51176915136,1.35027631796586,0.85150839998106,,Summary1.As1,CZECH REPUBLIC,2016,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,9511.186815380568,1.55521461355377,0.20930714017073,,Summary1.As1,CZECH REPUBLIC,2016,Subsector,1. Energy,,
3.  Transport,17967.344681946528,1.24087966929881,0.59077048507442,,Summary1.As1,CZECH REPUBLIC,2016,Subsector,1. Energy,,
4.  Other sectors,12576.963305417989,35.41677211070956,0.41561773434183,,Summary1.As1,CZECH REPUBLIC,2016,Subsector,1. Energy,,
5.  Other,393.9451475358501,0.02120262709386,0.01243604559131,,Summary1.As1,CZECH REPUBLIC,2016,Subsector,1. Energy,,
B. Fugitive emissions from fuels,164.00784519077777,152.75876960412594,7.247922078e-05,,Summary1.As1,CZECH REPUBLIC,2016,Subsector,1. Energy,,
1.  Solid fuels,159.07214,128.54719150882616,,,Summary1.As1,CZECH REPUBLIC,2016,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,4.93570519077777,24.21157809529977,7.247922078e-05,,Summary1.As1,CZECH REPUBLIC,2016,Subsector,1. Energy,,
B.  Chemical industry,1222.120852701326,0.88342870184339,0.94962910684944,,Summary1.As1,CZECH REPUBLIC,2016,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,6744.629053421078,0.57609587076923,,,Summary1.As1,CZECH REPUBLIC,2016,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,145.83357219545218,,,,Summary1.As1,CZECH REPUBLIC,2016,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,0.00016758,Summary1.As1,CZECH REPUBLIC,2016,Subsector,2.  Industrial processes and product use,,0.37299717
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2016,Subsector,2.  Industrial processes and product use,3528.338243225142,1.40201523870564
G.  Other product manufacture and use ,,,0.75,0.00328107147586,Summary1.As1,CZECH REPUBLIC,2016,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.52039,,,,Summary1.As1,CZECH REPUBLIC,2016,Subsector,2.  Industrial processes and product use,0.00207715160788,
A. Fuel combustion     Reference approach(2),93701.9517286952,,,,Summary1.As1,CZECH REPUBLIC,2017,Subsector,1. Energy,,
                                           Sectoral approach(2),95736.52844516412,40.82923071709549,2.10498671348618,,Summary1.As1,CZECH REPUBLIC,2017,Subsector,1. Energy,,
1.  Energy industries,53384.01716486991,1.40165423857666,0.8462179021053,,Summary1.As1,CZECH REPUBLIC,2017,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,10368.419995719683,1.59888796756696,0.21595014255456,,Summary1.As1,CZECH REPUBLIC,2017,Subsector,1. Energy,,
3.  Transport,18465.62604928855,1.22778002142702,0.60349089512561,,Summary1.As1,CZECH REPUBLIC,2017,Subsector,1. Energy,,
4.  Other sectors,13068.911765746834,36.57790237113263,0.4248517692865,,Summary1.As1,CZECH REPUBLIC,2017,Subsector,1. Energy,,
5.  Other,449.55346953914994,0.02300611839222,0.01447600441421,,Summary1.As1,CZECH REPUBLIC,2017,Subsector,1. Energy,,
B. Fugitive emissions from fuels,131.56843144905386,140.24282991780217,6.69038961e-05,,Summary1.As1,CZECH REPUBLIC,2017,Subsector,1. Energy,,
1.  Solid fuels,127.00344601199996,115.92994065197576,,,Summary1.As1,CZECH REPUBLIC,2017,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,4.56498543705388,24.31288926582641,6.69038961e-05,,Summary1.As1,CZECH REPUBLIC,2017,Subsector,1. Energy,,
B.  Chemical industry,1957.77143487347,2.04552594670843,0.68256521775893,,Summary1.As1,CZECH REPUBLIC,2017,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,6001.118310288368,0.55947324706923,,,Summary1.As1,CZECH REPUBLIC,2017,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,151.2215129906724,,,,Summary1.As1,CZECH REPUBLIC,2017,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,0.00013832,Summary1.As1,CZECH REPUBLIC,2017,Subsector,2.  Industrial processes and product use,,0.5782023
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2017,Subsector,2.  Industrial processes and product use,3742.015926906098,1.38766774751632
G.  Other product manufacture and use ,,,0.75,0.00310840996529,Summary1.As1,CZECH REPUBLIC,2017,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.468003,,,,Summary1.As1,CZECH REPUBLIC,2017,Subsector,2.  Industrial processes and product use,0.0250674852196,
A. Fuel combustion     Reference approach(2),92889.6929283722,,,,Summary1.As1,CZECH REPUBLIC,2018,Subsector,1. Energy,,
                                           Sectoral approach(2),93858.3650158666,40.36837704301293,2.09962025783327,,Summary1.As1,CZECH REPUBLIC,2018,Subsector,1. Energy,,
1.  Energy industries,52675.667019861714,1.35360995403131,0.83031352751536,,Summary1.As1,CZECH REPUBLIC,2018,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,10120.09612791812,1.57706620108675,0.21284256798152,,Summary1.As1,CZECH REPUBLIC,2018,Subsector,1. Energy,,
3.  Transport,18652.017514191983,1.18682585855065,0.61472903841147,,Summary1.As1,CZECH REPUBLIC,2018,Subsector,1. Energy,,
4.  Other sectors,12098.38671269478,36.23589168011952,0.43141718890546,,Summary1.As1,CZECH REPUBLIC,2018,Subsector,1. Energy,,
5.  Other,312.1976412,0.0149833492247,0.01031793501946,,Summary1.As1,CZECH REPUBLIC,2018,Subsector,1. Energy,,
B. Fugitive emissions from fuels,108.13548851644904,131.0193959316125,6.878571429e-05,,Summary1.As1,CZECH REPUBLIC,2018,Subsector,1. Energy,,
1.  Solid fuels,103.445712428,106.89457154724914,,,Summary1.As1,CZECH REPUBLIC,2018,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,4.68977608844906,24.12482438436338,6.878571429e-05,,Summary1.As1,CZECH REPUBLIC,2018,Subsector,1. Energy,,
B.  Chemical industry,1812.706914831675,1.96913612461069,0.61952666442953,,Summary1.As1,CZECH REPUBLIC,2018,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,6450.731763397812,0.56483090893846,,,Summary1.As1,CZECH REPUBLIC,2018,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,163.89816885984655,,,,Summary1.As1,CZECH REPUBLIC,2018,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,0.00012844,Summary1.As1,CZECH REPUBLIC,2018,Subsector,2.  Industrial processes and product use,,0.53965548
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2018,Subsector,2.  Industrial processes and product use,3793.3087535642335,1.52572811274079
G.  Other product manufacture and use ,,,0.75,0.00296617051599,Summary1.As1,CZECH REPUBLIC,2018,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.554348,,,,Summary1.As1,CZECH REPUBLIC,2018,Subsector,2.  Industrial processes and product use,0.04685358123334,
A. Fuel combustion     Reference approach(2),88417.96748486084,,,,Summary1.As1,CZECH REPUBLIC,2019,Subsector,1. Energy,,
                                           Sectoral approach(2),89264.37909154767,40.28760815359055,2.07085742572925,,Summary1.As1,CZECH REPUBLIC,2019,Subsector,1. Energy,,
1.  Energy industries,48932.97082125205,1.37320255029899,0.77029654682024,,Summary1.As1,CZECH REPUBLIC,2019,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,9673.492354918248,1.67924496988062,0.22607013100889,,Summary1.As1,CZECH REPUBLIC,2019,Subsector,1. Energy,,
3.  Transport,18825.236405386047,1.06706965640629,0.6174508551565,,Summary1.As1,CZECH REPUBLIC,2019,Subsector,1. Energy,,
4.  Other sectors,11539.01771629133,36.15439473666674,0.44696929761801,,Summary1.As1,CZECH REPUBLIC,2019,Subsector,1. Energy,,
5.  Other,293.6617937,0.01369624033791,0.01007059512561,,Summary1.As1,CZECH REPUBLIC,2019,Subsector,1. Energy,,
B. Fugitive emissions from fuels,83.7374834468421,117.34672009225235,5.029626623e-05,,Summary1.As1,CZECH REPUBLIC,2019,Subsector,1. Energy,,
1.  Solid fuels,80.283153496,93.58596997254465,,,Summary1.As1,CZECH REPUBLIC,2019,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,3.45432995084211,23.76075011970772,5.029626623e-05,,Summary1.As1,CZECH REPUBLIC,2019,Subsector,1. Energy,,
B.  Chemical industry,1807.4489634780807,1.87848904525344,0.52748865537938,,Summary1.As1,CZECH REPUBLIC,2019,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,5824.927961185184,0.54632798909231,,,Summary1.As1,CZECH REPUBLIC,2019,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,158.4490885480207,,,,Summary1.As1,CZECH REPUBLIC,2019,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,0.00010868,Summary1.As1,CZECH REPUBLIC,2019,Subsector,2.  Industrial processes and product use,,0.43761978
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2019,Subsector,2.  Industrial processes and product use,3823.355412603221,1.12906564738262
G.  Other product manufacture and use ,,,0.75,0.00287388332022,Summary1.As1,CZECH REPUBLIC,2019,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.687617,,,,Summary1.As1,CZECH REPUBLIC,2019,Subsector,2.  Industrial processes and product use,0.0860960716849,
A. Fuel combustion     Reference approach(2),79749.76048668966,,,,Summary1.As1,CZECH REPUBLIC,2020,Subsector,1. Energy,,
                                           Sectoral approach(2),80641.179142685,40.28710954704101,1.97344134508279,,Summary1.As1,CZECH REPUBLIC,2020,Subsector,1. Energy,,
1.  Energy industries,41374.99745233653,1.36338387685378,0.67374276590549,,Summary1.As1,CZECH REPUBLIC,2020,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,10156.10523413294,1.72778126948536,0.23261867548959,,Summary1.As1,CZECH REPUBLIC,2020,Subsector,1. Energy,,
3.  Transport,17534.549445555822,0.95586274122556,0.60469738799599,,Summary1.As1,CZECH REPUBLIC,2020,Subsector,1. Energy,,
4.  Other sectors,11263.742358759708,36.22453757774948,0.45189337547388,,Summary1.As1,CZECH REPUBLIC,2020,Subsector,1. Energy,,
5.  Other,311.7846519,0.01554408172683,0.01048914021784,,Summary1.As1,CZECH REPUBLIC,2020,Subsector,1. Energy,,
B. Fugitive emissions from fuels,53.80072501419316,91.73915749401192,5.712662338e-05,,Summary1.As1,CZECH REPUBLIC,2020,Subsector,1. Energy,,
1.  Solid fuels,49.889104784,67.45341339371437,,,Summary1.As1,CZECH REPUBLIC,2020,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,3.91162023019316,24.28574410029755,5.712662338e-05,,Summary1.As1,CZECH REPUBLIC,2020,Subsector,1. Energy,,
B.  Chemical industry,1442.1861428901989,1.61198895201832,0.47013644409474,,Summary1.As1,CZECH REPUBLIC,2020,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,5782.384401766352,0.49125602755385,,,Summary1.As1,CZECH REPUBLIC,2020,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,133.30638314757354,,,,Summary1.As1,CZECH REPUBLIC,2020,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,9.044e-05,Summary1.As1,CZECH REPUBLIC,2020,Subsector,2.  Industrial processes and product use,,0.373564035
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2020,Subsector,2.  Industrial processes and product use,3734.273117961719,0.59385680234095
G.  Other product manufacture and use ,,,0.75,0.00276733391408,Summary1.As1,CZECH REPUBLIC,2020,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.8244031,,,,Summary1.As1,CZECH REPUBLIC,2020,Subsector,2.  Industrial processes and product use,0.01499045082625,
A. Fuel combustion     Reference approach(2),83928.06509356515,,,,Summary1.As1,CZECH REPUBLIC,2021,Subsector,1. Energy,,
                                           Sectoral approach(2),84267.38642062829,43.50202409810645,2.11816842571234,,Summary1.As1,CZECH REPUBLIC,2021,Subsector,1. Energy,,
1.  Energy industries,40829.05368499582,1.45039275646339,0.69384980409965,,Summary1.As1,CZECH REPUBLIC,2021,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,12770.408812724656,1.91213810646207,0.25933915514191,,Summary1.As1,CZECH REPUBLIC,2021,Subsector,1. Energy,,
3.  Transport,18733.60051438749,1.00184811995673,0.66275295591035,,Summary1.As1,CZECH REPUBLIC,2021,Subsector,1. Energy,,
4.  Other sectors,11618.74366272033,39.12026189685465,0.49181173789386,,Summary1.As1,CZECH REPUBLIC,2021,Subsector,1. Energy,,
5.  Other,315.5797458,0.01738321836961,0.01041477266657,,Summary1.As1,CZECH REPUBLIC,2021,Subsector,1. Energy,,
B. Fugitive emissions from fuels,54.83341899667683,91.44387477830242,5.215909091e-05,,Summary1.As1,CZECH REPUBLIC,2021,Subsector,1. Energy,,
1.  Solid fuels,51.25315688800001,67.21115480834786,,,Summary1.As1,CZECH REPUBLIC,2021,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,3.58026210867682,24.23271996995456,5.215909091e-05,,Summary1.As1,CZECH REPUBLIC,2021,Subsector,1. Energy,,
B.  Chemical industry,1908.8435820384905,1.89734779167634,0.64922133758389,,Summary1.As1,CZECH REPUBLIC,2021,Subsector,2.  Industrial processes and product use,,
C.  Metal industry,6431.5080618811135,0.57945630755385,,,Summary1.As1,CZECH REPUBLIC,2021,Subsector,2.  Industrial processes and product use,,
D.  Non-energy products from fuels and solvent use ,139.4442232457738,,,,Summary1.As1,CZECH REPUBLIC,2021,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,7.904e-05,Summary1.As1,CZECH REPUBLIC,2021,Subsector,2.  Industrial processes and product use,1.13088,30.63631554
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,CZECH REPUBLIC,2021,Subsector,2.  Industrial processes and product use,3710.24976930984,0.31069651604154
G.  Other product manufacture and use ,,,0.75,0.00267334021881,Summary1.As1,CZECH REPUBLIC,2021,Subsector,2.  Industrial processes and product use,,
H.  Other(3),0.630072,,,,Summary1.As1,CZECH REPUBLIC,2021,Subsector,2.  Industrial processes and product use,0.01644538899047,
A.  Enteric fermentation,,236.1378811461688,,,Summary1.As2,CZECH REPUBLIC,1990,Subsector,3.  Agriculture,,
B.  Manure management,,56.2485218545082,3.75999430920546,,Summary1.As2,CZECH REPUBLIC,1990,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,17.38834286691593,,Summary1.As2,CZECH REPUBLIC,1990,Subsector,3.  Agriculture,,
G. Liming,1236.707472,,,,Summary1.As2,CZECH REPUBLIC,1990,Subsector,3.  Agriculture,,
H. Urea application,108.53333333333332,,,,Summary1.As2,CZECH REPUBLIC,1990,Subsector,3.  Agriculture,,
A. Forest land (4),-7308.498131928615,2.02648621755365,0.11210349288594,,Summary1.As2,CZECH REPUBLIC,1990,Subsector,3.  Agriculture,,
B. Cropland (4),108.00882399488484,,0.02988942727849,,Summary1.As2,CZECH REPUBLIC,1990,Subsector,3.  Agriculture,,
C. Grassland (4),-143.84247795314784,,,,Summary1.As2,CZECH REPUBLIC,1990,Subsector,3.  Agriculture,,
D. Wetlands (4),24.10673632261406,,,,Summary1.As2,CZECH REPUBLIC,1990,Subsector,3.  Agriculture,,
G. Harvested wood products ,-1680.4737569024655,,,,Summary1.As2,CZECH REPUBLIC,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,71.70771195719595,,,Summary1.As2,CZECH REPUBLIC,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),19.9678310007,6.65097e-06,0.001731903,,Summary1.As2,CZECH REPUBLIC,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,38.67613242811241,0.78584090077625,,Summary1.As2,CZECH REPUBLIC,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,226.354552110594,,,Summary1.As2,CZECH REPUBLIC,1991,Subsector,3.  Agriculture,,
B.  Manure management,,53.58811881352806,3.58470151118706,,Summary1.As2,CZECH REPUBLIC,1991,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,14.69664402302808,,Summary1.As2,CZECH REPUBLIC,1991,Subsector,3.  Agriculture,,
G. Liming,328.991124,,,,Summary1.As2,CZECH REPUBLIC,1991,Subsector,3.  Agriculture,,
H. Urea application,132.0,,,,Summary1.As2,CZECH REPUBLIC,1991,Subsector,3.  Agriculture,,
A. Forest land (4),-9986.223733322926,1.46812662621755,0.08121551549289,,Summary1.As2,CZECH REPUBLIC,1991,Subsector,3.  Agriculture,,
B. Cropland (4),96.62660828894256,,0.02916897620684,,Summary1.As2,CZECH REPUBLIC,1991,Subsector,3.  Agriculture,,
C. Grassland (4),-61.73775098545404,,,,Summary1.As2,CZECH REPUBLIC,1991,Subsector,3.  Agriculture,,
D. Wetlands (4),38.00215622573997,,,,Summary1.As2,CZECH REPUBLIC,1991,Subsector,3.  Agriculture,,
G. Harvested wood products ,-322.6759587767597,,,,Summary1.As2,CZECH REPUBLIC,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,74.99658890403656,,,Summary1.As2,CZECH REPUBLIC,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),23.73234067864,7.834008e-06,0.0020621452,,Summary1.As2,CZECH REPUBLIC,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,42.0200264685002,0.68721116575454,,Summary1.As2,CZECH REPUBLIC,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,202.46384002508128,,,Summary1.As2,CZECH REPUBLIC,1992,Subsector,3.  Agriculture,,
B.  Manure management,,50.30138859459796,3.29027964931452,,Summary1.As2,CZECH REPUBLIC,1992,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,11.87482224591064,,Summary1.As2,CZECH REPUBLIC,1992,Subsector,3.  Agriculture,,
G. Liming,113.726382,,,,Summary1.As2,CZECH REPUBLIC,1992,Subsector,3.  Agriculture,,
H. Urea application,108.53333333333332,,,,Summary1.As2,CZECH REPUBLIC,1992,Subsector,3.  Agriculture,,
A. Forest land (4),-11163.047965791624,1.59724597100367,0.08835828775765,,Summary1.As2,CZECH REPUBLIC,1992,Subsector,3.  Agriculture,,
B. Cropland (4),105.12336364345408,,0.02768085101163,,Summary1.As2,CZECH REPUBLIC,1992,Subsector,3.  Agriculture,,
C. Grassland (4),-138.11217981196637,,,,Summary1.As2,CZECH REPUBLIC,1992,Subsector,3.  Agriculture,,
D. Wetlands (4),14.02863953581872,,,,Summary1.As2,CZECH REPUBLIC,1992,Subsector,3.  Agriculture,,
G. Harvested wood products ,770.3935478137944,,,,Summary1.As2,CZECH REPUBLIC,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,77.87219265454618,,,Summary1.As2,CZECH REPUBLIC,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),27.642460852545,9.043265e-06,0.00240661785,,Summary1.As2,CZECH REPUBLIC,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,38.88662806803536,0.64631949862926,,Summary1.As2,CZECH REPUBLIC,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,175.31603198115133,,,Summary1.As2,CZECH REPUBLIC,1993,Subsector,3.  Agriculture,,
B.  Manure management,,46.84002228553789,2.95963226001506,,Summary1.As2,CZECH REPUBLIC,1993,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,10.70177124361281,,Summary1.As2,CZECH REPUBLIC,1993,Subsector,3.  Agriculture,,
G. Liming,108.069654,,,,Summary1.As2,CZECH REPUBLIC,1993,Subsector,3.  Agriculture,,
H. Urea application,93.13333333333333,,,,Summary1.As2,CZECH REPUBLIC,1993,Subsector,3.  Agriculture,,
A. Forest land (4),-10978.750811849211,1.92162215499629,0.10630250219129,,Summary1.As2,CZECH REPUBLIC,1993,Subsector,3.  Agriculture,,
B. Cropland (4),181.2363721570748,,0.026073292538,,Summary1.As2,CZECH REPUBLIC,1993,Subsector,3.  Agriculture,,
C. Grassland (4),-163.70729483752564,,,,Summary1.As2,CZECH REPUBLIC,1993,Subsector,3.  Agriculture,,
D. Wetlands (4),13.30527060629288,,,,Summary1.As2,CZECH REPUBLIC,1993,Subsector,3.  Agriculture,,
G. Harvested wood products ,-275.65447897770736,,,,Summary1.As2,CZECH REPUBLIC,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Solid waste disposal (5),,81.06420634679992,,,Summary1.As2,CZECH REPUBLIC,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),37.4338740402,1.2142745e-05,0.00326669325,,Summary1.As2,CZECH REPUBLIC,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,37.59652070963061,0.68696922392656,,Summary1.As2,CZECH REPUBLIC,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,153.45381726657803,,,Summary1.As2,CZECH REPUBLIC,1994,Subsector,3.  Agriculture,,
