GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,HFCs(1) (kt CO2 equivalent),PFCs(1)
Indirect CO2,827.6574445916651,,,,Summary1.As3,CZECH REPUBLIC,2013,Sector,,
International bunkers,891.4499262847564,0.00612695,0.0242248,,Summary1.As3,CZECH REPUBLIC,2014,Sector,,
CO2 emissions from biomass,16071.726824012114,,,,Summary1.As3,CZECH REPUBLIC,2014,Sector,,
Long-term storage of C in waste disposal sites,40680.58322532997,,,,Summary1.As3,CZECH REPUBLIC,2014,Sector,,
Indirect N2O,,,1.01681883164596,,Summary1.As3,CZECH REPUBLIC,2014,Sector,,
Indirect CO2,833.0990852584238,,,,Summary1.As3,CZECH REPUBLIC,2014,Sector,,
International bunkers,897.7499317794179,0.00617025,0.024396,,Summary1.As3,CZECH REPUBLIC,2015,Sector,,
CO2 emissions from biomass,16536.41552304528,,,,Summary1.As3,CZECH REPUBLIC,2015,Sector,,
Long-term storage of C in waste disposal sites,41699.66427477642,,,,Summary1.As3,CZECH REPUBLIC,2015,Sector,,
Indirect N2O,,,0.98170307149946,,Summary1.As3,CZECH REPUBLIC,2015,Sector,,
Indirect CO2,805.8300680784547,,,,Summary1.As3,CZECH REPUBLIC,2015,Sector,,
International bunkers,963.8999425211816,0.0066249,0.0261936,,Summary1.As3,CZECH REPUBLIC,2016,Sector,,
CO2 emissions from biomass,16719.444491921415,,,,Summary1.As3,CZECH REPUBLIC,2016,Sector,,
Long-term storage of C in waste disposal sites,42772.78032466091,,,,Summary1.As3,CZECH REPUBLIC,2016,Sector,,
Indirect N2O,,,0.93978545179377,,Summary1.As3,CZECH REPUBLIC,2016,Sector,,
Indirect CO2,771.0345755062534,,,,Summary1.As3,CZECH REPUBLIC,2016,Sector,,
International bunkers,1080.4499985535203,0.00742595,0.0293608,,Summary1.As3,CZECH REPUBLIC,2017,Sector,,
CO2 emissions from biomass,17029.200969343652,,,,Summary1.As3,CZECH REPUBLIC,2017,Sector,,
Long-term storage of C in waste disposal sites,43884.15312764413,,,,Summary1.As3,CZECH REPUBLIC,2017,Sector,,
Indirect N2O,,,0.92358343889374,,Summary1.As3,CZECH REPUBLIC,2017,Sector,,
Indirect CO2,730.899681045435,,,,Summary1.As3,CZECH REPUBLIC,2017,Sector,,
International bunkers,1247.4000014214037,0.0085734,0.0338976,,Summary1.As3,CZECH REPUBLIC,2018,Sector,,
CO2 emissions from biomass,17084.26646406438,,,,Summary1.As3,CZECH REPUBLIC,2018,Sector,,
Long-term storage of C in waste disposal sites,45040.32244769478,,,,Summary1.As3,CZECH REPUBLIC,2018,Sector,,
Indirect N2O,,,0.8960531731904,,Summary1.As3,CZECH REPUBLIC,2018,Sector,,
Indirect CO2,709.7981813146855,,,,Summary1.As3,CZECH REPUBLIC,2018,Sector,,
International bunkers,1275.7499998344808,0.00876825,0.034668,,Summary1.As3,CZECH REPUBLIC,2019,Sector,,
CO2 emissions from biomass,18429.94578009904,,,,Summary1.As3,CZECH REPUBLIC,2019,Sector,,
Long-term storage of C in waste disposal sites,46221.42213848032,,,,Summary1.As3,CZECH REPUBLIC,2019,Sector,,
Indirect N2O,,,0.84071332276665,,Summary1.As3,CZECH REPUBLIC,2019,Sector,,
Indirect CO2,658.3306204696795,,,,Summary1.As3,CZECH REPUBLIC,2019,Sector,,
International bunkers,346.50000155293384,0.0023815,0.009416,,Summary1.As3,CZECH REPUBLIC,2020,Sector,,
CO2 emissions from biomass,19212.76011004281,,,,Summary1.As3,CZECH REPUBLIC,2020,Sector,,
Long-term storage of C in waste disposal sites,47428.96826563319,,,,Summary1.As3,CZECH REPUBLIC,2020,Sector,,
Indirect N2O,,,0.75998144141568,,Summary1.As3,CZECH REPUBLIC,2020,Sector,,
Indirect CO2,647.4655393269089,,,,Summary1.As3,CZECH REPUBLIC,2020,Sector,,
International bunkers,374.8500011878934,0.00257635,0.0101864,,Summary1.As3,CZECH REPUBLIC,2021,Sector,,
CO2 emissions from biomass,20685.639322790423,,,,Summary1.As3,CZECH REPUBLIC,2021,Sector,,
Long-term storage of C in waste disposal sites,48667.965203,,,,Summary1.As3,CZECH REPUBLIC,2021,Sector,,
Indirect N2O,,,0.77844817535268,,Summary1.As3,CZECH REPUBLIC,2021,Sector,,
Indirect CO2,653.9481101927445,,,,Summary1.As3,CZECH REPUBLIC,2021,Sector,,
