GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),546748.2517665874,,,,,,GBR,1990,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,75237.16423920529,4.09634403641847,0.98284183956482,,,,GBR,1990,Subsector,1. Energy
3.  Transport,120222.3004660954,50.83161688966728,4.8675546216048,,,,GBR,1990,Subsector,1. Energy
4.  Other sectors,112116.01744990036,65.26005296727028,1.3158687882005,,,,GBR,1990,Subsector,1. Energy
5.  Other,5293.43745457813,0.14226113686442,0.18833356196966,,,,GBR,1990,Subsector,1. Energy
B. Fugitive emissions from fuels,6787.092391569139,1367.2137126143791,0.15025886239576,,,,GBR,1990,Subsector,1. Energy
A.  Mineral industry,10234.924763495315,,,,,,GBR,1990,Subsector,2.  Industrial processes and product use
B.  Chemical industry,6975.588848580359,8.86529686943438,79.85698275927682,12053.825917322536,16.07267477816611,,GBR,1990,Subsector,2.  Industrial processes and product use
C.  Metal industry,25429.247347380857,1.56863361472755,0.06955531634258,,1396.756822824816,0.01698125,GBR,1990,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,552.8086355924662,,,,,,GBR,1990,Subsector,2.  Industrial processes and product use
E.  Electronic industry ,,,,4.65055273382887,,,GBR,1990,Subsector,2.  Industrial processes and product use
F.  Product uses as substitutes for ODS,,,,9.98099741468508,,,GBR,1990,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,,,2.01363224303966,,70.83181122676056,0.03590505573414,GBR,1990,Subsector,2.  Industrial processes and product use
H.  Other(3),,1.24420140183634,,,,,GBR,1990,Subsector,2.  Industrial processes and product use
Total national emissions and removals,607337.2622038256,5388.815527925926,167.6798719143614,12068.457467471051,1483.661308829743,0.05288630573414,GBR,1990,Subsector,6.  Other   (please specify)(6)
1. Energy,557715.5029143459,1496.8715001112016,12.32648861791229,,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
A. Fuel combustion     Reference approach(2),546748.2517665874,,,,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
                                           Sectoral approach(2),550928.4105227769,129.65778749682246,12.17622975551653,,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
1.  Energy industries,238059.4909129977,9.327512466602,4.82163094417675,,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
2.  Manufacturing industries and construction                          ,75237.16423920529,4.09634403641847,0.98284183956482,,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
3.  Transport,120222.3004660954,50.83161688966728,4.8675546216048,,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
4.  Other sectors,112116.01744990036,65.26005296727028,1.3158687882005,,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
5.  Other,5293.43745457813,0.14226113686442,0.18833356196966,,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
B. Fugitive emissions from fuels,6787.092391569139,1367.2137126143791,0.15025886239576,,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
1.  Solid fuels,1698.561494434334,873.0742929216586,0.000302616,,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
2.  Oil and natural gas and other emissions from energy production,5088.530897134805,494.1394196927205,0.14995624639576,,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
2.  Industrial processes and product use,43192.569595049,11.67813188599827,81.94017031865906,12068.457467471051,1483.661308829743,0.05288630573414,GBR,1990,Subsector,6.  Other   (please specify)(6)
A.  Mineral industry,10234.924763495315,,,,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
B.  Chemical industry,6975.588848580359,8.86529686943438,79.85698275927682,12053.825917322536,16.07267477816611,,GBR,1990,Subsector,6.  Other   (please specify)(6)
C.  Metal industry,25429.247347380857,1.56863361472755,0.06955531634258,,1396.756822824816,0.01698125,GBR,1990,Subsector,6.  Other   (please specify)(6)
D.  Non-energy products from fuels and solvent use ,552.8086355924662,,,,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
E.  Electronic industry ,,,,4.65055273382887,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
F.  Product uses as substitutes for ODS,,,,9.98099741468508,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
G.  Other product manufacture and use ,,,2.01363224303966,,70.83181122676056,0.03590505573414,GBR,1990,Subsector,6.  Other   (please specify)(6)
H.  Other(3),,1.24420140183634,,,,,GBR,1990,Subsector,6.  Other   (please specify)(6)
Total national emissions and removals,607337.2622038256,5388.815527925926,167.6798719143614,12068.457467471051,1483.661308829743,0.05288630573414,GBR,1990,Subsector,CO2 captured
1. Energy,557715.5029143459,1496.8715001112016,12.32648861791229,,,,GBR,1990,Subsector,CO2 captured
A. Fuel combustion     Reference approach(2),546748.2517665874,,,,,,GBR,1990,Subsector,CO2 captured
                                           Sectoral approach(2),550928.4105227769,129.65778749682246,12.17622975551653,,,,GBR,1990,Subsector,CO2 captured
1.  Energy industries,238059.4909129977,9.327512466602,4.82163094417675,,,,GBR,1990,Subsector,CO2 captured
2.  Manufacturing industries and construction                          ,75237.16423920529,4.09634403641847,0.98284183956482,,,,GBR,1990,Subsector,CO2 captured
3.  Transport,120222.3004660954,50.83161688966728,4.8675546216048,,,,GBR,1990,Subsector,CO2 captured
4.  Other sectors,112116.01744990036,65.26005296727028,1.3158687882005,,,,GBR,1990,Subsector,CO2 captured
5.  Other,5293.43745457813,0.14226113686442,0.18833356196966,,,,GBR,1990,Subsector,CO2 captured
B. Fugitive emissions from fuels,6787.092391569139,1367.2137126143791,0.15025886239576,,,,GBR,1990,Subsector,CO2 captured
1.  Solid fuels,1698.561494434334,873.0742929216586,0.000302616,,,,GBR,1990,Subsector,CO2 captured
2.  Oil and natural gas and other emissions from energy production,5088.530897134805,494.1394196927205,0.14995624639576,,,,GBR,1990,Subsector,CO2 captured
2.  Industrial processes and product use,43192.569595049,11.67813188599827,81.94017031865906,12068.457467471051,1483.661308829743,0.05288630573414,GBR,1990,Subsector,CO2 captured
A.  Mineral industry,10234.924763495315,,,,,,GBR,1990,Subsector,CO2 captured
B.  Chemical industry,6975.588848580359,8.86529686943438,79.85698275927682,12053.825917322536,16.07267477816611,,GBR,1990,Subsector,CO2 captured
C.  Metal industry,25429.247347380857,1.56863361472755,0.06955531634258,,1396.756822824816,0.01698125,GBR,1990,Subsector,CO2 captured
D.  Non-energy products from fuels and solvent use ,552.8086355924662,,,,,,GBR,1990,Subsector,CO2 captured
E.  Electronic industry ,,,,4.65055273382887,,,GBR,1990,Subsector,CO2 captured
F.  Product uses as substitutes for ODS,,,,9.98099741468508,,,GBR,1990,Subsector,CO2 captured
G.  Other product manufacture and use ,,,2.01363224303966,,70.83181122676056,0.03590505573414,GBR,1990,Subsector,CO2 captured
H.  Other(3),,1.24420140183634,,,,,GBR,1990,Subsector,CO2 captured
Total national emissions and removals,607337.2622038256,5388.815527925926,167.6798719143614,12068.457467471051,1483.661308829743,0.05288630573414,GBR,1990,Subsector,CO2 emissions from biomass
1. Energy,557715.5029143459,1496.8715001112016,12.32648861791229,,,,GBR,1990,Subsector,CO2 emissions from biomass
A. Fuel combustion     Reference approach(2),546748.2517665874,,,,,,GBR,1990,Subsector,CO2 emissions from biomass
                                           Sectoral approach(2),550928.4105227769,129.65778749682246,12.17622975551653,,,,GBR,1990,Subsector,CO2 emissions from biomass
1.  Energy industries,238059.4909129977,9.327512466602,4.82163094417675,,,,GBR,1990,Subsector,CO2 emissions from biomass
2.  Manufacturing industries and construction                          ,75237.16423920529,4.09634403641847,0.98284183956482,,,,GBR,1990,Subsector,CO2 emissions from biomass
3.  Transport,120222.3004660954,50.83161688966728,4.8675546216048,,,,GBR,1990,Subsector,CO2 emissions from biomass
4.  Other sectors,112116.01744990036,65.26005296727028,1.3158687882005,,,,GBR,1990,Subsector,CO2 emissions from biomass
5.  Other,5293.43745457813,0.14226113686442,0.18833356196966,,,,GBR,1990,Subsector,CO2 emissions from biomass
B. Fugitive emissions from fuels,6787.092391569139,1367.2137126143791,0.15025886239576,,,,GBR,1990,Subsector,CO2 emissions from biomass
1.  Solid fuels,1698.561494434334,873.0742929216586,0.000302616,,,,GBR,1990,Subsector,CO2 emissions from biomass
2.  Oil and natural gas and other emissions from energy production,5088.530897134805,494.1394196927205,0.14995624639576,,,,GBR,1990,Subsector,CO2 emissions from biomass
2.  Industrial processes and product use,43192.569595049,11.67813188599827,81.94017031865906,12068.457467471051,1483.661308829743,0.05288630573414,GBR,1990,Subsector,CO2 emissions from biomass
A.  Mineral industry,10234.924763495315,,,,,,GBR,1990,Subsector,CO2 emissions from biomass
B.  Chemical industry,6975.588848580359,8.86529686943438,79.85698275927682,12053.825917322536,16.07267477816611,,GBR,1990,Subsector,CO2 emissions from biomass
C.  Metal industry,25429.247347380857,1.56863361472755,0.06955531634258,,1396.756822824816,0.01698125,GBR,1990,Subsector,CO2 emissions from biomass
D.  Non-energy products from fuels and solvent use ,552.8086355924662,,,,,,GBR,1990,Subsector,CO2 emissions from biomass
E.  Electronic industry ,,,,4.65055273382887,,,GBR,1990,Subsector,CO2 emissions from biomass
F.  Product uses as substitutes for ODS,,,,9.98099741468508,,,GBR,1990,Subsector,CO2 emissions from biomass
G.  Other product manufacture and use ,,,2.01363224303966,,70.83181122676056,0.03590505573414,GBR,1990,Subsector,CO2 emissions from biomass
H.  Other(3),,1.24420140183634,,,,,GBR,1990,Subsector,CO2 emissions from biomass
Total national emissions and removals,607337.2622038256,5388.815527925926,167.6798719143614,12068.457467471051,1483.661308829743,0.05288630573414,GBR,1990,Subsector,Indirect CO2
1. Energy,557715.5029143459,1496.8715001112016,12.32648861791229,,,,GBR,1990,Subsector,Indirect CO2
A. Fuel combustion     Reference approach(2),546748.2517665874,,,,,,GBR,1990,Subsector,Indirect CO2
                                           Sectoral approach(2),550928.4105227769,129.65778749682246,12.17622975551653,,,,GBR,1990,Subsector,Indirect CO2
1.  Energy industries,238059.4909129977,9.327512466602,4.82163094417675,,,,GBR,1990,Subsector,Indirect CO2
2.  Manufacturing industries and construction                          ,75237.16423920529,4.09634403641847,0.98284183956482,,,,GBR,1990,Subsector,Indirect CO2
3.  Transport,120222.3004660954,50.83161688966728,4.8675546216048,,,,GBR,1990,Subsector,Indirect CO2
4.  Other sectors,112116.01744990036,65.26005296727028,1.3158687882005,,,,GBR,1990,Subsector,Indirect CO2
5.  Other,5293.43745457813,0.14226113686442,0.18833356196966,,,,GBR,1990,Subsector,Indirect CO2
B. Fugitive emissions from fuels,6787.092391569139,1367.2137126143791,0.15025886239576,,,,GBR,1990,Subsector,Indirect CO2
1.  Solid fuels,1698.561494434334,873.0742929216586,0.000302616,,,,GBR,1990,Subsector,Indirect CO2
2.  Oil and natural gas and other emissions from energy production,5088.530897134805,494.1394196927205,0.14995624639576,,,,GBR,1990,Subsector,Indirect CO2
2.  Industrial processes and product use,43192.569595049,11.67813188599827,81.94017031865906,12068.457467471051,1483.661308829743,0.05288630573414,GBR,1990,Subsector,Indirect CO2
A.  Mineral industry,10234.924763495315,,,,,,GBR,1990,Subsector,Indirect CO2
B.  Chemical industry,6975.588848580359,8.86529686943438,79.85698275927682,12053.825917322536,16.07267477816611,,GBR,1990,Subsector,Indirect CO2
C.  Metal industry,25429.247347380857,1.56863361472755,0.06955531634258,,1396.756822824816,0.01698125,GBR,1990,Subsector,Indirect CO2
D.  Non-energy products from fuels and solvent use ,552.8086355924662,,,,,,GBR,1990,Subsector,Indirect CO2
E.  Electronic industry ,,,,4.65055273382887,,,GBR,1990,Subsector,Indirect CO2
F.  Product uses as substitutes for ODS,,,,9.98099741468508,,,GBR,1990,Subsector,Indirect CO2
G.  Other product manufacture and use ,,,2.01363224303966,,70.83181122676056,0.03590505573414,GBR,1990,Subsector,Indirect CO2
H.  Other(3),,1.24420140183634,,,,,GBR,1990,Subsector,Indirect CO2
Total national emissions and removals,607337.2622038256,5388.815527925926,167.6798719143614,12068.457467471051,1483.661308829743,0.05288630573414,GBR,1990,Subsector,Indirect N2O
1. Energy,557715.5029143459,1496.8715001112016,12.32648861791229,,,,GBR,1990,Subsector,Indirect N2O
A. Fuel combustion     Reference approach(2),546748.2517665874,,,,,,GBR,1990,Subsector,Indirect N2O
                                           Sectoral approach(2),550928.4105227769,129.65778749682246,12.17622975551653,,,,GBR,1990,Subsector,Indirect N2O
1.  Energy industries,238059.4909129977,9.327512466602,4.82163094417675,,,,GBR,1990,Subsector,Indirect N2O
2.  Manufacturing industries and construction                          ,75237.16423920529,4.09634403641847,0.98284183956482,,,,GBR,1990,Subsector,Indirect N2O
3.  Transport,120222.3004660954,50.83161688966728,4.8675546216048,,,,GBR,1990,Subsector,Indirect N2O
4.  Other sectors,112116.01744990036,65.26005296727028,1.3158687882005,,,,GBR,1990,Subsector,Indirect N2O
5.  Other,5293.43745457813,0.14226113686442,0.18833356196966,,,,GBR,1990,Subsector,Indirect N2O
B. Fugitive emissions from fuels,6787.092391569139,1367.2137126143791,0.15025886239576,,,,GBR,1990,Subsector,Indirect N2O
1.  Solid fuels,1698.561494434334,873.0742929216586,0.000302616,,,,GBR,1990,Subsector,Indirect N2O
2.  Oil and natural gas and other emissions from energy production,5088.530897134805,494.1394196927205,0.14995624639576,,,,GBR,1990,Subsector,Indirect N2O
2.  Industrial processes and product use,43192.569595049,11.67813188599827,81.94017031865906,12068.457467471051,1483.661308829743,0.05288630573414,GBR,1990,Subsector,Indirect N2O
A.  Mineral industry,10234.924763495315,,,,,,GBR,1990,Subsector,Indirect N2O
B.  Chemical industry,6975.588848580359,8.86529686943438,79.85698275927682,12053.825917322536,16.07267477816611,,GBR,1990,Subsector,Indirect N2O
C.  Metal industry,25429.247347380857,1.56863361472755,0.06955531634258,,1396.756822824816,0.01698125,GBR,1990,Subsector,Indirect N2O
D.  Non-energy products from fuels and solvent use ,552.8086355924662,,,,,,GBR,1990,Subsector,Indirect N2O
E.  Electronic industry ,,,,4.65055273382887,,,GBR,1990,Subsector,Indirect N2O
F.  Product uses as substitutes for ODS,,,,9.98099741468508,,,GBR,1990,Subsector,Indirect N2O
G.  Other product manufacture and use ,,,2.01363224303966,,70.83181122676056,0.03590505573414,GBR,1990,Subsector,Indirect N2O
H.  Other(3),,1.24420140183634,,,,,GBR,1990,Subsector,Indirect N2O
Total national emissions and removals,607337.2622038256,5388.815527925926,167.6798719143614,12068.457467471051,1483.661308829743,0.05288630573414,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
1. Energy,557715.5029143459,1496.8715001112016,12.32648861791229,,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
A. Fuel combustion     Reference approach(2),546748.2517665874,,,,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
                                           Sectoral approach(2),550928.4105227769,129.65778749682246,12.17622975551653,,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
1.  Energy industries,238059.4909129977,9.327512466602,4.82163094417675,,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
2.  Manufacturing industries and construction                          ,75237.16423920529,4.09634403641847,0.98284183956482,,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
3.  Transport,120222.3004660954,50.83161688966728,4.8675546216048,,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
4.  Other sectors,112116.01744990036,65.26005296727028,1.3158687882005,,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
5.  Other,5293.43745457813,0.14226113686442,0.18833356196966,,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
B. Fugitive emissions from fuels,6787.092391569139,1367.2137126143791,0.15025886239576,,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
1.  Solid fuels,1698.561494434334,873.0742929216586,0.000302616,,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
2.  Oil and natural gas and other emissions from energy production,5088.530897134805,494.1394196927205,0.14995624639576,,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
2.  Industrial processes and product use,43192.569595049,11.67813188599827,81.94017031865906,12068.457467471051,1483.661308829743,0.05288630573414,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
A.  Mineral industry,10234.924763495315,,,,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
B.  Chemical industry,6975.588848580359,8.86529686943438,79.85698275927682,12053.825917322536,16.07267477816611,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
C.  Metal industry,25429.247347380857,1.56863361472755,0.06955531634258,,1396.756822824816,0.01698125,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
D.  Non-energy products from fuels and solvent use ,552.8086355924662,,,,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
E.  Electronic industry ,,,,4.65055273382887,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
F.  Product uses as substitutes for ODS,,,,9.98099741468508,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
G.  Other product manufacture and use ,,,2.01363224303966,,70.83181122676056,0.03590505573414,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
H.  Other(3),,1.24420140183634,,,,,GBR,1990,Subsector,Long-term storage of C in waste disposal sites
Total national emissions and removals,607337.2622038256,5388.815527925926,167.6798719143614,12068.457467471051,1483.661308829743,0.05288630573414,GBR,1990,Subsector,Multilateral operations
1. Energy,557715.5029143459,1496.8715001112016,12.32648861791229,,,,GBR,1990,Subsector,Multilateral operations
A. Fuel combustion     Reference approach(2),546748.2517665874,,,,,,GBR,1990,Subsector,Multilateral operations
                                           Sectoral approach(2),550928.4105227769,129.65778749682246,12.17622975551653,,,,GBR,1990,Subsector,Multilateral operations
1.  Energy industries,238059.4909129977,9.327512466602,4.82163094417675,,,,GBR,1990,Subsector,Multilateral operations
2.  Manufacturing industries and construction                          ,75237.16423920529,4.09634403641847,0.98284183956482,,,,GBR,1990,Subsector,Multilateral operations
3.  Transport,120222.3004660954,50.83161688966728,4.8675546216048,,,,GBR,1990,Subsector,Multilateral operations
4.  Other sectors,112116.01744990036,65.26005296727028,1.3158687882005,,,,GBR,1990,Subsector,Multilateral operations
5.  Other,5293.43745457813,0.14226113686442,0.18833356196966,,,,GBR,1990,Subsector,Multilateral operations
B. Fugitive emissions from fuels,6787.092391569139,1367.2137126143791,0.15025886239576,,,,GBR,1990,Subsector,Multilateral operations
1.  Solid fuels,1698.561494434334,873.0742929216586,0.000302616,,,,GBR,1990,Subsector,Multilateral operations
2.  Oil and natural gas and other emissions from energy production,5088.530897134805,494.1394196927205,0.14995624639576,,,,GBR,1990,Subsector,Multilateral operations
2.  Industrial processes and product use,43192.569595049,11.67813188599827,81.94017031865906,12068.457467471051,1483.661308829743,0.05288630573414,GBR,1990,Subsector,Multilateral operations
A.  Mineral industry,10234.924763495315,,,,,,GBR,1990,Subsector,Multilateral operations
B.  Chemical industry,6975.588848580359,8.86529686943438,79.85698275927682,12053.825917322536,16.07267477816611,,GBR,1990,Subsector,Multilateral operations
C.  Metal industry,25429.247347380857,1.56863361472755,0.06955531634258,,1396.756822824816,0.01698125,GBR,1990,Subsector,Multilateral operations
D.  Non-energy products from fuels and solvent use ,552.8086355924662,,,,,,GBR,1990,Subsector,Multilateral operations
E.  Electronic industry ,,,,4.65055273382887,,,GBR,1990,Subsector,Multilateral operations
F.  Product uses as substitutes for ODS,,,,9.98099741468508,,,GBR,1990,Subsector,Multilateral operations
G.  Other product manufacture and use ,,,2.01363224303966,,70.83181122676056,0.03590505573414,GBR,1990,Subsector,Multilateral operations
H.  Other(3),,1.24420140183634,,,,,GBR,1990,Subsector,Multilateral operations
A. Fuel combustion     Reference approach(2),561819.3001640907,,,,,,GBR,1991,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,78754.59302728824,4.23589645258032,0.9826184811337,,,,GBR,1991,Subsector,1. Energy
3.  Transport,119332.13441367378,50.23476220136224,4.78927414518554,,,,GBR,1991,Subsector,1. Energy
4.  Other sectors,123617.75115968892,70.79002096943812,1.40432149937559,,,,GBR,1991,Subsector,1. Energy
5.  Other,4301.39874176371,0.10842603853459,0.15770899290318,,,,GBR,1991,Subsector,1. Energy
B. Fugitive emissions from fuels,6260.33993699822,1382.9147505033627,0.14571831078596,,,,GBR,1991,Subsector,1. Energy
A.  Mineral industry,8516.932429211069,,,,,,GBR,1991,Subsector,2.  Industrial processes and product use
B.  Chemical industry,7493.080241436179,8.87472921355697,80.42189158861585,12549.850247320996,16.07851391469603,,GBR,1991,Subsector,2.  Industrial processes and product use
C.  Metal industry,24232.3036309544,1.47780118282677,0.06383472581813,,1148.136025095774,0.01698125,GBR,1991,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,509.3956042325028,,,,,,GBR,1991,Subsector,2.  Industrial processes and product use
E.  Electronic industry ,,,,5.5085797132203,,,GBR,1991,Subsector,2.  Industrial processes and product use
F.  Product uses as substitutes for ODS,,,,27.46690112625593,,,GBR,1991,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,,,2.02080590805121,,78.83880397231675,0.03847576674504,GBR,1991,Subsector,2.  Industrial processes and product use
H.  Other(3),,1.00907940730941,,,,,GBR,1991,Subsector,2.  Industrial processes and product use
Total national emissions and removals,614363.2203847475,5419.626362665269,168.1944723172287,12582.825728160473,1243.0533429827867,0.05545701674504,GBR,1991,Subsector,6.  Other   (please specify)(6)
1. Energy,567624.8351479645,1517.5810701402088,12.25304941615515,,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
A. Fuel combustion     Reference approach(2),561819.3001640907,,,,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
                                           Sectoral approach(2),561364.4952109663,134.666319636846,12.10733110536919,,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
1.  Energy industries,235358.6178685517,9.29721397493072,4.77340798677118,,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
2.  Manufacturing industries and construction                          ,78754.59302728824,4.23589645258032,0.9826184811337,,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
3.  Transport,119332.13441367378,50.23476220136224,4.78927414518554,,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
4.  Other sectors,123617.75115968892,70.79002096943812,1.40432149937559,,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
5.  Other,4301.39874176371,0.10842603853459,0.15770899290318,,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
B. Fugitive emissions from fuels,6260.33993699822,1382.9147505033627,0.14571831078596,,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
1.  Solid fuels,1312.1340809408694,897.8325295255721,0.000122796,,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
2.  Oil and natural gas and other emissions from energy production,4948.205856057351,485.0822209777906,0.14559551478596,,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
2.  Industrial processes and product use,40751.71190583415,11.36160980369315,82.50653222248519,12582.825728160473,1243.0533429827867,0.05545701674504,GBR,1991,Subsector,6.  Other   (please specify)(6)
A.  Mineral industry,8516.932429211069,,,,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
B.  Chemical industry,7493.080241436179,8.87472921355697,80.42189158861585,12549.850247320996,16.07851391469603,,GBR,1991,Subsector,6.  Other   (please specify)(6)
C.  Metal industry,24232.3036309544,1.47780118282677,0.06383472581813,,1148.136025095774,0.01698125,GBR,1991,Subsector,6.  Other   (please specify)(6)
D.  Non-energy products from fuels and solvent use ,509.3956042325028,,,,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
E.  Electronic industry ,,,,5.5085797132203,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
F.  Product uses as substitutes for ODS,,,,27.46690112625593,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
G.  Other product manufacture and use ,,,2.02080590805121,,78.83880397231675,0.03847576674504,GBR,1991,Subsector,6.  Other   (please specify)(6)
H.  Other(3),,1.00907940730941,,,,,GBR,1991,Subsector,6.  Other   (please specify)(6)
Total national emissions and removals,614363.2203847475,5419.626362665269,168.1944723172287,12582.825728160473,1243.0533429827867,0.05545701674504,GBR,1991,Subsector,CO2 captured
1. Energy,567624.8351479645,1517.5810701402088,12.25304941615515,,,,GBR,1991,Subsector,CO2 captured
A. Fuel combustion     Reference approach(2),561819.3001640907,,,,,,GBR,1991,Subsector,CO2 captured
                                           Sectoral approach(2),561364.4952109663,134.666319636846,12.10733110536919,,,,GBR,1991,Subsector,CO2 captured
1.  Energy industries,235358.6178685517,9.29721397493072,4.77340798677118,,,,GBR,1991,Subsector,CO2 captured
2.  Manufacturing industries and construction                          ,78754.59302728824,4.23589645258032,0.9826184811337,,,,GBR,1991,Subsector,CO2 captured
3.  Transport,119332.13441367378,50.23476220136224,4.78927414518554,,,,GBR,1991,Subsector,CO2 captured
4.  Other sectors,123617.75115968892,70.79002096943812,1.40432149937559,,,,GBR,1991,Subsector,CO2 captured
5.  Other,4301.39874176371,0.10842603853459,0.15770899290318,,,,GBR,1991,Subsector,CO2 captured
B. Fugitive emissions from fuels,6260.33993699822,1382.9147505033627,0.14571831078596,,,,GBR,1991,Subsector,CO2 captured
1.  Solid fuels,1312.1340809408694,897.8325295255721,0.000122796,,,,GBR,1991,Subsector,CO2 captured
2.  Oil and natural gas and other emissions from energy production,4948.205856057351,485.0822209777906,0.14559551478596,,,,GBR,1991,Subsector,CO2 captured
2.  Industrial processes and product use,40751.71190583415,11.36160980369315,82.50653222248519,12582.825728160473,1243.0533429827867,0.05545701674504,GBR,1991,Subsector,CO2 captured
A.  Mineral industry,8516.932429211069,,,,,,GBR,1991,Subsector,CO2 captured
B.  Chemical industry,7493.080241436179,8.87472921355697,80.42189158861585,12549.850247320996,16.07851391469603,,GBR,1991,Subsector,CO2 captured
C.  Metal industry,24232.3036309544,1.47780118282677,0.06383472581813,,1148.136025095774,0.01698125,GBR,1991,Subsector,CO2 captured
D.  Non-energy products from fuels and solvent use ,509.3956042325028,,,,,,GBR,1991,Subsector,CO2 captured
E.  Electronic industry ,,,,5.5085797132203,,,GBR,1991,Subsector,CO2 captured
F.  Product uses as substitutes for ODS,,,,27.46690112625593,,,GBR,1991,Subsector,CO2 captured
G.  Other product manufacture and use ,,,2.02080590805121,,78.83880397231675,0.03847576674504,GBR,1991,Subsector,CO2 captured
H.  Other(3),,1.00907940730941,,,,,GBR,1991,Subsector,CO2 captured
Total national emissions and removals,614363.2203847475,5419.626362665269,168.1944723172287,12582.825728160473,1243.0533429827867,0.05545701674504,GBR,1991,Subsector,CO2 emissions from biomass
1. Energy,567624.8351479645,1517.5810701402088,12.25304941615515,,,,GBR,1991,Subsector,CO2 emissions from biomass
A. Fuel combustion     Reference approach(2),561819.3001640907,,,,,,GBR,1991,Subsector,CO2 emissions from biomass
                                           Sectoral approach(2),561364.4952109663,134.666319636846,12.10733110536919,,,,GBR,1991,Subsector,CO2 emissions from biomass
1.  Energy industries,235358.6178685517,9.29721397493072,4.77340798677118,,,,GBR,1991,Subsector,CO2 emissions from biomass
2.  Manufacturing industries and construction                          ,78754.59302728824,4.23589645258032,0.9826184811337,,,,GBR,1991,Subsector,CO2 emissions from biomass
3.  Transport,119332.13441367378,50.23476220136224,4.78927414518554,,,,GBR,1991,Subsector,CO2 emissions from biomass
4.  Other sectors,123617.75115968892,70.79002096943812,1.40432149937559,,,,GBR,1991,Subsector,CO2 emissions from biomass
5.  Other,4301.39874176371,0.10842603853459,0.15770899290318,,,,GBR,1991,Subsector,CO2 emissions from biomass
B. Fugitive emissions from fuels,6260.33993699822,1382.9147505033627,0.14571831078596,,,,GBR,1991,Subsector,CO2 emissions from biomass
1.  Solid fuels,1312.1340809408694,897.8325295255721,0.000122796,,,,GBR,1991,Subsector,CO2 emissions from biomass
