GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Country,Year,Level,Parent_Sector
1. Energy,541713.8072169732,1092.480142700472,12.03927681650904,,,,GBR,1996,Subsector,Indirect CO2
A. Fuel combustion     Reference approach(2),532342.6453999433,,,,,,GBR,1996,Subsector,Indirect CO2
                                           Sectoral approach(2),533006.9536396476,102.83639204279996,11.83076103718221,,,,GBR,1996,Subsector,Indirect CO2
1.  Energy industries,203508.5831342296,10.77519935349093,3.83759385921644,,,,GBR,1996,Subsector,Indirect CO2
2.  Manufacturing industries and construction                          ,70083.26340757462,3.63383085802241,0.89940227465614,,,,GBR,1996,Subsector,Indirect CO2
3.  Transport,127482.35530465136,38.73197386943333,5.86692623929426,,,,GBR,1996,Subsector,Indirect CO2
4.  Other sectors,128120.73624566932,49.59593292112566,1.08925004733358,,,,GBR,1996,Subsector,Indirect CO2
5.  Other,3812.01554752272,0.09945504072763,0.13758861668179,,,,GBR,1996,Subsector,Indirect CO2
B. Fugitive emissions from fuels,8706.853577325543,989.643750657672,0.20851577932683,,,,GBR,1996,Subsector,Indirect CO2
1.  Solid fuels,553.7547359513629,557.6112341454902,9.5904e-05,,,,GBR,1996,Subsector,Indirect CO2
2.  Oil and natural gas and other emissions from energy production,8153.098841374179,432.0325165121818,0.20841987532683,,,,GBR,1996,Subsector,Indirect CO2
2.  Industrial processes and product use,44306.04709860317,10.75526359608273,49.69819594434083,16429.438360306707,531.936901170432,0.0569484059461,GBR,1996,Subsector,Indirect CO2
A.  Mineral industry,9469.175308820691,,,,,,GBR,1996,Subsector,Indirect CO2
B.  Chemical industry,7746.86299672833,8.36371607462383,47.66342620378469,15164.017129215465,87.9241433333333,,GBR,1996,Subsector,Indirect CO2
C.  Metal industry,25042.711563355217,1.62068806762891,0.06894100960001,,295.4262339726769,0.01698125,GBR,1996,Subsector,Indirect CO2
D.  Non-energy products from fuels and solvent use ,2047.2972296989344,,,,,,GBR,1996,Subsector,Indirect CO2
E.  Electronic industry ,,,,12.8444337684462,,,GBR,1996,Subsector,Indirect CO2
F.  Product uses as substitutes for ODS,,,,1252.5767973227958,1.29051328501919,,GBR,1996,Subsector,Indirect CO2
G.  Other product manufacture and use ,,,1.96582873095613,,147.29601057940246,0.0399671559461,GBR,1996,Subsector,Indirect CO2
H.  Other(3),,0.77085945382999,,,,,GBR,1996,Subsector,Indirect CO2
Total national emissions and removals,588829.4196382763,5118.021418224986,134.90755768124126,16429.438360306707,531.936901170432,0.0569484059461,GBR,1996,Subsector,Indirect N2O
1. Energy,541713.8072169732,1092.480142700472,12.03927681650904,,,,GBR,1996,Subsector,Indirect N2O
A. Fuel combustion     Reference approach(2),532342.6453999433,,,,,,GBR,1996,Subsector,Indirect N2O
                                           Sectoral approach(2),533006.9536396476,102.83639204279996,11.83076103718221,,,,GBR,1996,Subsector,Indirect N2O
1.  Energy industries,203508.5831342296,10.77519935349093,3.83759385921644,,,,GBR,1996,Subsector,Indirect N2O
2.  Manufacturing industries and construction                          ,70083.26340757462,3.63383085802241,0.89940227465614,,,,GBR,1996,Subsector,Indirect N2O
3.  Transport,127482.35530465136,38.73197386943333,5.86692623929426,,,,GBR,1996,Subsector,Indirect N2O
4.  Other sectors,128120.73624566932,49.59593292112566,1.08925004733358,,,,GBR,1996,Subsector,Indirect N2O
5.  Other,3812.01554752272,0.09945504072763,0.13758861668179,,,,GBR,1996,Subsector,Indirect N2O
B. Fugitive emissions from fuels,8706.853577325543,989.643750657672,0.20851577932683,,,,GBR,1996,Subsector,Indirect N2O
1.  Solid fuels,553.7547359513629,557.6112341454902,9.5904e-05,,,,GBR,1996,Subsector,Indirect N2O
2.  Oil and natural gas and other emissions from energy production,8153.098841374179,432.0325165121818,0.20841987532683,,,,GBR,1996,Subsector,Indirect N2O
2.  Industrial processes and product use,44306.04709860317,10.75526359608273,49.69819594434083,16429.438360306707,531.936901170432,0.0569484059461,GBR,1996,Subsector,Indirect N2O
A.  Mineral industry,9469.175308820691,,,,,,GBR,1996,Subsector,Indirect N2O
B.  Chemical industry,7746.86299672833,8.36371607462383,47.66342620378469,15164.017129215465,87.9241433333333,,GBR,1996,Subsector,Indirect N2O
C.  Metal industry,25042.711563355217,1.62068806762891,0.06894100960001,,295.4262339726769,0.01698125,GBR,1996,Subsector,Indirect N2O
D.  Non-energy products from fuels and solvent use ,2047.2972296989344,,,,,,GBR,1996,Subsector,Indirect N2O
E.  Electronic industry ,,,,12.8444337684462,,,GBR,1996,Subsector,Indirect N2O
F.  Product uses as substitutes for ODS,,,,1252.5767973227958,1.29051328501919,,GBR,1996,Subsector,Indirect N2O
G.  Other product manufacture and use ,,,1.96582873095613,,147.29601057940246,0.0399671559461,GBR,1996,Subsector,Indirect N2O
H.  Other(3),,0.77085945382999,,,,,GBR,1996,Subsector,Indirect N2O
Total national emissions and removals,588829.4196382763,5118.021418224986,134.90755768124126,16429.438360306707,531.936901170432,0.0569484059461,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
1. Energy,541713.8072169732,1092.480142700472,12.03927681650904,,,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
A. Fuel combustion     Reference approach(2),532342.6453999433,,,,,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
                                           Sectoral approach(2),533006.9536396476,102.83639204279996,11.83076103718221,,,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
1.  Energy industries,203508.5831342296,10.77519935349093,3.83759385921644,,,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
2.  Manufacturing industries and construction                          ,70083.26340757462,3.63383085802241,0.89940227465614,,,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
3.  Transport,127482.35530465136,38.73197386943333,5.86692623929426,,,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
4.  Other sectors,128120.73624566932,49.59593292112566,1.08925004733358,,,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
5.  Other,3812.01554752272,0.09945504072763,0.13758861668179,,,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
B. Fugitive emissions from fuels,8706.853577325543,989.643750657672,0.20851577932683,,,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
1.  Solid fuels,553.7547359513629,557.6112341454902,9.5904e-05,,,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
2.  Oil and natural gas and other emissions from energy production,8153.098841374179,432.0325165121818,0.20841987532683,,,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
2.  Industrial processes and product use,44306.04709860317,10.75526359608273,49.69819594434083,16429.438360306707,531.936901170432,0.0569484059461,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
A.  Mineral industry,9469.175308820691,,,,,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
B.  Chemical industry,7746.86299672833,8.36371607462383,47.66342620378469,15164.017129215465,87.9241433333333,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
C.  Metal industry,25042.711563355217,1.62068806762891,0.06894100960001,,295.4262339726769,0.01698125,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
D.  Non-energy products from fuels and solvent use ,2047.2972296989344,,,,,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
E.  Electronic industry ,,,,12.8444337684462,,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
F.  Product uses as substitutes for ODS,,,,1252.5767973227958,1.29051328501919,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
G.  Other product manufacture and use ,,,1.96582873095613,,147.29601057940246,0.0399671559461,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
H.  Other(3),,0.77085945382999,,,,,GBR,1996,Subsector,Long-term storage of C in waste disposal sites
Total national emissions and removals,588829.4196382763,5118.021418224986,134.90755768124126,16429.438360306707,531.936901170432,0.0569484059461,GBR,1996,Subsector,Multilateral operations
1. Energy,541713.8072169732,1092.480142700472,12.03927681650904,,,,GBR,1996,Subsector,Multilateral operations
A. Fuel combustion     Reference approach(2),532342.6453999433,,,,,,GBR,1996,Subsector,Multilateral operations
                                           Sectoral approach(2),533006.9536396476,102.83639204279996,11.83076103718221,,,,GBR,1996,Subsector,Multilateral operations
1.  Energy industries,203508.5831342296,10.77519935349093,3.83759385921644,,,,GBR,1996,Subsector,Multilateral operations
2.  Manufacturing industries and construction                          ,70083.26340757462,3.63383085802241,0.89940227465614,,,,GBR,1996,Subsector,Multilateral operations
3.  Transport,127482.35530465136,38.73197386943333,5.86692623929426,,,,GBR,1996,Subsector,Multilateral operations
4.  Other sectors,128120.73624566932,49.59593292112566,1.08925004733358,,,,GBR,1996,Subsector,Multilateral operations
5.  Other,3812.01554752272,0.09945504072763,0.13758861668179,,,,GBR,1996,Subsector,Multilateral operations
B. Fugitive emissions from fuels,8706.853577325543,989.643750657672,0.20851577932683,,,,GBR,1996,Subsector,Multilateral operations
1.  Solid fuels,553.7547359513629,557.6112341454902,9.5904e-05,,,,GBR,1996,Subsector,Multilateral operations
2.  Oil and natural gas and other emissions from energy production,8153.098841374179,432.0325165121818,0.20841987532683,,,,GBR,1996,Subsector,Multilateral operations
2.  Industrial processes and product use,44306.04709860317,10.75526359608273,49.69819594434083,16429.438360306707,531.936901170432,0.0569484059461,GBR,1996,Subsector,Multilateral operations
A.  Mineral industry,9469.175308820691,,,,,,GBR,1996,Subsector,Multilateral operations
B.  Chemical industry,7746.86299672833,8.36371607462383,47.66342620378469,15164.017129215465,87.9241433333333,,GBR,1996,Subsector,Multilateral operations
C.  Metal industry,25042.711563355217,1.62068806762891,0.06894100960001,,295.4262339726769,0.01698125,GBR,1996,Subsector,Multilateral operations
D.  Non-energy products from fuels and solvent use ,2047.2972296989344,,,,,,GBR,1996,Subsector,Multilateral operations
E.  Electronic industry ,,,,12.8444337684462,,,GBR,1996,Subsector,Multilateral operations
F.  Product uses as substitutes for ODS,,,,1252.5767973227958,1.29051328501919,,GBR,1996,Subsector,Multilateral operations
G.  Other product manufacture and use ,,,1.96582873095613,,147.29601057940246,0.0399671559461,GBR,1996,Subsector,Multilateral operations
H.  Other(3),,0.77085945382999,,,,,GBR,1996,Subsector,Multilateral operations
A. Fuel combustion     Reference approach(2),510475.4835409633,,,,,,GBR,1997,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,69803.5636407435,3.46310324711367,0.87471380174706,,,,GBR,1997,Subsector,1. Energy
3.  Transport,128225.04773015072,35.71872432780254,5.84121821240024,,,,GBR,1997,Subsector,1. Energy
4.  Other sectors,118424.2204506918,44.59387858771673,0.99956469667045,,,,GBR,1997,Subsector,1. Energy
5.  Other,3636.801545540901,0.09205346763979,0.13311900072909,,,,GBR,1997,Subsector,1. Energy
B. Fugitive emissions from fuels,7210.802105917001,912.5860285354552,0.18548348203453,,,,GBR,1997,Subsector,1. Energy
A.  Mineral industry,9739.374403396352,,,,,,GBR,1997,Subsector,2.  Industrial processes and product use
B.  Chemical industry,6907.53630333938,7.05521117422243,48.26868341247101,16539.35414211283,44.59328457396951,,GBR,1997,Subsector,2.  Industrial processes and product use
C.  Metal industry,24974.26981885538,1.65237878179306,0.07126410218431,,230.4487513406184,0.01707625,GBR,1997,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,1468.7536586592155,,,,,,GBR,1997,Subsector,2.  Industrial processes and product use
E.  Electronic industry ,,,,15.2142317987246,,,GBR,1997,Subsector,2.  Industrial processes and product use
F.  Product uses as substitutes for ODS,,,,1801.539630773958,2.48858956147309,,GBR,1997,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,,,1.96080059798528,,169.4106481055209,0.0387392829415,GBR,1997,Subsector,2.  Industrial processes and product use
H.  Other(3),,0.73230513650008,,,,,GBR,1997,Subsector,2.  Industrial processes and product use
Total national emissions and removals,564783.4410595656,5019.541542898844,135.95180120376398,18356.108004685517,446.9412735815819,0.0558155329415,GBR,1997,Subsector,6.  Other   (please specify)(6)
1. Energy,519972.88229007047,1007.5436041293832,11.63732605258719,,,,GBR,1997,Subsector,6.  Other   (please specify)(6)
A. Fuel combustion     Reference approach(2),510475.4835409633,,,,,,GBR,1997,Subsector,6.  Other   (please specify)(6)
                                           Sectoral approach(2),512762.0801841535,94.95757559392808,11.45184257055266,,,,GBR,1997,Subsector,6.  Other   (please specify)(6)
1.  Energy industries,192672.44681702656,11.08981596365534,3.60322685900582,,,,GBR,1997,Subsector,6.  Other   (please specify)(6)
2.  Manufacturing industries and construction                          ,69803.5636407435,3.46310324711367,0.87471380174706,,,,GBR,1997,Subsector,6.  Other   (please specify)(6)
3.  Transport,128225.04773015072,35.71872432780254,5.84121821240024,,,,GBR,1997,Subsector,6.  Other   (please specify)(6)
4.  Other sectors,118424.2204506918,44.59387858771673,0.99956469667045,,,,GBR,1997,Subsector,6.  Other   (please specify)(6)
5.  Other,3636.801545540901,0.09205346763979,0.13311900072909,,,,GBR,1997,Subsector,6.  Other   (please specify)(6)
B. Fugitive emissions from fuels,7210.802105917001,912.5860285354552,0.18548348203453,,,,GBR,1997,Subsector,6.  Other   (please specify)(6)
1.  Solid fuels,631.1653690361505,534.5149745470568,6.5448e-05,,,,GBR,1997,Subsector,6.  Other   (please specify)(6)
2.  Oil and natural gas and other emissions from energy production,6579.636736880851,378.0710539883984,0.18541803403453,,,,GBR,1997,Subsector,6.  Other   (please specify)(6)
2.  Industrial processes and product use,43089.93418425033,9.43989509251557,50.3007481126406,18356.108004685517,446.9412735815819,0.0558155329415,GBR,1997,Subsector,6.  Other   (please specify)(6)
A.  Mineral industry,9739.374403396352,,,,,,GBR,1997,Subsector,6.  Other   (please specify)(6)
B.  Chemical industry,6907.53630333938,7.05521117422243,48.26868341247101,16539.35414211283,44.59328457396951,,GBR,1997,Subsector,6.  Other   (please specify)(6)
C.  Metal industry,24974.26981885538,1.65237878179306,0.07126410218431,,230.4487513406184,0.01707625,GBR,1997,Subsector,6.  Other   (please specify)(6)
D.  Non-energy products from fuels and solvent use ,1468.7536586592155,,,,,,GBR,1997,Subsector,6.  Other   (please specify)(6)
E.  Electronic industry ,,,,15.2142317987246,,,GBR,1997,Subsector,6.  Other   (please specify)(6)
F.  Product uses as substitutes for ODS,,,,1801.539630773958,2.48858956147309,,GBR,1997,Subsector,6.  Other   (please specify)(6)
G.  Other product manufacture and use ,,,1.96080059798528,,169.4106481055209,0.0387392829415,GBR,1997,Subsector,6.  Other   (please specify)(6)
H.  Other(3),,0.73230513650008,,,,,GBR,1997,Subsector,6.  Other   (please specify)(6)
Total national emissions and removals,564783.4410595656,5019.541542898844,135.95180120376398,18356.108004685517,446.9412735815819,0.0558155329415,GBR,1997,Subsector,CO2 captured
1. Energy,519972.88229007047,1007.5436041293832,11.63732605258719,,,,GBR,1997,Subsector,CO2 captured
A. Fuel combustion     Reference approach(2),510475.4835409633,,,,,,GBR,1997,Subsector,CO2 captured
                                           Sectoral approach(2),512762.0801841535,94.95757559392808,11.45184257055266,,,,GBR,1997,Subsector,CO2 captured
1.  Energy industries,192672.44681702656,11.08981596365534,3.60322685900582,,,,GBR,1997,Subsector,CO2 captured
2.  Manufacturing industries and construction                          ,69803.5636407435,3.46310324711367,0.87471380174706,,,,GBR,1997,Subsector,CO2 captured
3.  Transport,128225.04773015072,35.71872432780254,5.84121821240024,,,,GBR,1997,Subsector,CO2 captured
4.  Other sectors,118424.2204506918,44.59387858771673,0.99956469667045,,,,GBR,1997,Subsector,CO2 captured
5.  Other,3636.801545540901,0.09205346763979,0.13311900072909,,,,GBR,1997,Subsector,CO2 captured
B. Fugitive emissions from fuels,7210.802105917001,912.5860285354552,0.18548348203453,,,,GBR,1997,Subsector,CO2 captured
1.  Solid fuels,631.1653690361505,534.5149745470568,6.5448e-05,,,,GBR,1997,Subsector,CO2 captured
2.  Oil and natural gas and other emissions from energy production,6579.636736880851,378.0710539883984,0.18541803403453,,,,GBR,1997,Subsector,CO2 captured
2.  Industrial processes and product use,43089.93418425033,9.43989509251557,50.3007481126406,18356.108004685517,446.9412735815819,0.0558155329415,GBR,1997,Subsector,CO2 captured
A.  Mineral industry,9739.374403396352,,,,,,GBR,1997,Subsector,CO2 captured
B.  Chemical industry,6907.53630333938,7.05521117422243,48.26868341247101,16539.35414211283,44.59328457396951,,GBR,1997,Subsector,CO2 captured
C.  Metal industry,24974.26981885538,1.65237878179306,0.07126410218431,,230.4487513406184,0.01707625,GBR,1997,Subsector,CO2 captured
D.  Non-energy products from fuels and solvent use ,1468.7536586592155,,,,,,GBR,1997,Subsector,CO2 captured
E.  Electronic industry ,,,,15.2142317987246,,,GBR,1997,Subsector,CO2 captured
F.  Product uses as substitutes for ODS,,,,1801.539630773958,2.48858956147309,,GBR,1997,Subsector,CO2 captured
G.  Other product manufacture and use ,,,1.96080059798528,,169.4106481055209,0.0387392829415,GBR,1997,Subsector,CO2 captured
H.  Other(3),,0.73230513650008,,,,,GBR,1997,Subsector,CO2 captured
Total national emissions and removals,564783.4410595656,5019.541542898844,135.95180120376398,18356.108004685517,446.9412735815819,0.0558155329415,GBR,1997,Subsector,CO2 emissions from biomass
1. Energy,519972.88229007047,1007.5436041293832,11.63732605258719,,,,GBR,1997,Subsector,CO2 emissions from biomass
A. Fuel combustion     Reference approach(2),510475.4835409633,,,,,,GBR,1997,Subsector,CO2 emissions from biomass
                                           Sectoral approach(2),512762.0801841535,94.95757559392808,11.45184257055266,,,,GBR,1997,Subsector,CO2 emissions from biomass
1.  Energy industries,192672.44681702656,11.08981596365534,3.60322685900582,,,,GBR,1997,Subsector,CO2 emissions from biomass
2.  Manufacturing industries and construction                          ,69803.5636407435,3.46310324711367,0.87471380174706,,,,GBR,1997,Subsector,CO2 emissions from biomass
3.  Transport,128225.04773015072,35.71872432780254,5.84121821240024,,,,GBR,1997,Subsector,CO2 emissions from biomass
4.  Other sectors,118424.2204506918,44.59387858771673,0.99956469667045,,,,GBR,1997,Subsector,CO2 emissions from biomass
5.  Other,3636.801545540901,0.09205346763979,0.13311900072909,,,,GBR,1997,Subsector,CO2 emissions from biomass
B. Fugitive emissions from fuels,7210.802105917001,912.5860285354552,0.18548348203453,,,,GBR,1997,Subsector,CO2 emissions from biomass
1.  Solid fuels,631.1653690361505,534.5149745470568,6.5448e-05,,,,GBR,1997,Subsector,CO2 emissions from biomass
2.  Oil and natural gas and other emissions from energy production,6579.636736880851,378.0710539883984,0.18541803403453,,,,GBR,1997,Subsector,CO2 emissions from biomass
2.  Industrial processes and product use,43089.93418425033,9.43989509251557,50.3007481126406,18356.108004685517,446.9412735815819,0.0558155329415,GBR,1997,Subsector,CO2 emissions from biomass
A.  Mineral industry,9739.374403396352,,,,,,GBR,1997,Subsector,CO2 emissions from biomass
B.  Chemical industry,6907.53630333938,7.05521117422243,48.26868341247101,16539.35414211283,44.59328457396951,,GBR,1997,Subsector,CO2 emissions from biomass
C.  Metal industry,24974.26981885538,1.65237878179306,0.07126410218431,,230.4487513406184,0.01707625,GBR,1997,Subsector,CO2 emissions from biomass
D.  Non-energy products from fuels and solvent use ,1468.7536586592155,,,,,,GBR,1997,Subsector,CO2 emissions from biomass
E.  Electronic industry ,,,,15.2142317987246,,,GBR,1997,Subsector,CO2 emissions from biomass
F.  Product uses as substitutes for ODS,,,,1801.539630773958,2.48858956147309,,GBR,1997,Subsector,CO2 emissions from biomass
G.  Other product manufacture and use ,,,1.96080059798528,,169.4106481055209,0.0387392829415,GBR,1997,Subsector,CO2 emissions from biomass
H.  Other(3),,0.73230513650008,,,,,GBR,1997,Subsector,CO2 emissions from biomass
Total national emissions and removals,564783.4410595656,5019.541542898844,135.95180120376398,18356.108004685517,446.9412735815819,0.0558155329415,GBR,1997,Subsector,Indirect CO2
1. Energy,519972.88229007047,1007.5436041293832,11.63732605258719,,,,GBR,1997,Subsector,Indirect CO2
A. Fuel combustion     Reference approach(2),510475.4835409633,,,,,,GBR,1997,Subsector,Indirect CO2
                                           Sectoral approach(2),512762.0801841535,94.95757559392808,11.45184257055266,,,,GBR,1997,Subsector,Indirect CO2
1.  Energy industries,192672.44681702656,11.08981596365534,3.60322685900582,,,,GBR,1997,Subsector,Indirect CO2
2.  Manufacturing industries and construction                          ,69803.5636407435,3.46310324711367,0.87471380174706,,,,GBR,1997,Subsector,Indirect CO2
3.  Transport,128225.04773015072,35.71872432780254,5.84121821240024,,,,GBR,1997,Subsector,Indirect CO2
4.  Other sectors,118424.2204506918,44.59387858771673,0.99956469667045,,,,GBR,1997,Subsector,Indirect CO2
5.  Other,3636.801545540901,0.09205346763979,0.13311900072909,,,,GBR,1997,Subsector,Indirect CO2
B. Fugitive emissions from fuels,7210.802105917001,912.5860285354552,0.18548348203453,,,,GBR,1997,Subsector,Indirect CO2
1.  Solid fuels,631.1653690361505,534.5149745470568,6.5448e-05,,,,GBR,1997,Subsector,Indirect CO2
2.  Oil and natural gas and other emissions from energy production,6579.636736880851,378.0710539883984,0.18541803403453,,,,GBR,1997,Subsector,Indirect CO2
2.  Industrial processes and product use,43089.93418425033,9.43989509251557,50.3007481126406,18356.108004685517,446.9412735815819,0.0558155329415,GBR,1997,Subsector,Indirect CO2
A.  Mineral industry,9739.374403396352,,,,,,GBR,1997,Subsector,Indirect CO2
B.  Chemical industry,6907.53630333938,7.05521117422243,48.26868341247101,16539.35414211283,44.59328457396951,,GBR,1997,Subsector,Indirect CO2
C.  Metal industry,24974.26981885538,1.65237878179306,0.07126410218431,,230.4487513406184,0.01707625,GBR,1997,Subsector,Indirect CO2
D.  Non-energy products from fuels and solvent use ,1468.7536586592155,,,,,,GBR,1997,Subsector,Indirect CO2
E.  Electronic industry ,,,,15.2142317987246,,,GBR,1997,Subsector,Indirect CO2
F.  Product uses as substitutes for ODS,,,,1801.539630773958,2.48858956147309,,GBR,1997,Subsector,Indirect CO2
G.  Other product manufacture and use ,,,1.96080059798528,,169.4106481055209,0.0387392829415,GBR,1997,Subsector,Indirect CO2
H.  Other(3),,0.73230513650008,,,,,GBR,1997,Subsector,Indirect CO2
Total national emissions and removals,564783.4410595656,5019.541542898844,135.95180120376398,18356.108004685517,446.9412735815819,0.0558155329415,GBR,1997,Subsector,Indirect N2O
1. Energy,519972.88229007047,1007.5436041293832,11.63732605258719,,,,GBR,1997,Subsector,Indirect N2O
A. Fuel combustion     Reference approach(2),510475.4835409633,,,,,,GBR,1997,Subsector,Indirect N2O
                                           Sectoral approach(2),512762.0801841535,94.95757559392808,11.45184257055266,,,,GBR,1997,Subsector,Indirect N2O
1.  Energy industries,192672.44681702656,11.08981596365534,3.60322685900582,,,,GBR,1997,Subsector,Indirect N2O
2.  Manufacturing industries and construction                          ,69803.5636407435,3.46310324711367,0.87471380174706,,,,GBR,1997,Subsector,Indirect N2O
3.  Transport,128225.04773015072,35.71872432780254,5.84121821240024,,,,GBR,1997,Subsector,Indirect N2O
4.  Other sectors,118424.2204506918,44.59387858771673,0.99956469667045,,,,GBR,1997,Subsector,Indirect N2O
5.  Other,3636.801545540901,0.09205346763979,0.13311900072909,,,,GBR,1997,Subsector,Indirect N2O
B. Fugitive emissions from fuels,7210.802105917001,912.5860285354552,0.18548348203453,,,,GBR,1997,Subsector,Indirect N2O
1.  Solid fuels,631.1653690361505,534.5149745470568,6.5448e-05,,,,GBR,1997,Subsector,Indirect N2O
2.  Oil and natural gas and other emissions from energy production,6579.636736880851,378.0710539883984,0.18541803403453,,,,GBR,1997,Subsector,Indirect N2O
2.  Industrial processes and product use,43089.93418425033,9.43989509251557,50.3007481126406,18356.108004685517,446.9412735815819,0.0558155329415,GBR,1997,Subsector,Indirect N2O
A.  Mineral industry,9739.374403396352,,,,,,GBR,1997,Subsector,Indirect N2O
B.  Chemical industry,6907.53630333938,7.05521117422243,48.26868341247101,16539.35414211283,44.59328457396951,,GBR,1997,Subsector,Indirect N2O
C.  Metal industry,24974.26981885538,1.65237878179306,0.07126410218431,,230.4487513406184,0.01707625,GBR,1997,Subsector,Indirect N2O
D.  Non-energy products from fuels and solvent use ,1468.7536586592155,,,,,,GBR,1997,Subsector,Indirect N2O
E.  Electronic industry ,,,,15.2142317987246,,,GBR,1997,Subsector,Indirect N2O
F.  Product uses as substitutes for ODS,,,,1801.539630773958,2.48858956147309,,GBR,1997,Subsector,Indirect N2O
G.  Other product manufacture and use ,,,1.96080059798528,,169.4106481055209,0.0387392829415,GBR,1997,Subsector,Indirect N2O
H.  Other(3),,0.73230513650008,,,,,GBR,1997,Subsector,Indirect N2O
Total national emissions and removals,564783.4410595656,5019.541542898844,135.95180120376398,18356.108004685517,446.9412735815819,0.0558155329415,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
1. Energy,519972.88229007047,1007.5436041293832,11.63732605258719,,,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
A. Fuel combustion     Reference approach(2),510475.4835409633,,,,,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
                                           Sectoral approach(2),512762.0801841535,94.95757559392808,11.45184257055266,,,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
1.  Energy industries,192672.44681702656,11.08981596365534,3.60322685900582,,,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
2.  Manufacturing industries and construction                          ,69803.5636407435,3.46310324711367,0.87471380174706,,,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
3.  Transport,128225.04773015072,35.71872432780254,5.84121821240024,,,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
4.  Other sectors,118424.2204506918,44.59387858771673,0.99956469667045,,,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
5.  Other,3636.801545540901,0.09205346763979,0.13311900072909,,,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
B. Fugitive emissions from fuels,7210.802105917001,912.5860285354552,0.18548348203453,,,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
1.  Solid fuels,631.1653690361505,534.5149745470568,6.5448e-05,,,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
2.  Oil and natural gas and other emissions from energy production,6579.636736880851,378.0710539883984,0.18541803403453,,,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
2.  Industrial processes and product use,43089.93418425033,9.43989509251557,50.3007481126406,18356.108004685517,446.9412735815819,0.0558155329415,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
A.  Mineral industry,9739.374403396352,,,,,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
B.  Chemical industry,6907.53630333938,7.05521117422243,48.26868341247101,16539.35414211283,44.59328457396951,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
C.  Metal industry,24974.26981885538,1.65237878179306,0.07126410218431,,230.4487513406184,0.01707625,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
D.  Non-energy products from fuels and solvent use ,1468.7536586592155,,,,,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
E.  Electronic industry ,,,,15.2142317987246,,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
F.  Product uses as substitutes for ODS,,,,1801.539630773958,2.48858956147309,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
G.  Other product manufacture and use ,,,1.96080059798528,,169.4106481055209,0.0387392829415,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
H.  Other(3),,0.73230513650008,,,,,GBR,1997,Subsector,Long-term storage of C in waste disposal sites
Total national emissions and removals,564783.4410595656,5019.541542898844,135.95180120376398,18356.108004685517,446.9412735815819,0.0558155329415,GBR,1997,Subsector,Multilateral operations
1. Energy,519972.88229007047,1007.5436041293832,11.63732605258719,,,,GBR,1997,Subsector,Multilateral operations
A. Fuel combustion     Reference approach(2),510475.4835409633,,,,,,GBR,1997,Subsector,Multilateral operations
                                           Sectoral approach(2),512762.0801841535,94.95757559392808,11.45184257055266,,,,GBR,1997,Subsector,Multilateral operations
