GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent),PFCs(1)
E.  Electronic industry ,,,,4e-06,Summary1.As1,MALTA,2006,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,MALTA,2006,Subsector,2.  Industrial processes and product use,72.5666172181664,
G.  Other product manufacture and use ,,,0.00749515426068,6.9063994e-05,Summary1.As1,MALTA,2006,Subsector,2.  Industrial processes and product use,,
A. Fuel combustion     Reference approach(2),2709.7857600000025,,,,Summary1.As1,MALTA,2007,Subsector,1. Energy,,
                                           Sectoral approach(2),2727.741263799081,0.16803128999405,0.03589401140922,,Summary1.As1,MALTA,2007,Subsector,1. Energy,,
1.  Energy industries,2028.6669,0.078867,0.0157734,,Summary1.As1,MALTA,2007,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,36.8555,0.001301,0.000251,,Summary1.As1,MALTA,2007,Subsector,1. Energy,,
3.  Transport,543.2267939494802,0.07097502856449,0.01521650042417,,Summary1.As1,MALTA,2007,Subsector,1. Energy,,
4.  Other sectors,117.332907766,0.01678583411952,0.00460751065837,,Summary1.As1,MALTA,2007,Subsector,1. Energy,,
5.  Other,1.65916208360067,0.00010242731004,4.560032668e-05,,Summary1.As1,MALTA,2007,Subsector,1. Energy,,
B. Fugitive emissions from fuels,,,,,Summary1.As1,MALTA,2007,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,,,,,Summary1.As1,MALTA,2007,Subsector,1. Energy,,
A.  Mineral industry,0.06663572,,,,Summary1.As1,MALTA,2007,Subsector,1. Energy,,
D.  Non-energy products from fuels and solvent use ,3.21402428673853,,,,Summary1.As1,MALTA,2007,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,4e-06,Summary1.As1,MALTA,2007,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,MALTA,2007,Subsector,2.  Industrial processes and product use,89.78704118389432,
G.  Other product manufacture and use ,,,0.00971437255049,6.9420614e-05,Summary1.As1,MALTA,2007,Subsector,2.  Industrial processes and product use,,1.1125e-06
A. Fuel combustion     Reference approach(2),2717.372826666669,,,,Summary1.As1,MALTA,2008,Subsector,1. Energy,,
                                           Sectoral approach(2),2686.4598124396407,0.16375999209205,0.03256939208914,,Summary1.As1,MALTA,2008,Subsector,1. Energy,,
1.  Energy industries,1985.7486,0.077418,0.0154836,,Summary1.As1,MALTA,2008,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,36.8555,0.001301,0.000251,,Summary1.As1,MALTA,2008,Subsector,1. Energy,,
3.  Transport,542.2527297853517,0.0679799803201,0.01217838349307,,Summary1.As1,MALTA,2008,Subsector,1. Energy,,
4.  Other sectors,119.8946738676,0.01696843031952,0.00460926635837,,Summary1.As1,MALTA,2008,Subsector,1. Energy,,
5.  Other,1.70830878668932,9.258145243e-05,4.71422377e-05,,Summary1.As1,MALTA,2008,Subsector,1. Energy,,
B. Fugitive emissions from fuels,,,,,Summary1.As1,MALTA,2008,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,,,,,Summary1.As1,MALTA,2008,Subsector,1. Energy,,
A.  Mineral industry,0.046314,,,,Summary1.As1,MALTA,2008,Subsector,1. Energy,,
D.  Non-energy products from fuels and solvent use ,3.51407617256221,,,,Summary1.As1,MALTA,2008,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,4e-06,Summary1.As1,MALTA,2008,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,MALTA,2008,Subsector,2.  Industrial processes and product use,105.43819181727262,
G.  Other product manufacture and use ,,,0.00774765837571,7.6713079e-05,Summary1.As1,MALTA,2008,Subsector,2.  Industrial processes and product use,,1.1125e-06
A. Fuel combustion     Reference approach(2),2500.7810666666687,,,,Summary1.As1,MALTA,2009,Subsector,1. Energy,,
                                           Sectoral approach(2),2521.9042485969967,0.15319182024797,0.02999534427228,,Summary1.As1,MALTA,2009,Subsector,1. Energy,,
1.  Energy industries,1864.5531,0.072693,0.0145386,,Summary1.As1,MALTA,2009,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,21.4658,0.00071,0.0001328,,Summary1.As1,MALTA,2009,Subsector,1. Energy,,
3.  Transport,527.6239171258406,0.06455505910685,0.01178031749186,,Summary1.As1,MALTA,2009,Subsector,1. Energy,,
4.  Other sectors,106.3939949722,0.01511752005626,0.00349232228076,,Summary1.As1,MALTA,2009,Subsector,1. Energy,,
5.  Other,1.86743649895625,0.00011624108486,5.130449966e-05,,Summary1.As1,MALTA,2009,Subsector,1. Energy,,
B. Fugitive emissions from fuels,,,,,Summary1.As1,MALTA,2009,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,,,,,Summary1.As1,MALTA,2009,Subsector,1. Energy,,
A.  Mineral industry,0.11073207,,,,Summary1.As1,MALTA,2009,Subsector,1. Energy,,
D.  Non-energy products from fuels and solvent use ,3.75527709295508,,,,Summary1.As1,MALTA,2009,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,4e-06,Summary1.As1,MALTA,2009,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,MALTA,2009,Subsector,2.  Industrial processes and product use,122.22743103311566,
G.  Other product manufacture and use ,,,0.0061365606847,6.5653079e-05,Summary1.As1,MALTA,2009,Subsector,2.  Industrial processes and product use,,1.1125e-06
A. Fuel combustion     Reference approach(2),2595.986433333336,,,,Summary1.As1,MALTA,2010,Subsector,1. Energy,,
                                           Sectoral approach(2),2598.654487922792,0.16556868748086,0.03229505262844,,Summary1.As1,MALTA,2010,Subsector,1. Energy,,
1.  Energy industries,1861.9989,0.072627,0.0145254,,Summary1.As1,MALTA,2010,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,30.7538,0.00107,0.0002048,,Summary1.As1,MALTA,2010,Subsector,1. Energy,,
3.  Transport,573.4852379014586,0.0643298996557,0.01265032306004,,Summary1.As1,MALTA,2010,Subsector,1. Energy,,
4.  Other sectors,130.4072962604,0.02739392131152,0.00485953339277,,Summary1.As1,MALTA,2010,Subsector,1. Energy,,
5.  Other,2.00925376093323,0.00014786651364,5.499617563e-05,,Summary1.As1,MALTA,2010,Subsector,1. Energy,,
B. Fugitive emissions from fuels,,,,,Summary1.As1,MALTA,2010,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,,,,,Summary1.As1,MALTA,2010,Subsector,1. Energy,,
A.  Mineral industry,0.18457584,,,,Summary1.As1,MALTA,2010,Subsector,1. Energy,,
D.  Non-energy products from fuels and solvent use ,3.33711678138438,,,,Summary1.As1,MALTA,2010,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,4e-06,Summary1.As1,MALTA,2010,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,MALTA,2010,Subsector,2.  Industrial processes and product use,134.79714769524196,
G.  Other product manufacture and use ,,,0.00513442602532,7.4333079e-05,Summary1.As1,MALTA,2010,Subsector,2.  Industrial processes and product use,,1.1125e-06
A. Fuel combustion     Reference approach(2),2573.0672000000022,,,,Summary1.As1,MALTA,2011,Subsector,1. Energy,,
                                           Sectoral approach(2),2579.1426835604098,0.15694326505006,0.030740311216,,Summary1.As1,MALTA,2011,Subsector,1. Energy,,
1.  Energy industries,1907.5359,0.074337,0.0148674,,Summary1.As1,MALTA,2011,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,15.2738,0.000470999,8.49998e-05,,Summary1.As1,MALTA,2011,Subsector,1. Energy,,
3.  Transport,557.3372359440691,0.05868424857543,0.01213964647209,,Summary1.As1,MALTA,2011,Subsector,1. Energy,,
4.  Other sectors,96.2740280452,0.02327215123626,0.00357360011356,,Summary1.As1,MALTA,2011,Subsector,1. Energy,,
5.  Other,2.72171957114056,0.00017886623837,7.466483035e-05,,Summary1.As1,MALTA,2011,Subsector,1. Energy,,
B. Fugitive emissions from fuels,,,,,Summary1.As1,MALTA,2011,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,,,,,Summary1.As1,MALTA,2011,Subsector,1. Energy,,
A.  Mineral industry,0.17476052,,,,Summary1.As1,MALTA,2011,Subsector,1. Energy,,
D.  Non-energy products from fuels and solvent use ,3.78040201495422,,,,Summary1.As1,MALTA,2011,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,4e-06,Summary1.As1,MALTA,2011,Subsector,2.  Industrial processes and product use,,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,MALTA,2011,Subsector,2.  Industrial processes and product use,157.5756651155409,
G.  Other product manufacture and use ,,,0.00520724731009,0.000201503079,Summary1.As1,MALTA,2011,Subsector,2.  Industrial processes and product use,,1.1125e-06
A. Fuel combustion     Reference approach(2),2715.4787000000024,,,,Summary1.As1,MALTA,2012,Subsector,1. Energy,,
                                           Sectoral approach(2),2711.1808080727865,0.16231559919008,0.03055475097625,,Summary1.As1,MALTA,2012,Subsector,1. Energy,,
1.  Energy industries,2018.9919,0.078657,0.0157314,,Summary1.As1,MALTA,2012,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,27.7481,0.000960332,0.0001828664,,Summary1.As1,MALTA,2012,Subsector,1. Energy,,
3.  Transport,537.584035277789,0.05260742832503,0.01160702644047,,Summary1.As1,MALTA,2012,Subsector,1. Energy,,
4.  Other sectors,124.3960121528,0.029953562517,0.00296573194636,,Summary1.As1,MALTA,2012,Subsector,1. Energy,,
5.  Other,2.46076064219783,0.00013727634805,6.772618942e-05,,Summary1.As1,MALTA,2012,Subsector,1. Energy,,
B. Fugitive emissions from fuels,,,,,Summary1.As1,MALTA,2012,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,,,,,Summary1.As1,MALTA,2012,Subsector,1. Energy,,
A.  Mineral industry,0.901068915,,,,Summary1.As1,MALTA,2012,Subsector,1. Energy,,
D.  Non-energy products from fuels and solvent use ,4.31226773127632,,,,Summary1.As1,MALTA,2012,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,4e-06,Summary1.As1,MALTA,2012,Subsector,2.  Industrial processes and product use,0.465,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,MALTA,2012,Subsector,2.  Industrial processes and product use,189.17687152873617,
G.  Other product manufacture and use ,,,0.00713893430122,1.9803079e-05,Summary1.As1,MALTA,2012,Subsector,2.  Industrial processes and product use,,1.1125e-06
A. Fuel combustion     Reference approach(2),2387.153633333336,,,,Summary1.As1,MALTA,2013,Subsector,1. Energy,,
                                           Sectoral approach(2),2367.593225752028,0.14671778377329,0.0269541313705,,Summary1.As1,MALTA,2013,Subsector,1. Energy,,
1.  Energy industries,1639.9254,0.063882,0.0127764,,Summary1.As1,MALTA,2013,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,53.48102,0.002013056,0.0003934112,,Summary1.As1,MALTA,2013,Subsector,1. Energy,,
3.  Transport,537.4604235296645,0.05050679426824,0.01171967906975,,Summary1.As1,MALTA,2013,Subsector,1. Energy,,
4.  Other sectors,133.9009639376,0.03016413540173,0.00198687760075,,Summary1.As1,MALTA,2013,Subsector,1. Energy,,
5.  Other,2.82541828476361,0.00015179810332,7.77635e-05,,Summary1.As1,MALTA,2013,Subsector,1. Energy,,
B. Fugitive emissions from fuels,,,,,Summary1.As1,MALTA,2013,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,,,,,Summary1.As1,MALTA,2013,Subsector,1. Energy,,
A.  Mineral industry,2.53767455,,,,Summary1.As1,MALTA,2013,Subsector,1. Energy,,
D.  Non-energy products from fuels and solvent use ,8.62347597144919,,,,Summary1.As1,MALTA,2013,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,4e-06,Summary1.As1,MALTA,2013,Subsector,2.  Industrial processes and product use,1.116,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,MALTA,2013,Subsector,2.  Industrial processes and product use,199.71416031385675,
G.  Other product manufacture and use ,,,0.00485121790866,0.000117403079,Summary1.As1,MALTA,2013,Subsector,2.  Industrial processes and product use,,1.1125e-06
A. Fuel combustion     Reference approach(2),2384.1704333333355,,,,Summary1.As1,MALTA,2014,Subsector,1. Energy,,
                                           Sectoral approach(2),2352.742658032665,0.1469923770173,0.02705504956701,,Summary1.As1,MALTA,2014,Subsector,1. Energy,,
1.  Energy industries,1599.3161999999998,0.062286,0.0124572,,Summary1.As1,MALTA,2014,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,62.69688,0.00230961,0.000448122,,Summary1.As1,MALTA,2014,Subsector,1. Energy,,
3.  Transport,547.0938954089008,0.0482796136,0.01196903633899,,Summary1.As1,MALTA,2014,Subsector,1. Energy,,
4.  Other sectors,140.5572639376,0.03394122880173,0.00209610320475,,Summary1.As1,MALTA,2014,Subsector,1. Energy,,
5.  Other,3.07841868616464,0.00017592461557,8.458802327e-05,,Summary1.As1,MALTA,2014,Subsector,1. Energy,,
B. Fugitive emissions from fuels,,,,,Summary1.As1,MALTA,2014,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,,,,,Summary1.As1,MALTA,2014,Subsector,1. Energy,,
A.  Mineral industry,2.477672465,,,,Summary1.As1,MALTA,2014,Subsector,1. Energy,,
D.  Non-energy products from fuels and solvent use ,8.48206816556406,,,,Summary1.As1,MALTA,2014,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,4e-06,Summary1.As1,MALTA,2014,Subsector,2.  Industrial processes and product use,0.2852,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,MALTA,2014,Subsector,2.  Industrial processes and product use,211.45537073882107,
G.  Other product manufacture and use ,,,0.00295539488588,2.5643079e-05,Summary1.As1,MALTA,2014,Subsector,2.  Industrial processes and product use,,1.1125e-06
A. Fuel combustion     Reference approach(2),1632.5771000000016,,,,Summary1.As1,MALTA,2015,Subsector,1. Energy,,
                                           Sectoral approach(2),1655.095435931448,0.12059866060263,0.0217608164175,,Summary1.As1,MALTA,2015,Subsector,1. Energy,,
1.  Energy industries,850.11,0.03306,0.006612,,Summary1.As1,MALTA,2015,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,59.7014,0.002259656,0.0004427312,,Summary1.As1,MALTA,2015,Subsector,1. Energy,,
3.  Transport,580.9670497326514,0.04803065896473,0.01239760880202,,Summary1.As1,MALTA,2015,Subsector,1. Energy,,
4.  Other sectors,160.94291138320207,0.03707880768138,0.00221555793753,,Summary1.As1,MALTA,2015,Subsector,1. Energy,,
5.  Other,3.37407481559461,0.00016953795652,9.291847795e-05,,Summary1.As1,MALTA,2015,Subsector,1. Energy,,
B. Fugitive emissions from fuels,,,,,Summary1.As1,MALTA,2015,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,,,,,Summary1.As1,MALTA,2015,Subsector,1. Energy,,
A.  Mineral industry,1.88600516,,,,Summary1.As1,MALTA,2015,Subsector,1. Energy,,
D.  Non-energy products from fuels and solvent use ,7.6709077740187,,,,Summary1.As1,MALTA,2015,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,4e-06,Summary1.As1,MALTA,2015,Subsector,2.  Industrial processes and product use,0.1984,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,MALTA,2015,Subsector,2.  Industrial processes and product use,219.79303279997308,
G.  Other product manufacture and use ,,,0.00221264801764,8.293079e-06,Summary1.As1,MALTA,2015,Subsector,2.  Industrial processes and product use,,1.1125e-06
A. Fuel combustion     Reference approach(2),1332.4421000000011,,,,Summary1.As1,MALTA,2016,Subsector,1. Energy,,
                                           Sectoral approach(2),1348.2752852664116,0.10434484456828,0.01931952666324,,Summary1.As1,MALTA,2016,Subsector,1. Energy,,
1.  Energy industries,557.5509,0.021627,0.0043254,,Summary1.As1,MALTA,2016,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,59.508,0.002184,0.000423,,Summary1.As1,MALTA,2016,Subsector,1. Energy,,
3.  Transport,580.6990565302599,0.04530701779866,0.01232114771254,,Summary1.As1,MALTA,2016,Subsector,1. Energy,,
4.  Other sectors,146.9840439376,0.03501776180173,0.00215309518475,,Summary1.As1,MALTA,2016,Subsector,1. Energy,,
5.  Other,3.53328479855171,0.00020906496789,9.688376595e-05,,Summary1.As1,MALTA,2016,Subsector,1. Energy,,
B. Fugitive emissions from fuels,,,,,Summary1.As1,MALTA,2016,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,,,,,Summary1.As1,MALTA,2016,Subsector,1. Energy,,
A.  Mineral industry,1.125059785,,,,Summary1.As1,MALTA,2016,Subsector,1. Energy,,
D.  Non-energy products from fuels and solvent use ,6.33935369033209,,,,Summary1.As1,MALTA,2016,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,4e-06,Summary1.As1,MALTA,2016,Subsector,2.  Industrial processes and product use,0.0868,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,MALTA,2016,Subsector,2.  Industrial processes and product use,234.11844569885216,
G.  Other product manufacture and use ,,,0.00671591838765,2.043079e-06,Summary1.As1,MALTA,2016,Subsector,2.  Industrial processes and product use,,1.1125e-06
A. Fuel combustion     Reference approach(2),1538.8414246333348,,,,Summary1.As1,MALTA,2017,Subsector,1. Energy,,
                                           Sectoral approach(2),1525.4771774545209,0.09726217985714,0.0193817053192,,Summary1.As1,MALTA,2017,Subsector,1. Energy,,
1.  Energy industries,717.6143666,0.01651468,0.0022953328,,Summary1.As1,MALTA,2017,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,53.5047717,0.001922911,0.0003694528,,Summary1.As1,MALTA,2017,Subsector,1. Energy,,
3.  Transport,601.5377098125823,0.04382357957461,0.01277730848927,,Summary1.As1,MALTA,2017,Subsector,1. Energy,,
4.  Other sectors,149.1395852504,0.03479115919376,0.00383860520328,,Summary1.As1,MALTA,2017,Subsector,1. Energy,,
5.  Other,3.68074409153862,0.00020985008877,0.00010100602665,,Summary1.As1,MALTA,2017,Subsector,1. Energy,,
B. Fugitive emissions from fuels,,,,,Summary1.As1,MALTA,2017,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,,,,,Summary1.As1,MALTA,2017,Subsector,1. Energy,,
A.  Mineral industry,0.291357825,,,,Summary1.As1,MALTA,2017,Subsector,1. Energy,,
D.  Non-energy products from fuels and solvent use ,4.52694383915844,,,,Summary1.As1,MALTA,2017,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,4e-06,Summary1.As1,MALTA,2017,Subsector,2.  Industrial processes and product use,0.2542,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,MALTA,2017,Subsector,2.  Industrial processes and product use,243.7511121636017,
G.  Other product manufacture and use ,,,0.00265619209538,3.9343079e-05,Summary1.As1,MALTA,2017,Subsector,2.  Industrial processes and product use,,1.1125e-06
A. Fuel combustion     Reference approach(2),1547.9223078000014,,,,Summary1.As1,MALTA,2018,Subsector,1. Energy,,
                                           Sectoral approach(2),1540.7802065110145,0.08985065787841,0.01996986839774,,Summary1.As1,MALTA,2018,Subsector,1. Energy,,
1.  Energy industries,697.3329584754,0.012913469,0.0013585559,,Summary1.As1,MALTA,2018,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,43.2079109,0.001486789,0.0002809312,,Summary1.As1,MALTA,2018,Subsector,1. Energy,,
3.  Transport,666.2980647772234,0.04308556523822,0.01440247746333,,Summary1.As1,MALTA,2018,Subsector,1. Energy,,
4.  Other sectors,130.6596608344,0.03218897397302,0.00383774226209,,Summary1.As1,MALTA,2018,Subsector,1. Energy,,
5.  Other,3.28161152399107,0.00017586066717,9.016157232e-05,,Summary1.As1,MALTA,2018,Subsector,1. Energy,,
B. Fugitive emissions from fuels,,,,,Summary1.As1,MALTA,2018,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,,,,,Summary1.As1,MALTA,2018,Subsector,1. Energy,,
A.  Mineral industry,0.204162645,,,,Summary1.As1,MALTA,2018,Subsector,1. Energy,,
D.  Non-energy products from fuels and solvent use ,5.16020245066984,,,,Summary1.As1,MALTA,2018,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,,Summary1.As1,MALTA,2018,Subsector,2.  Industrial processes and product use,0.248,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,MALTA,2018,Subsector,2.  Industrial processes and product use,231.1235899475902,
G.  Other product manufacture and use ,,,0.00308224454101,1.3093079e-05,Summary1.As1,MALTA,2018,Subsector,2.  Industrial processes and product use,,1.1125e-06
A. Fuel combustion     Reference approach(2),1653.8772107000016,,,,Summary1.As1,MALTA,2019,Subsector,1. Energy,,
                                           Sectoral approach(2),1643.4840896344365,0.09791946887019,0.0223725495127,,Summary1.As1,MALTA,2019,Subsector,1. Energy,,
1.  Energy industries,739.1664025049802,0.01415715659558,0.00154258367956,,Summary1.As1,MALTA,2019,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,47.1169002,0.001626882,0.0003078228,,Summary1.As1,MALTA,2019,Subsector,1. Energy,,
3.  Transport,708.5712066662416,0.04386793364575,0.01537284739347,,Summary1.As1,MALTA,2019,Subsector,1. Energy,,
4.  Other sectors,145.3210493744,0.0380935593894,0.00505838288048,,Summary1.As1,MALTA,2019,Subsector,1. Energy,,
5.  Other,3.30853088881482,0.00017393723946,9.091275919e-05,,Summary1.As1,MALTA,2019,Subsector,1. Energy,,
B. Fugitive emissions from fuels,,,,,Summary1.As1,MALTA,2019,Subsector,1. Energy,,
2.  Oil and natural gas and other emissions from energy production,,,,,Summary1.As1,MALTA,2019,Subsector,1. Energy,,
A.  Mineral industry,0.182780855,,,,Summary1.As1,MALTA,2019,Subsector,1. Energy,,
D.  Non-energy products from fuels and solvent use ,4.51009163905415,,,,Summary1.As1,MALTA,2019,Subsector,2.  Industrial processes and product use,,
E.  Electronic industry ,,,,,Summary1.As1,MALTA,2019,Subsector,2.  Industrial processes and product use,0.05208,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,MALTA,2019,Subsector,2.  Industrial processes and product use,220.65586937009928,
G.  Other product manufacture and use ,,,0.00465170761753,1.4383079e-05,Summary1.As1,MALTA,2019,Subsector,2.  Industrial processes and product use,,1.1125e-06
A. Fuel combustion     Reference approach(2),1605.793940666668,,,,Summary1.As1,MALTA,2020,Subsector,1. Energy,,
                                           Sectoral approach(2),1592.102108117765,0.09052250549009,0.01872727375932,,Summary1.As1,MALTA,2020,Subsector,1. Energy,,
1.  Energy industries,809.847083,0.0163359661,0.0019333236,,Summary1.As1,MALTA,2020,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,49.8825021,0.0018006,0.0003466,,Summary1.As1,MALTA,2020,Subsector,1. Energy,,
3.  Transport,583.3976218460252,0.03615047268492,0.01302616626601,,Summary1.As1,MALTA,2020,Subsector,1. Energy,,
4.  Other sectors,144.86879441545975,0.03601051290872,0.00330849500532,,Summary1.As1,MALTA,2020,Subsector,1. Energy,,
5.  Other,4.10610675627995,0.00022495379645,0.00011268888799,,Summary1.As1,MALTA,2020,Subsector,1. Energy,,
A.  Mineral industry,0.190790655,,,,Summary1.As1,MALTA,2020,Subsector,1. Energy,,
B.  Chemical industry,1.375e-06,,,,Summary1.As1,MALTA,2020,Subsector,1. Energy,,
D.  Non-energy products from fuels and solvent use ,4.26233500982547,,,,Summary1.As1,MALTA,2020,Subsector,1. Energy,,
F.  Product uses as substitutes for ODS,,,,,Summary1.As1,MALTA,2020,Subsector,2.  Industrial processes and product use,225.0383250362185,
G.  Other product manufacture and use ,,,0.00812732462707,1.7633079e-05,Summary1.As1,MALTA,2020,Subsector,2.  Industrial processes and product use,,1.1125e-06
A. Fuel combustion     Reference approach(2),1591.0624279000017,,,,Summary1.As1,MALTA,2021,Subsector,1. Energy,,
                                           Sectoral approach(2),1601.5396610575292,0.09258131333501,0.01890736837385,,Summary1.As1,MALTA,2021,Subsector,1. Energy,,
1.  Energy industries,771.63141,0.0153037473,0.0016650591255,,Summary1.As1,MALTA,2021,Subsector,1. Energy,,
2.  Manufacturing industries and construction                          ,54.2560675,0.0019693,0.0003799,,Summary1.As1,MALTA,2021,Subsector,1. Energy,,
3.  Transport,621.8172180584448,0.03734174905013,0.01333484670728,,Summary1.As1,MALTA,2021,Subsector,1. Energy,,
4.  Other sectors,150.64711928021768,0.03783781180486,0.00343955684429,,Summary1.As1,MALTA,2021,Subsector,1. Energy,,
5.  Other,3.18784621886669,0.00012870518002,8.800569678e-05,,Summary1.As1,MALTA,2021,Subsector,1. Energy,,
A.  Mineral industry,0.151729215,,,,Summary1.As1,MALTA,2021,Subsector,1. Energy,,
B.  Chemical industry,1.375e-06,,,,Summary1.As1,MALTA,2021,Subsector,1. Energy,,
D.  Non-energy products from fuels and solvent use ,4.59764378221872,,,,Summary1.As1,MALTA,2021,Subsector,1. Energy,,
G.  Other product manufacture and use ,,,0.00698679497441,1.7633079e-05,Summary1.As1,MALTA,2021,Subsector,2.  Industrial processes and product use,,1.1125e-06
A.  Enteric fermentation,,2.09990433217002,,,Summary1.As2,MALTA,1990,Subsector,3.  Agriculture,,
B.  Manure management,,0.36167760500524,0.06486764414495,,Summary1.As2,MALTA,1990,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.08549277970318,,Summary1.As2,MALTA,1990,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,1990,Subsector,3.  Agriculture,,
A. Forest land (4),-0.013238478,,,,Summary1.As2,MALTA,1990,Subsector,3.  Agriculture,,
B. Cropland (4),-1.90740188716913,,5.631422394e-05,,Summary1.As2,MALTA,1990,Subsector,3.  Agriculture,,
C. Grassland (4),-8.95645977779627,,0.00051490815158,,Summary1.As2,MALTA,1990,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,1990,Subsector,3.  Agriculture,,
E. Settlements (4),2.04904749637823,,0.00030794693071,,Summary1.As2,MALTA,1990,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,1.65984468371134,,,Summary1.As2,MALTA,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.37011788,0.001652702,5.594957e-05,,Summary1.As2,MALTA,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.68793194251762,0.03414233217835,,Summary1.As2,MALTA,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,2.18661865772516,,,Summary1.As2,MALTA,1991,Subsector,3.  Agriculture,,
B.  Manure management,,0.373183081955,0.06727282316634,,Summary1.As2,MALTA,1991,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.08302993291869,,Summary1.As2,MALTA,1991,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,1991,Subsector,3.  Agriculture,,
A. Forest land (4),-0.01273680936,,,,Summary1.As2,MALTA,1991,Subsector,3.  Agriculture,,
B. Cropland (4),-1.94700188716913,,5.631422394e-05,,Summary1.As2,MALTA,1991,Subsector,3.  Agriculture,,
C. Grassland (4),-8.30968591986193,,0.00052417055071,,Summary1.As2,MALTA,1991,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,1991,Subsector,3.  Agriculture,,
E. Settlements (4),1.25562760710526,,0.00032114378785,,Summary1.As2,MALTA,1991,Subsector,3.  Agriculture,,
