GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent),PFCs(1)
A.  Solid waste disposal (5),,1.87955730299714,,,Summary1.As2,MALTA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.37011788,0.001652702,5.594957e-05,,Summary1.As2,MALTA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.69219739082813,0.03657720366281,,Summary1.As2,MALTA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,2.23479817055078,,,Summary1.As2,MALTA,1992,Subsector,3.  Agriculture,,
B.  Manure management,,0.38283559143434,0.06891554867551,,Summary1.As2,MALTA,1992,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.08490730291776,,Summary1.As2,MALTA,1992,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,1992,Subsector,3.  Agriculture,,
A. Forest land (4),-0.01223514072,,,,Summary1.As2,MALTA,1992,Subsector,3.  Agriculture,,
B. Cropland (4),-1.98467138716913,,5.631422394e-05,,Summary1.As2,MALTA,1992,Subsector,3.  Agriculture,,
C. Grassland (4),-5.11104293559805,,0.00032819785012,,Summary1.As2,MALTA,1992,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,1992,Subsector,3.  Agriculture,,
E. Settlements (4),1.28642027377193,,0.000334340645,,Summary1.As2,MALTA,1992,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,2.1056937014158,,,Summary1.As2,MALTA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.37011788,0.001652702,5.594957e-05,,Summary1.As2,MALTA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.70260804863038,0.03700044533526,,Summary1.As2,MALTA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,2.21771640512942,,,Summary1.As2,MALTA,1993,Subsector,3.  Agriculture,,
B.  Manure management,,0.3826885756116,0.06879764451276,,Summary1.As2,MALTA,1993,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.08651239502076,,Summary1.As2,MALTA,1993,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,1993,Subsector,3.  Agriculture,,
A. Forest land (4),-0.01173347208,,,,Summary1.As2,MALTA,1993,Subsector,3.  Agriculture,,
B. Cropland (4),-1.65792350935695,,4.786534315e-05,,Summary1.As2,MALTA,1993,Subsector,3.  Agriculture,,
C. Grassland (4),-5.34918154437748,,0.00033734712479,,Summary1.As2,MALTA,1993,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,1993,Subsector,3.  Agriculture,,
E. Settlements (4),1.3172129404386,,0.00034753750214,,Summary1.As2,MALTA,1993,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,2.33721254524438,,,Summary1.As2,MALTA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.039428,0.00236568,,Summary1.As2,MALTA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.37011788,0.001652702,5.594957e-05,,Summary1.As2,MALTA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.71121263381742,0.03678330337132,,Summary1.As2,MALTA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,2.13982517586643,,,Summary1.As2,MALTA,1994,Subsector,3.  Agriculture,,
B.  Manure management,,0.37566582521367,0.06703152396109,,Summary1.As2,MALTA,1994,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.08662970832532,,Summary1.As2,MALTA,1994,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,1994,Subsector,3.  Agriculture,,
A. Forest land (4),-0.01123180344,,,,Summary1.As2,MALTA,1994,Subsector,3.  Agriculture,,
B. Cropland (4),-1.16118154155399,,3.252435886e-05,,Summary1.As2,MALTA,1994,Subsector,3.  Agriculture,,
C. Grassland (4),-5.58770726840587,,0.00034643983723,,Summary1.As2,MALTA,1994,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,1994,Subsector,3.  Agriculture,,
E. Settlements (4),1.34800560710526,,0.00036073435928,,Summary1.As2,MALTA,1994,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,2.57336593258459,,,Summary1.As2,MALTA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.089224,0.00535344,,Summary1.As2,MALTA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.37011788,0.001652702,5.594957e-05,,Summary1.As2,MALTA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.72146179792673,0.0367683553226,,Summary1.As2,MALTA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,2.06387308717003,,,Summary1.As2,MALTA,1995,Subsector,3.  Agriculture,,
B.  Manure management,,0.36482376874482,0.06470548334408,,Summary1.As2,MALTA,1995,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.08496554347626,,Summary1.As2,MALTA,1995,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,1995,Subsector,3.  Agriculture,,
A. Forest land (4),-0.0107301348,,,,Summary1.As2,MALTA,1995,Subsector,3.  Agriculture,,
B. Cropland (4),-1.09072654155399,,3.252435886e-05,,Summary1.As2,MALTA,1995,Subsector,3.  Agriculture,,
C. Grassland (4),-5.21075543236505,,0.00032074401056,,Summary1.As2,MALTA,1995,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,1995,Subsector,3.  Agriculture,,
E. Settlements (4),1.37879827377193,,0.00037393121642,,Summary1.As2,MALTA,1995,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,2.81639790943684,,,Summary1.As2,MALTA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.09134,0.0054804,,Summary1.As2,MALTA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.37011788,0.001652702,5.594957e-05,,Summary1.As2,MALTA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.72746267390206,0.03888592975343,,Summary1.As2,MALTA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,2.17734214198977,,,Summary1.As2,MALTA,1996,Subsector,3.  Agriculture,,
B.  Manure management,,0.37034842876837,0.06606396231951,,Summary1.As2,MALTA,1996,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.08400540099119,,Summary1.As2,MALTA,1996,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,1996,Subsector,3.  Agriculture,,
A. Forest land (4),-0.01022846616,,,,Summary1.As2,MALTA,1996,Subsector,3.  Agriculture,,
B. Cropland (4),-0.91104289310224,,1.839900332e-05,,Summary1.As2,MALTA,1996,Subsector,3.  Agriculture,,
C. Grassland (4),-5.45005538689121,,0.00032972359855,,Summary1.As2,MALTA,1996,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,1996,Subsector,3.  Agriculture,,
E. Settlements (4),1.40758551106107,,0.00038655509374,,Summary1.As2,MALTA,1996,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,3.06843669477986,,,Summary1.As2,MALTA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.055336,0.00332016,,Summary1.As2,MALTA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.37011788,0.001652702,5.594957e-05,,Summary1.As2,MALTA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.73126753670045,0.03738979676813,,Summary1.As2,MALTA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,2.19847615399384,,,Summary1.As2,MALTA,1997,Subsector,3.  Agriculture,,
B.  Manure management,,0.37445010441724,0.06667870032604,,Summary1.As2,MALTA,1997,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.0876042426292,,Summary1.As2,MALTA,1997,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,1997,Subsector,3.  Agriculture,,
A. Forest land (4),-0.00972679752,,,,Summary1.As2,MALTA,1997,Subsector,3.  Agriculture,,
B. Cropland (4),-0.91916089310224,,1.839900332e-05,,Summary1.As2,MALTA,1997,Subsector,3.  Agriculture,,
C. Grassland (4),-5.6393074599157,,0.0003386466243,,Summary1.As2,MALTA,1997,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,1997,Subsector,3.  Agriculture,,
E. Settlements (4),1.37204154882047,,0.00037132196706,,Summary1.As2,MALTA,1997,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,3.32158861558085,,,Summary1.As2,MALTA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.038748,0.00232488,,Summary1.As2,MALTA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.37011788,0.001652702,5.594957e-05,,Summary1.As2,MALTA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.75283336173517,0.0386847494742,,Summary1.As2,MALTA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,2.0671450453334,,,Summary1.As2,MALTA,1998,Subsector,3.  Agriculture,,
B.  Manure management,,0.36039649732124,0.06344092192416,,Summary1.As2,MALTA,1998,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.08641144865946,,Summary1.As2,MALTA,1998,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,1998,Subsector,3.  Agriculture,,
A. Forest land (4),-0.00922512888,,,,Summary1.As2,MALTA,1998,Subsector,3.  Agriculture,,
B. Cropland (4),-0.93698089310224,,1.839900332e-05,,Summary1.As2,MALTA,1998,Subsector,3.  Agriculture,,
C. Grassland (4),-5.47461048801561,,0.00032706055387,,Summary1.As2,MALTA,1998,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,1998,Subsector,3.  Agriculture,,
E. Settlements (4),1.40283421548714,,0.00038451882421,,Summary1.As2,MALTA,1998,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,3.63677664919041,,,Summary1.As2,MALTA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.091788,0.00550728,,Summary1.As2,MALTA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.34538988,0.001651016,5.594676e-05,,Summary1.As2,MALTA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.74496877817413,0.03892323641082,,Summary1.As2,MALTA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,2.13939296102523,,,Summary1.As2,MALTA,1999,Subsector,3.  Agriculture,,
B.  Manure management,,0.37103697406506,0.06549628322457,,Summary1.As2,MALTA,1999,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.08857382662097,,Summary1.As2,MALTA,1999,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,1999,Subsector,3.  Agriculture,,
A. Forest land (4),-0.00872346024,,,,Summary1.As2,MALTA,1999,Subsector,3.  Agriculture,,
B. Cropland (4),-0.94391089310224,,1.839900332e-05,,Summary1.As2,MALTA,1999,Subsector,3.  Agriculture,,
C. Grassland (4),-5.71507178828869,,0.00033587045517,,Summary1.As2,MALTA,1999,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,1999,Subsector,3.  Agriculture,,
E. Settlements (4),0.86988400516002,,0.00023247885935,,Summary1.As2,MALTA,1999,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,3.94135452411101,,,Summary1.As2,MALTA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.05292684,0.0031756104,,Summary1.As2,MALTA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.34538988,0.001651016,5.594676e-05,,Summary1.As2,MALTA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.71315382509009,0.03826281626352,,Summary1.As2,MALTA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,1.9857813178574,,,Summary1.As2,MALTA,2000,Subsector,3.  Agriculture,,
B.  Manure management,,0.34896863609041,0.06298737965133,,Summary1.As2,MALTA,2000,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.0874135391298,,Summary1.As2,MALTA,2000,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,2000,Subsector,3.  Agriculture,,
A. Forest land (4),-0.0082217916,,,,Summary1.As2,MALTA,2000,Subsector,3.  Agriculture,,
B. Cropland (4),-0.87531745798658,,1.676595227e-05,,Summary1.As2,MALTA,2000,Subsector,3.  Agriculture,,
C. Grassland (4),-5.95592020381065,,0.00034462379425,,Summary1.As2,MALTA,2000,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,2000,Subsector,3.  Agriculture,,
E. Settlements (4),0.90067667182665,,0.0002456757165,,Summary1.As2,MALTA,2000,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,4.2663250695597,,,Summary1.As2,MALTA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.06202508,0.0037215048,,Summary1.As2,MALTA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.34538988,0.001651016,5.594676e-05,,Summary1.As2,MALTA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.74585362460102,0.0397106878057,,Summary1.As2,MALTA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,1.89099846397019,,,Summary1.As2,MALTA,2001,Subsector,3.  Agriculture,,
B.  Manure management,,0.33747529813243,0.06098647693996,,Summary1.As2,MALTA,2001,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.08733401076497,,Summary1.As2,MALTA,2001,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,2001,Subsector,3.  Agriculture,,
A. Forest land (4),-0.00806385888,,,,Summary1.As2,MALTA,2001,Subsector,3.  Agriculture,,
B. Cropland (4),-0.91491745798658,,1.676595227e-05,,Summary1.As2,MALTA,2001,Subsector,3.  Agriculture,,
C. Grassland (4),-2.9542222237553,,0.00017983536099,,Summary1.As2,MALTA,2001,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,2001,Subsector,3.  Agriculture,,
E. Settlements (4),0.57324333849336,,0.0002456757165,,Summary1.As2,MALTA,2001,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,4.55397627120376,,,Summary1.As2,MALTA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.07079124,0.0042474744,,Summary1.As2,MALTA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.34538988,0.001651016,5.594676e-05,,Summary1.As2,MALTA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.71870111645234,0.03885870614369,,Summary1.As2,MALTA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,1.88366533544562,,,Summary1.As2,MALTA,2002,Subsector,3.  Agriculture,,
B.  Manure management,,0.33416003185642,0.06109567611194,,Summary1.As2,MALTA,2002,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.0850702137287,,Summary1.As2,MALTA,2002,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,2002,Subsector,3.  Agriculture,,
A. Forest land (4),-0.00790592616,,,,Summary1.As2,MALTA,2002,Subsector,3.  Agriculture,,
B. Cropland (4),24.53110235135027,,5.539254029e-05,,Summary1.As2,MALTA,2002,Subsector,3.  Agriculture,,
C. Grassland (4),-4.69066783054702,,0.00017983536099,,Summary1.As2,MALTA,2002,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,2002,Subsector,3.  Agriculture,,
E. Settlements (4),0.57324333849336,,0.0002456757165,,Summary1.As2,MALTA,2002,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,4.86217067050304,,,Summary1.As2,MALTA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.03859704,0.0023158224,,Summary1.As2,MALTA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.34538988,0.001651016,5.594676e-05,,Summary1.As2,MALTA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.72353627413789,0.0392724586467,,Summary1.As2,MALTA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,1.81853962542942,,,Summary1.As2,MALTA,2003,Subsector,3.  Agriculture,,
B.  Manure management,,0.31401282195086,0.05785469314794,,Summary1.As2,MALTA,2003,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.0843711477936,,Summary1.As2,MALTA,2003,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,2003,Subsector,3.  Agriculture,,
A. Forest land (4),-0.00774799344,,,,Summary1.As2,MALTA,2003,Subsector,3.  Agriculture,,
B. Cropland (4),24.50040387958184,,9.556945333e-05,,Summary1.As2,MALTA,2003,Subsector,3.  Agriculture,,
C. Grassland (4),-4.69066783054702,,0.00017983536099,,Summary1.As2,MALTA,2003,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,2003,Subsector,3.  Agriculture,,
E. Settlements (4),0.57324333849336,,0.0002456757165,,Summary1.As2,MALTA,2003,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,5.16810705461722,,,Summary1.As2,MALTA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.057991,0.00347946,,Summary1.As2,MALTA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.34538988,0.001651016,5.594676e-05,,Summary1.As2,MALTA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.7282184550831,0.03949913151328,,Summary1.As2,MALTA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,1.91357690445411,,,Summary1.As2,MALTA,2004,Subsector,3.  Agriculture,,
B.  Manure management,,0.31765380531681,0.05965285908425,,Summary1.As2,MALTA,2004,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.08574311346915,,Summary1.As2,MALTA,2004,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,2004,Subsector,3.  Agriculture,,
A. Forest land (4),-0.070828369975,,,,Summary1.As2,MALTA,2004,Subsector,3.  Agriculture,,
B. Cropland (4),-1.05439204564521,,9.556945333e-05,,Summary1.As2,MALTA,2004,Subsector,3.  Agriculture,,
C. Grassland (4),-0.7003043282748,,0.00020710320694,,Summary1.As2,MALTA,2004,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,2004,Subsector,3.  Agriculture,,
E. Settlements (4),0.57324333849336,,0.0002456757165,,Summary1.As2,MALTA,2004,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,5.48578701172507,,,Summary1.As2,MALTA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.0627406,0.003764436,,Summary1.As2,MALTA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.31560188,2.541e-05,6.9575e-07,,Summary1.As2,MALTA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.73331950091256,0.03998633800019,,Summary1.As2,MALTA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,1.73012536834367,,,Summary1.As2,MALTA,2005,Subsector,3.  Agriculture,,
B.  Manure management,,0.26081537704355,0.0540131314832,,Summary1.As2,MALTA,2005,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.08077250527121,,Summary1.As2,MALTA,2005,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,2005,Subsector,3.  Agriculture,,
A. Forest land (4),-0.07131707521583,,,,Summary1.As2,MALTA,2005,Subsector,3.  Agriculture,,
B. Cropland (4),-1.18713454564521,,9.556945333e-05,,Summary1.As2,MALTA,2005,Subsector,3.  Agriculture,,
C. Grassland (4),-0.77513794868921,,0.00022166431161,,Summary1.As2,MALTA,2005,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,2005,Subsector,3.  Agriculture,,
E. Settlements (4),0.57324333849336,,0.0002456757165,,Summary1.As2,MALTA,2005,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,5.80490491551918,,,Summary1.As2,MALTA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.06412056,0.0038472336,,Summary1.As2,MALTA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.31560188,2.541e-05,6.9575e-07,,Summary1.As2,MALTA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.73756460545682,0.03929772563956,,Summary1.As2,MALTA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,1.69133779628117,,,Summary1.As2,MALTA,2006,Subsector,3.  Agriculture,,
B.  Manure management,,0.26069086329164,0.05346962547737,,Summary1.As2,MALTA,2006,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.08008213033228,,Summary1.As2,MALTA,2006,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,2006,Subsector,3.  Agriculture,,
A. Forest land (4),-0.07180578045667,,,,Summary1.As2,MALTA,2006,Subsector,3.  Agriculture,,
B. Cropland (4),1.69106724636473,,0.00010828186645,,Summary1.As2,MALTA,2006,Subsector,3.  Agriculture,,
C. Grassland (4),-4.77314075549696,,0.00021131927248,,Summary1.As2,MALTA,2006,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,2006,Subsector,3.  Agriculture,,
E. Settlements (4),0.55129877757145,,0.00023627090467,,Summary1.As2,MALTA,2006,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,6.06489064595751,,,Summary1.As2,MALTA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
B.  Biological treatment of solid waste (5),,0.08338212,0.0050029272,,Summary1.As2,MALTA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.31560188,2.541e-05,6.9575e-07,,Summary1.As2,MALTA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.7386882560376,0.03985507307159,,Summary1.As2,MALTA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,1.7092310131054,,,Summary1.As2,MALTA,2007,Subsector,3.  Agriculture,,
B.  Manure management,,0.26455512006415,0.05429217463695,,Summary1.As2,MALTA,2007,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.08240432191198,,Summary1.As2,MALTA,2007,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,2007,Subsector,3.  Agriculture,,
A. Forest land (4),-0.0722944856975,,,,Summary1.As2,MALTA,2007,Subsector,3.  Agriculture,,
B. Cropland (4),1.67977131891096,,0.00012106823684,,Summary1.As2,MALTA,2007,Subsector,3.  Agriculture,,
C. Grassland (4),-4.51490751573576,,0.00020053715513,,Summary1.As2,MALTA,2007,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,2007,Subsector,3.  Agriculture,,
E. Settlements (4),0.54896426583852,,0.00023042175678,,Summary1.As2,MALTA,2007,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,6.31404877553392,,,Summary1.As2,MALTA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.31560188,2.541e-05,6.9575e-07,,Summary1.As2,MALTA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.74272392813973,0.04152810138788,,Summary1.As2,MALTA,2007,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,1.63330326251499,,,Summary1.As2,MALTA,2008,Subsector,3.  Agriculture,,
B.  Manure management,,0.25203998700317,0.05116595490247,,Summary1.As2,MALTA,2008,Subsector,3.  Agriculture,,
D.  Agricultural soils,,,0.08527858625501,,Summary1.As2,MALTA,2008,Subsector,3.  Agriculture,,
F.  Field burning of agricultural residues,,,,,Summary1.As2,MALTA,2008,Subsector,3.  Agriculture,,
A. Forest land (4),-0.07278319093833,,,,Summary1.As2,MALTA,2008,Subsector,3.  Agriculture,,
B. Cropland (4),15.01469524196618,,0.00012943914311,,Summary1.As2,MALTA,2008,Subsector,3.  Agriculture,,
C. Grassland (4),-4.32053894440403,,0.00019383059209,,Summary1.As2,MALTA,2008,Subsector,3.  Agriculture,,
D. Wetlands (4),-0.04253323158333,0.000969,,,Summary1.As2,MALTA,2008,Subsector,3.  Agriculture,,
E. Settlements (4),0.49483618005686,,0.00020656060098,,Summary1.As2,MALTA,2008,Subsector,3.  Agriculture,,
A.  Solid waste disposal (5),,3.14408764952211,,,Summary1.As2,MALTA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
C.  Incineration and open burning of waste (5),0.35195453333333,1.136692e-06,0.000542353015,,Summary1.As2,MALTA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
D.  Wastewater treatment and discharge,,0.69846799998144,0.03837520837778,,Summary1.As2,MALTA,2008,Subsector,"4.  Land use, land-use change and forestry  (4)",,
A.  Enteric fermentation,,1.54964833888603,,,Summary1.As2,MALTA,2009,Subsector,3.  Agriculture,,
