GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),58929.59043027609,,,,,,Summary1.As1,DENMARK,1995,Subsector,1. Energy
                                           Sectoral approach(2),60028.43570812999,23.97588946421826,1.24833701882399,,,,Summary1.As1,DENMARK,1995,Subsector,1. Energy
1.  Energy industries,32383.122590594852,11.41180401383924,0.38183416523844,,,,Summary1.As1,DENMARK,1995,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,6145.43791292288,0.38977143001909,0.25554523580188,,,,Summary1.As1,DENMARK,1995,Subsector,1. Energy
3.  Transport,12053.19155318021,3.06488376856665,0.39264228771687,,,,Summary1.As1,DENMARK,1995,Subsector,1. Energy
4.  Other sectors,9122.03112885501,9.00729367938107,0.2099341578749,,,,Summary1.As1,DENMARK,1995,Subsector,1. Energy
5.  Other,324.6525225770407,0.10213657241221,0.0083811721919,,,,Summary1.As1,DENMARK,1995,Subsector,1. Energy
B. Fugitive emissions from fuels,453.81339840225604,7.78101317230808,0.00049941351173,,,,Summary1.As1,DENMARK,1995,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,453.81339840225604,7.78101317230808,0.00049941351173,,,,Summary1.As1,DENMARK,1995,Subsector,1. Energy
A.  Mineral industry,1459.014449755,,,,,,Summary1.As1,DENMARK,1995,Subsector,1. Energy
