GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),7089.091460366673,,,,,Summary1.As1,CYPRUS,2003,Subsector,1. Energy
                                           Sectoral approach(2),6732.712063623568,0.56247991060334,0.20341675016294,,,Summary1.As1,CYPRUS,2003,Subsector,1. Energy
1.  Energy industries,3224.9118,0.13124,0.025326,,,Summary1.As1,CYPRUS,2003,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,783.5139215918579,0.04435343667008,0.00771166585253,,,Summary1.As1,CYPRUS,2003,Subsector,1. Energy
3.  Transport,1945.6361128037493,0.22880029422538,0.16460128982424,,,Summary1.As1,CYPRUS,2003,Subsector,1. Energy
4.  Other sectors,757.3334334533124,0.1552094191445,0.00560518885237,,,Summary1.As1,CYPRUS,2003,Subsector,1. Energy
5.  Other,21.31679577464788,0.00287676056338,0.0001726056338,,,Summary1.As1,CYPRUS,2003,Subsector,1. Energy
B. Fugitive emissions from fuels,,0.02472873831776,,,,Summary1.As1,CYPRUS,2003,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,,0.02472873831776,,,,Summary1.As1,CYPRUS,2003,Subsector,1. Energy
A.  Mineral industry,821.4659,,,,,Summary1.As1,CYPRUS,2003,Subsector,1. Energy
