GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),6356.082471126672,,,,,Summary1.As1,CYPRUS,2001,Subsector,1. Energy
                                           Sectoral approach(2),6187.5190937900725,0.53500554677177,0.18405900715341,,,Summary1.As1,CYPRUS,2001,Subsector,1. Energy
1.  Energy industries,2837.2828,0.11753,0.023102,,,Summary1.As1,CYPRUS,2001,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,745.4056532852062,0.03880357639139,0.00687744564865,,,Summary1.As1,CYPRUS,2001,Subsector,1. Energy
3.  Transport,1854.6633882696033,0.23166024124633,0.14845631368264,,,Summary1.As1,CYPRUS,2001,Subsector,1. Energy
4.  Other sectors,728.5138754747,0.14408954603546,0.0054479168362,,,Summary1.As1,CYPRUS,2001,Subsector,1. Energy
5.  Other,21.65337676056338,0.00292218309859,0.00017533098592,,,Summary1.As1,CYPRUS,2001,Subsector,1. Energy
B. Fugitive emissions from fuels,,0.02944018691589,,,,Summary1.As1,CYPRUS,2001,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,,0.02944018691589,,,,Summary1.As1,CYPRUS,2001,Subsector,1. Energy
A.  Mineral industry,786.6795,,,,,Summary1.As1,CYPRUS,2001,Subsector,1. Energy
