GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),6510.063211979073,,,,,Summary1.As1,CYPRUS,2017,Subsector,1. Energy
                                           Sectoral approach(2),6562.047469070235,0.71669214561555,0.08321470456087,,,Summary1.As1,CYPRUS,2017,Subsector,1. Energy
1.  Energy industries,3287.83,0.13266,0.026188,,,Summary1.As1,CYPRUS,2017,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,615.71205161,0.0732134011,0.01091295791,,,Summary1.As1,CYPRUS,2017,Subsector,1. Energy
3.  Transport,2109.6527774602355,0.13744464601555,0.03928113106087,,,Summary1.As1,CYPRUS,2017,Subsector,1. Energy
4.  Other sectors,523.44490435,0.370145009,0.00665131012,,,Summary1.As1,CYPRUS,2017,Subsector,1. Energy
5.  Other,25.40773565,0.0032290895,0.00018130547,,,Summary1.As1,CYPRUS,2017,Subsector,1. Energy
A.  Mineral industry,938.9138,,,,,Summary1.As1,CYPRUS,2017,Subsector,1. Energy
D.  Non-energy products from fuels and solvent use ,2.432701091,,,,,Summary1.As1,CYPRUS,2017,Subsector,1. Energy
F.  Product uses as substitutes for ODS,,,,287.91200588053846,,Summary1.As1,CYPRUS,2017,Subsector,1. Energy
