GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),6438.427414100006,,,,,Summary1.As1,CYPRUS,2002,Subsector,1. Energy
                                           Sectoral approach(2),6345.2857746488135,0.54099277069589,0.19173719519519,,,Summary1.As1,CYPRUS,2002,Subsector,1. Energy
1.  Energy industries,2998.4718,0.12302,0.02443,,,Summary1.As1,CYPRUS,2002,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,756.676056726962,0.03933120812225,0.00697962162445,,,Summary1.As1,CYPRUS,2002,Subsector,1. Energy
3.  Transport,1836.8082532739647,0.22126366586002,0.15465593976793,,,Summary1.As1,CYPRUS,2002,Subsector,1. Energy
4.  Other sectors,732.5738371830985,0.15457684037559,0.00550357042253,,,Summary1.As1,CYPRUS,2002,Subsector,1. Energy
5.  Other,20.75582746478873,0.00280105633803,0.00016806338028,,,Summary1.As1,CYPRUS,2002,Subsector,1. Energy
B. Fugitive emissions from fuels,,0.02765747663551,,,,Summary1.As1,CYPRUS,2002,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,,0.02765747663551,,,,Summary1.As1,CYPRUS,2002,Subsector,1. Energy
A.  Mineral industry,818.9993000000001,,,,,Summary1.As1,CYPRUS,2002,Subsector,1. Energy
