GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),7734.356534666674,,,,,Summary1.As1,CYPRUS,2008,Subsector,1. Energy
                                           Sectoral approach(2),7810.686730296081,0.60564122215358,0.09724268123773,,,Summary1.As1,CYPRUS,2008,Subsector,1. Energy
1.  Energy industries,3967.29,0.15833,0.030844,,,Summary1.As1,CYPRUS,2008,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,903.3190442857143,0.05400263092857,0.00915717821071,,,Summary1.As1,CYPRUS,2008,Subsector,1. Energy
3.  Transport,2305.7628160103664,0.19381009122501,0.05209758302702,,,Summary1.As1,CYPRUS,2008,Subsector,1. Energy
4.  Other sectors,591.69107,0.1903385,0.00479067,,,Summary1.As1,CYPRUS,2008,Subsector,1. Energy
5.  Other,42.6238,0.00916,0.00035325,,,Summary1.As1,CYPRUS,2008,Subsector,1. Energy
A.  Mineral industry,901.004,,,,,Summary1.As1,CYPRUS,2008,Subsector,1. Energy
D.  Non-energy products from fuels and solvent use ,3.501163952,,,,,Summary1.As1,CYPRUS,2008,Subsector,1. Energy
F.  Product uses as substitutes for ODS,,,,172.11583921284853,,Summary1.As1,CYPRUS,2008,Subsector,1. Energy
