GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),7375.353293366674,,,,,Summary1.As1,CYPRUS,2007,Subsector,1. Energy
                                           Sectoral approach(2),7600.554580625073,0.60170492759987,0.09537799559732,,,Summary1.As1,CYPRUS,2007,Subsector,1. Energy
1.  Energy industries,3801.67,0.15322,0.030096,,,Summary1.As1,CYPRUS,2007,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,926.0272614285714,0.05376649514287,0.00918337712857,,,Summary1.As1,CYPRUS,2007,Subsector,1. Energy
3.  Transport,2216.5141791965016,0.201402432457,0.05091650846875,,,Summary1.As1,CYPRUS,2007,Subsector,1. Energy
4.  Other sectors,636.02344,0.187166,0.00500946,,,Summary1.As1,CYPRUS,2007,Subsector,1. Energy
5.  Other,20.3197,0.00615,0.00017265,,,Summary1.As1,CYPRUS,2007,Subsector,1. Energy
A.  Mineral industry,898.3195000000001,,,,,Summary1.As1,CYPRUS,2007,Subsector,1. Energy
D.  Non-energy products from fuels and solvent use ,3.514556609,,,,,Summary1.As1,CYPRUS,2007,Subsector,1. Energy
F.  Product uses as substitutes for ODS,,,,153.1708308378696,,Summary1.As1,CYPRUS,2007,Subsector,1. Energy
