GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),5601.289485000005,,,,,Summary1.As1,CYPRUS,2013,Subsector,1. Energy
                                           Sectoral approach(2),5814.268346324184,0.53435356468116,0.06723686725993,,,Summary1.As1,CYPRUS,2013,Subsector,1. Energy
1.  Energy industries,2829.73,0.11113,0.022284,,,Summary1.As1,CYPRUS,2013,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,538.27244,0.02462035,0.00444362,,,Summary1.As1,CYPRUS,2013,Subsector,1. Energy
3.  Transport,1907.247816324184,0.14627071468116,0.03516556725993,,,Summary1.As1,CYPRUS,2013,Subsector,1. Energy
4.  Other sectors,512.59406,0.245496,0.0051392,,,Summary1.As1,CYPRUS,2013,Subsector,1. Energy
5.  Other,26.42403,0.0068365,0.00020448,,,Summary1.As1,CYPRUS,2013,Subsector,1. Energy
B. Fugitive emissions from fuels,,,,,,Summary1.As1,CYPRUS,2013,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,,,,,,Summary1.As1,CYPRUS,2013,Subsector,1. Energy
A.  Mineral industry,765.1841,,,,,Summary1.As1,CYPRUS,2013,Subsector,1. Energy
