GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),5912.40102879744,,,,,Summary1.As1,CYPRUS,2021,Subsector,1. Energy
                                           Sectoral approach(2),6127.040207248501,0.73756481234228,0.09323205131899,,,Summary1.As1,CYPRUS,2021,Subsector,1. Energy
1.  Energy industries,3077.6882,0.1224664994571,0.02431210189142,,,Summary1.As1,CYPRUS,2021,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,522.07010574,0.1310761357088,0.018425121206,,,Summary1.As1,CYPRUS,2021,Subsector,1. Energy
3.  Transport,2036.2592760485013,0.11616294666078,0.04395687352817,,,Summary1.As1,CYPRUS,2021,Subsector,1. Energy
4.  Other sectors,468.09651024000004,0.3649115541156,0.0063376053334,,,Summary1.As1,CYPRUS,2021,Subsector,1. Energy
5.  Other,22.92611522,0.0029476764,0.00020034936,,,Summary1.As1,CYPRUS,2021,Subsector,1. Energy
A.  Mineral industry,896.9870613866,,,,,Summary1.As1,CYPRUS,2021,Subsector,1. Energy
D.  Non-energy products from fuels and solvent use ,5.03175658867973,,,,,Summary1.As1,CYPRUS,2021,Subsector,1. Energy
F.  Product uses as substitutes for ODS,,,,353.48764662207435,,Summary1.As1,CYPRUS,2021,Subsector,1. Energy
