GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),7217.252941932006,,,,,Summary1.As1,CYPRUS,2010,Subsector,1. Energy
                                           Sectoral approach(2),7506.873558363483,0.60331902276342,0.08652499530044,,,Summary1.As1,CYPRUS,2010,Subsector,1. Energy
1.  Energy industries,3868.0,0.15044,0.030192,,,Summary1.As1,CYPRUS,2010,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,696.57832,0.04678460179,0.00766903026851,,,Summary1.As1,CYPRUS,2010,Subsector,1. Energy
3.  Transport,2358.792798363483,0.18293242097342,0.04340127503193,,,Summary1.As1,CYPRUS,2010,Subsector,1. Energy
4.  Other sectors,563.21604,0.217002,0.00508934,,,Summary1.As1,CYPRUS,2010,Subsector,1. Energy
5.  Other,20.2864,0.00616,0.00017335,,,Summary1.As1,CYPRUS,2010,Subsector,1. Energy
A.  Mineral industry,589.9820000000001,,,,,Summary1.As1,CYPRUS,2010,Subsector,1. Energy
D.  Non-energy products from fuels and solvent use ,3.530106577,,,,,Summary1.As1,CYPRUS,2010,Subsector,1. Energy
F.  Product uses as substitutes for ODS,,,,198.98564828953548,,Summary1.As1,CYPRUS,2010,Subsector,1. Energy
