GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,18022.765507795226,3.58858252383358,0.16893528692811,,,Summary1.As1,EST,1997,Sector
2.  Industrial processes and product use,651.2952807363612,,0.02219591820565,39.00849173447269,0.00012503939,Summary1.As1,EST,1997,Sector
