GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,17211.934538974896,2.15401947907354,0.20304439585001,,,Summary1.As1,EST,2016,Sector
2.  Industrial processes and product use,262.61205553145055,,0.012593565625,225.03972398560484,0.00011564622217,Summary1.As1,EST,2016,Sector
