GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,1057.7108682864462,0.08514937052525,0.0280487456944,Summary1.As3,EST,2015,Sector
CO2 emissions from biomass,4103.673996457133,,,Summary1.As3,EST,2015,Sector
Long-term storage of C in waste disposal sites,3356.27581297426,,,Summary1.As3,EST,2015,Sector
