GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,18429.458923381255,3.78975691825075,0.17013471843822,,,Summary1.As1,EST,1996,Sector
2.  Industrial processes and product use,606.9197710750399,,0.02122589897791,32.44898540451012,0.00014619009,Summary1.As1,EST,1996,Sector
