GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),87704.83232244269,,,,,,Summary1.As1,GREECE,2010,Subsector,1. Energy
                                           Sectoral approach(2),90712.5442770806,13.08479661992168,2.59377476013293,,,,Summary1.As1,GREECE,2010,Subsector,1. Energy
1.  Energy industries,52036.597003392184,0.65580549430266,0.53158684400348,,,,Summary1.As1,GREECE,2010,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,6813.242190313501,0.47475126652488,0.24664604610868,,,,Summary1.As1,GREECE,2010,Subsector,1. Energy
3.  Transport,22045.5185671736,4.3332759622359,1.05962031778781,,,,Summary1.As1,GREECE,2010,Subsector,1. Energy
4.  Other sectors,9574.699673998102,7.619268184675,0.7491387035,,,,Summary1.As1,GREECE,2010,Subsector,1. Energy
5.  Other,242.48684220320808,0.00169571218324,0.00678284873296,,,,Summary1.As1,GREECE,2010,Subsector,1. Energy
B. Fugitive emissions from fuels,5.9679879065094,53.17633373967718,8.6800688e-05,,,,Summary1.As1,GREECE,2010,Subsector,1. Energy
1.  Solid fuels,,49.22892,,,,,Summary1.As1,GREECE,2010,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,5.9679879065094,3.94741373967718,8.6800688e-05,,,,Summary1.As1,GREECE,2010,Subsector,1. Energy
