GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),97273.89933910561,,,,,,Summary1.As1,GREECE,2006,Subsector,1. Energy
                                           Sectoral approach(2),103022.74627749306,15.50402681102616,3.50494339551437,,,,Summary1.As1,GREECE,2006,Subsector,1. Energy
1.  Energy industries,55895.53850592002,0.77460144100197,0.57617229583242,,,,Summary1.As1,GREECE,2006,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,10369.072386602695,0.53724776731078,0.30782072298615,,,,Summary1.As1,GREECE,2006,Subsector,1. Energy
3.  Transport,22004.62760118305,4.79781313898082,1.41235730569196,,,,Summary1.As1,GREECE,2006,Subsector,1. Energy
4.  Other sectors,14104.929013447794,9.38982894785609,1.19045100749784,,,,Summary1.As1,GREECE,2006,Subsector,1. Energy
5.  Other,648.5787703394999,0.0045355158765,0.018142063506,,,,Summary1.As1,GREECE,2006,Subsector,1. Energy
B. Fugitive emissions from fuels,5.62108528385829,59.48307511333868,7.178538804e-05,,,,Summary1.As1,GREECE,2006,Subsector,1. Energy
1.  Solid fuels,,56.19692000000001,,,,,Summary1.As1,GREECE,2006,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,5.62108528385829,3.28615511333867,7.178538804e-05,,,,Summary1.As1,GREECE,2006,Subsector,1. Energy
