GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),49191.67654985514,,,,,,Summary1.As1,GREECE,2020,Subsector,1. Energy
                                           Sectoral approach(2),50511.397548083485,11.21600748596,1.29903466954536,,,,Summary1.As1,GREECE,2020,Subsector,1. Energy
1.  Energy industries,24428.772757861705,0.42503300444353,0.15663839223285,,,,Summary1.As1,GREECE,2020,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,4405.523704629863,0.39929100161151,0.1282449185433,,,,Summary1.As1,GREECE,2020,Subsector,1. Energy
3.  Transport,15096.290776046626,2.35912479133739,0.67385266860693,,,,Summary1.As1,GREECE,2020,Subsector,1. Energy
4.  Other sectors,6284.912561711011,8.03048947354775,0.332021830083,,,,Summary1.As1,GREECE,2020,Subsector,1. Energy
5.  Other,295.897747834278,0.00206921501982,0.00827686007928,,,,Summary1.As1,GREECE,2020,Subsector,1. Energy
B. Fugitive emissions from fuels,5.17126478947185,17.46009772033728,7.087461785e-05,,,,Summary1.As1,GREECE,2020,Subsector,1. Energy
1.  Solid fuels,,12.2406856,,,,,Summary1.As1,GREECE,2020,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,5.17126478947185,5.21941212033728,7.087461785e-05,,,,Summary1.As1,GREECE,2020,Subsector,1. Energy
