GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level
1. Energy,52961.890525757524,16.51711652026391,1.03896025639719,,Summary1.As1,DENMARK,1990,Sector
2.  Industrial processes and product use,1171.7110855790074,0.09729461020285,3.42650280454868,0.00186,Summary1.As1,DENMARK,1990,Sector
