GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,59730.68543921051,22.62984372912265,1.16000489255255,,,Summary1.As1,DENMARK,1993,Sector
2.  Industrial processes and product use,1548.6929220744948,0.09283961364804,2.6277769288504,100.80397912275,0.004296525,Summary1.As1,DENMARK,1993,Sector
