GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,58904.238535301854,34.36294744384261,1.30448167823859,,,,Summary1.As1,DENMARK,2006,Sector
2.  Industrial processes and product use,1818.7821109550189,0.173384407604,0.065976357901,911.9960784378511,20.94341786971,0.00151336918524,Summary1.As1,DENMARK,2006,Sector
