GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),115738.65224100382,,,,Summary1.As1,CZECH REPUBLIC,1994,Subsector,1. Energy
                                           Sectoral approach(2),118566.94436361194,54.12905636081157,2.09403209835213,,Summary1.As1,CZECH REPUBLIC,1994,Subsector,1. Energy
1.  Energy industries,54586.6711442528,0.68620063897648,0.80038571899527,,Summary1.As1,CZECH REPUBLIC,1994,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,28999.112457010004,2.72558052041239,0.39991977744768,,Summary1.As1,CZECH REPUBLIC,1994,Subsector,1. Energy
3.  Transport,10878.304470869805,3.51170344615812,0.43841779593677,,Summary1.As1,CZECH REPUBLIC,1994,Subsector,1. Energy
4.  Other sectors,23891.772141579328,47.18028358491687,0.447768202912,,Summary1.As1,CZECH REPUBLIC,1994,Subsector,1. Energy
5.  Other,211.0841499,0.02528817034771,0.00754060306041,,Summary1.As1,CZECH REPUBLIC,1994,Subsector,1. Energy
B. Fugitive emissions from fuels,367.9301596980142,394.23407876652635,7.788155844e-05,,Summary1.As1,CZECH REPUBLIC,1994,Subsector,1. Energy
1.  Solid fuels,362.60079,361.619955,,,Summary1.As1,CZECH REPUBLIC,1994,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,5.32936969801418,32.61412376652636,7.788155844e-05,,Summary1.As1,CZECH REPUBLIC,1994,Subsector,1. Energy
