GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,Parent_Sector
G. Harvested wood products ,-1042.1164668378665,,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,119.52392493665666,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,4.23000093618243,0.08541036631512,Summary1.As2,CZECH REPUBLIC,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),77.55064657042021,2.546521377e-05,0.0077550059359,Summary1.As2,CZECH REPUBLIC,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
D.  Wastewater treatment and discharge,,32.3883388656082,0.69638908078221,Summary1.As2,CZECH REPUBLIC,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
E.  Other (5),,,,Summary1.As2,CZECH REPUBLIC,2009,Subsector,"4.  Land use, land-use change and forestry  (4)"
