GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,16674.285059931808,26.79704819175251,0.76920471069423,,,Summary1.As1,CROATIA,1997,Sector
2.  Industrial processes and product use,1812.030754586691,0.2202948,2.35495919,28.997372481543,0.000532894,Summary1.As1,CROATIA,1997,Sector
