GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,15121.534014659373,26.8177253081797,0.60679305056935,,,Summary1.As1,CROATIA,1995,Sector
2.  Industrial processes and product use,1647.341258230512,0.2339382,2.39794142,21.664058665393,0.000529649,Summary1.As1,CROATIA,1995,Sector
