GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,17896.515945159077,25.37570492639313,0.90771052725289,,,Summary1.As1,CROATIA,1999,Sector
2.  Industrial processes and product use,2070.986832352427,0.1978554,2.10378482,42.050377199298,0.000567991,Summary1.As1,CROATIA,1999,Sector
