GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,20816.143222690705,26.5807253564982,0.81489813060213,,,Summary1.As1,CROATIA,2003,Sector
2.  Industrial processes and product use,2324.389012376576,0.1246248,1.9115954,108.84825700847,0.000574292,Summary1.As1,CROATIA,2003,Sector
