GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
International bunkers,227.52970220000006,0.007098406,0.006224412,Summary1.As3,CROATIA,2020,Sector
CO2 emissions from biomass,6383.962661678502,,,Summary1.As3,CROATIA,2020,Sector
Long-term storage of C in waste disposal sites,616.3641911634429,,,Summary1.As3,CROATIA,2020,Sector
