GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,20272.16018069705,26.05331918327364,0.93437284427892,,,Summary1.As1,CROATIA,2004,Sector
2.  Industrial processes and product use,2536.4088225801684,0.149658,2.2961372,130.152403176896,0.000593779,Summary1.As1,CROATIA,2004,Sector
