GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,18806.6433765193,26.72141674160096,0.79195843288605,,,Summary1.As1,CROATIA,2010,Sector
2.  Industrial processes and product use,2123.4393932642374,0.108813,2.65734635,567.72953183097,0.000431176,Summary1.As1,CROATIA,2010,Sector
