GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level
3.  Agriculture,75.94033333333333,70.71490010461534,4.86309935355407,Summary1.As2,CROATIA,2004,Sector
"4.  Land use, land-use change and forestry  (4)",-7787.313720195836,0.11668376,0.21026162893097,Summary1.As2,CROATIA,2004,Sector
5.  Waste,0.350416,50.99048640389103,0.268824136512,Summary1.As2,CROATIA,2004,Sector
