GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level
1. Energy,15620.710808296415,21.10647270865947,0.66347729274486,,,Summary1.As1,CROATIA,2014,Sector
2.  Industrial processes and product use,1991.3437682838487,,0.9601106303359,854.196243541472,0.000336612,Summary1.As1,CROATIA,2014,Sector
