GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),513685.74966899754,,,,,,Summary1.As1,CANADA,2004,Subsector,1. Energy
                                           Sectoral approach(2),517043.4716159167,215.92875789428638,30.71033992957415,,,,Summary1.As1,CANADA,2004,Subsector,1. Energy
1.  Energy industries,204980.97250681146,104.7267686127653,3.99449822047169,,,,Summary1.As1,CANADA,2004,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,71662.65352383447,6.75151624542602,2.20341241147394,,,,Summary1.As1,CANADA,2004,Subsector,1. Energy
3.  Transport,146193.32474932712,39.45432297111532,22.15213486572807,,,,Summary1.As1,CANADA,2004,Subsector,1. Energy
4.  Other sectors,93880.82707368731,64.99016224032283,2.35121604587968,,,,Summary1.As1,CANADA,2004,Subsector,1. Energy
5.  Other,325.69376225630265,0.00598782465691,0.00907838602077,,,,Summary1.As1,CANADA,2004,Subsector,1. Energy
B. Fugitive emissions from fuels,15999.817854668121,2150.744973040531,0.3309318419302,,,,Summary1.As1,CANADA,2004,Subsector,1. Energy
1.  Solid fuels,,59.6285554796579,,,,,Summary1.As1,CANADA,2004,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,15999.817854668121,2091.116417560873,0.3309318419302,,,,Summary1.As1,CANADA,2004,Subsector,1. Energy
C. CO2 Transport and storage,0.0854,,,,,,Summary1.As1,CANADA,2004,Subsector,1. Energy
