GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),6616.179424130129,,,,,Summary1.As1,LATVIA,2017,Subsector,1. Energy
                                           Sectoral approach(2),6695.3728818509135,8.19921928597263,0.62022125510693,,,Summary1.As1,LATVIA,2017,Subsector,1. Energy
1.  Energy industries,1510.6829813749505,0.58743638741356,0.07759503874136,,,Summary1.As1,LATVIA,2017,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,619.2482818815109,0.512320865004,0.1143286392672,,,Summary1.As1,LATVIA,2017,Subsector,1. Energy
3.  Transport,3272.3246371623186,0.16846630164021,0.16431923803775,,,Summary1.As1,LATVIA,2017,Subsector,1. Energy
4.  Other sectors,1279.944378732133,6.92981421621486,0.26362209626062,,,Summary1.As1,LATVIA,2017,Subsector,1. Energy
5.  Other,13.1726027,0.0011815157,0.0003562428,,,Summary1.As1,LATVIA,2017,Subsector,1. Energy
B. Fugitive emissions from fuels,0.015681,6.107398,,,,Summary1.As1,LATVIA,2017,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.015681,6.107398,,,,Summary1.As1,LATVIA,2017,Subsector,1. Energy
A.  Mineral industry,447.2547512945479,,,,,Summary1.As1,LATVIA,2017,Subsector,1. Energy
