GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),7596.296532159399,,,,,Summary1.As1,LATVIA,2006,Subsector,1. Energy
                                           Sectoral approach(2),8023.101680710078,12.03803429375484,0.51475614493135,,,Summary1.As1,LATVIA,2006,Subsector,1. Energy
1.  Energy industries,2084.682925062385,0.190296,0.0246839,,,Summary1.As1,LATVIA,2006,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,1214.7458899582425,0.24947747192507,0.07546774854251,,,Summary1.As1,LATVIA,2006,Subsector,1. Energy
3.  Transport,3362.9837216057526,0.4937090879265,0.17766083555234,,,Summary1.As1,LATVIA,2006,Subsector,1. Energy
4.  Other sectors,1351.780918094698,11.10401539382327,0.2366995580565,,,Summary1.As1,LATVIA,2006,Subsector,1. Energy
5.  Other,8.908225989,0.00053634008,0.00024410278,,,Summary1.As1,LATVIA,2006,Subsector,1. Energy
B. Fugitive emissions from fuels,0.004434,3.820927,,,,Summary1.As1,LATVIA,2006,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.004434,3.820927,,,,Summary1.As1,LATVIA,2006,Subsector,1. Energy
A.  Mineral industry,193.10510387774184,,,,,Summary1.As1,LATVIA,2006,Subsector,1. Energy
