GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),6479.361975353757,,,,,Summary1.As1,LATVIA,2021,Subsector,1. Energy
                                           Sectoral approach(2),6554.163683015389,7.24339539805971,0.64708908204172,,,Summary1.As1,LATVIA,2021,Subsector,1. Energy
1.  Energy industries,1391.8369395379968,0.71012681872848,0.09402378187285,,,Summary1.As1,LATVIA,2021,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,604.4372050318167,0.62806075686198,0.12670611584827,,,Summary1.As1,LATVIA,2021,Subsector,1. Energy
3.  Transport,3187.975415494921,0.12625059269956,0.13733368363399,,,Summary1.As1,LATVIA,2021,Subsector,1. Energy
4.  Other sectors,1346.0165091871547,5.77693408318369,0.28837775720261,,,Summary1.As1,LATVIA,2021,Subsector,1. Energy
5.  Other,23.8976137635,0.002023146586,0.000647743484,,,Summary1.As1,LATVIA,2021,Subsector,1. Energy
B. Fugitive emissions from fuels,0.010822,3.932995,,,,Summary1.As1,LATVIA,2021,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.010822,3.932995,,,,Summary1.As1,LATVIA,2021,Subsector,1. Energy
A.  Mineral industry,547.7028415681535,,,,,Summary1.As1,LATVIA,2021,Subsector,1. Energy
