GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),7155.124333018761,,,,,Summary1.As1,LATVIA,2018,Subsector,1. Energy
                                           Sectoral approach(2),7199.020587293379,8.25774856820431,0.65107779024726,,,Summary1.As1,LATVIA,2018,Subsector,1. Energy
1.  Energy industries,1893.3201749909138,0.61211287795344,0.08079688779534,,,Summary1.As1,LATVIA,2018,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,704.2080175759882,0.59563925541,0.127323460988,,,Summary1.As1,LATVIA,2018,Subsector,1. Energy
3.  Transport,3298.406174917856,0.16041505461325,0.17609462650444,,,Summary1.As1,LATVIA,2018,Subsector,1. Energy
4.  Other sectors,1283.2341602071212,6.88793245906162,0.26632441971548,,,Summary1.As1,LATVIA,2018,Subsector,1. Energy
5.  Other,19.8520596015,0.001648921166,0.000538395244,,,Summary1.As1,LATVIA,2018,Subsector,1. Energy
B. Fugitive emissions from fuels,0.009326,3.642599,,,,Summary1.As1,LATVIA,2018,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,0.009326,3.642599,,,,Summary1.As1,LATVIA,2018,Subsector,1. Energy
A.  Mineral industry,561.619044698336,,,,,Summary1.As1,LATVIA,2018,Subsector,1. Energy
