GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,450794.72410311684,374.6881157258863,17.45584712744953,,,,,Summary1.As1,ITALY,2002,Sector
2.  Industrial processes and product use,26419.595125035914,2.61931174222688,28.4862226442874,4754.0172816048635,1361.5038693804413,24.428296784,0.03241813750018,Summary1.As1,ITALY,2002,Sector
