GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,451697.85149787436,391.27308352130296,19.21206019461094,,,,,Summary1.As1,ITALY,2008,Sector
2.  Industrial processes and product use,26621.638579548053,2.82301903895653,5.78335,12040.539856594327,1547.3863661543837,24.428296784,0.02171185263591,Summary1.As1,ITALY,2008,Sector
