GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,333872.40689843416,347.57003456228637,15.26553609838203,,,,,Summary1.As1,ITALY,2014,Sector
2.  Industrial processes and product use,15693.74284151842,1.92133804224226,2.11812240975677,17252.8500485942,1419.9443333333334,24.428296784,0.01570294304471,Summary1.As1,ITALY,2014,Sector
