GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,385415.20391840243,375.7548068564303,16.36405077229601,,,,,Summary1.As1,ITALY,2012,Sector
2.  Industrial processes and product use,18051.452809166745,2.52867269880951,2.77596925,15922.603303791588,1356.997696441696,24.428296784,0.01948370109245,Summary1.As1,ITALY,2012,Sector
