GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,443250.69618149754,391.4340648110672,18.19933771021899,,,,,Summary1.As1,ITALY,2001,Sector
2.  Industrial processes and product use,26509.12445073581,2.7416091834396,29.55899801930756,3706.2169725945955,1370.9071889372494,24.428296784,0.0373352816721,Summary1.As1,ITALY,2001,Sector
