GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,353248.023287556,369.9708635145656,16.06658482421063,,,,,Summary1.As1,ITALY,2013,Sector
2.  Industrial processes and product use,16300.529182685985,2.03387695574377,2.5941963423566,16692.345131464153,1543.5336666666667,24.428296784,0.01844663193129,Summary1.As1,ITALY,2013,Sector
