GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,440344.0061738999,430.12870362041076,22.4632075687937,,,,,Summary1.As1,ITALY,1999,Sector
2.  Industrial processes and product use,25056.75365739225,2.9640177303915,26.89048783892401,2272.202141959115,1210.1193211044238,24.428296784,0.02027180391719,Summary1.As1,ITALY,1999,Sector
