GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,423457.8662055329,436.72156354772903,20.23189990140933,,,,,Summary1.As1,ITALY,1997,Sector
2.  Industrial processes and product use,24906.662640100407,3.14524325252866,25.74013572875814,1193.8658507361615,1163.2441936512905,24.428296784,0.03563947549985,Summary1.As1,ITALY,1997,Sector
