GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,421144.6821906125,442.40055716261276,17.96627575699982,,,,,Summary1.As1,ITALY,1995,Sector
2.  Industrial processes and product use,27259.828972196203,5.35966666509311,25.84149471488462,860.8214976247934,1350.8799988759727,24.428296784,0.02979282439782,Summary1.As1,ITALY,1995,Sector
