GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),Sheet,Country,Year,Level
1. Energy,343310.68257929693,320.2388425398124,15.41707952665266,,,,,Summary1.As1,ITALY,2016,Sector
2.  Industrial processes and product use,14806.221166123947,1.90796301854346,2.11009434969905,16223.313968006185,1460.205,24.428296784,0.0174763563707,Summary1.As1,ITALY,2016,Sector
