GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector,HFCs(1) (kt CO2 equivalent)
F.  Product uses as substitutes for ODS,,,,,,Summary1.As1,CROATIA,2021,Subsector,2.  Industrial processes and product use,1699.284043170942
G.  Other product manufacture and use ,,,0.063644725,,0.00040972577385,Summary1.As1,CROATIA,2021,Subsector,2.  Industrial processes and product use,
A.  Enteric fermentation,,83.42953820973663,,,,Summary1.As2,CROATIA,1990,Subsector,3.  Agriculture,
B.  Manure management,,17.56814062893911,1.07330728118543,,,Summary1.As2,CROATIA,1990,Subsector,3.  Agriculture,
D.  Agricultural soils,,,4.76209991167991,,,Summary1.As2,CROATIA,1990,Subsector,3.  Agriculture,
H. Urea application,50.01973427513329,,,,,Summary1.As2,CROATIA,1990,Subsector,3.  Agriculture,
A. Forest land (4),-6458.669183373686,0.044868879,0.00430435471714,,,Summary1.As2,CROATIA,1990,Subsector,3.  Agriculture,
B. Cropland (4),114.90541516117902,,0.01326864700848,,,Summary1.As2,CROATIA,1990,Subsector,3.  Agriculture,
C. Grassland (4),-7.88245837614301,0.004348173,0.0003970071,,,Summary1.As2,CROATIA,1990,Subsector,3.  Agriculture,
D. Wetlands (4),77.23224833998556,,0.0372854035035,,,Summary1.As2,CROATIA,1990,Subsector,3.  Agriculture,
E. Settlements (4),235.4398182021112,,0.10794687610497,,,Summary1.As2,CROATIA,1990,Subsector,3.  Agriculture,
A.  Solid waste disposal (5),,13.2460601621737,,,,Summary1.As2,CROATIA,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.5357,0.685702903,0.015848913,,,Summary1.As2,CROATIA,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,23.55508492872493,0.2244436832,,,Summary1.As2,CROATIA,1990,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,78.84153032007289,,,,Summary1.As2,CROATIA,1991,Subsector,3.  Agriculture,
B.  Manure management,,17.8978395102794,1.03345142027925,,,Summary1.As2,CROATIA,1991,Subsector,3.  Agriculture,
D.  Agricultural soils,,,4.7284710188125,,,Summary1.As2,CROATIA,1991,Subsector,3.  Agriculture,
H. Urea application,50.94636379895341,,,,,Summary1.As2,CROATIA,1991,Subsector,3.  Agriculture,
A. Forest land (4),-8118.976702523361,0.120182337,0.00848442933032,,,Summary1.As2,CROATIA,1991,Subsector,3.  Agriculture,
B. Cropland (4),127.70373635042542,,0.01461551352957,,,Summary1.As2,CROATIA,1991,Subsector,3.  Agriculture,
C. Grassland (4),3.97528870817567,0.0071173868,0.00064984836,,,Summary1.As2,CROATIA,1991,Subsector,3.  Agriculture,
D. Wetlands (4),67.51460154435112,,0.03565518249947,,,Summary1.As2,CROATIA,1991,Subsector,3.  Agriculture,
E. Settlements (4),213.32783371426007,,0.10459364930054,,,Summary1.As2,CROATIA,1991,Subsector,3.  Agriculture,
A.  Solid waste disposal (5),,14.00238815706548,,,,Summary1.As2,CROATIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.5357,0.647863952,0.014975707,,,Summary1.As2,CROATIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,23.38063998449631,0.2123032538,,,Summary1.As2,CROATIA,1991,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,62.23976189877746,,,,Summary1.As2,CROATIA,1992,Subsector,3.  Agriculture,
B.  Manure management,,14.31725701785368,0.8087633413357,,,Summary1.As2,CROATIA,1992,Subsector,3.  Agriculture,
D.  Agricultural soils,,,4.38985358419761,,,Summary1.As2,CROATIA,1992,Subsector,3.  Agriculture,
H. Urea application,65.5116,,,,,Summary1.As2,CROATIA,1992,Subsector,3.  Agriculture,
A. Forest land (4),-8302.720737414516,0.5456842974,0.03201053274921,,,Summary1.As2,CROATIA,1992,Subsector,3.  Agriculture,
B. Cropland (4),129.63649892559687,,0.01596238005065,,,Summary1.As2,CROATIA,1992,Subsector,3.  Agriculture,
C. Grassland (4),-0.23906660359068,0.0602896677,0.00550470879,,,Summary1.As2,CROATIA,1992,Subsector,3.  Agriculture,
D. Wetlands (4),64.47152233683094,,0.03402496149544,,,Summary1.As2,CROATIA,1992,Subsector,3.  Agriculture,
E. Settlements (4),206.78125461022287,,0.10124042249612,,,Summary1.As2,CROATIA,1992,Subsector,3.  Agriculture,
A.  Solid waste disposal (5),,14.71975477133403,,,,Summary1.As2,CROATIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.5357,0.496885621,0.011491591,,,Summary1.As2,CROATIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,23.24920393592804,0.213569895,,,Summary1.As2,CROATIA,1992,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,61.90024214048018,,,,Summary1.As2,CROATIA,1993,Subsector,3.  Agriculture,
B.  Manure management,,15.13245753949208,0.80174035973898,,,Summary1.As2,CROATIA,1993,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.74399606298169,,,Summary1.As2,CROATIA,1993,Subsector,3.  Agriculture,
H. Urea application,52.13926666666667,,,,,Summary1.As2,CROATIA,1993,Subsector,3.  Agriculture,
A. Forest land (4),-8303.76373630638,1.31242518,0.07448330646778,,,Summary1.As2,CROATIA,1993,Subsector,3.  Agriculture,
B. Cropland (4),131.56926150076836,,0.01730924657174,,,Summary1.As2,CROATIA,1993,Subsector,3.  Agriculture,
C. Grassland (4),-3.29968716514224,0.06328473,0.005778171,,,Summary1.As2,CROATIA,1993,Subsector,3.  Agriculture,
D. Wetlands (4),61.42844312931071,,0.03239474049141,,,Summary1.As2,CROATIA,1993,Subsector,3.  Agriculture,
E. Settlements (4),200.2346755061856,,0.09788719569169,,,Summary1.As2,CROATIA,1993,Subsector,3.  Agriculture,
A.  Solid waste disposal (5),,15.41444194314732,,,,Summary1.As2,CROATIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.5357,0.477405191,0.011042043,,,Summary1.As2,CROATIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,23.1555443003593,0.2142865725,,,Summary1.As2,CROATIA,1993,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,56.30823619754363,,,,Summary1.As2,CROATIA,1994,Subsector,3.  Agriculture,
B.  Manure management,,15.31397565022327,0.77011436657069,,,Summary1.As2,CROATIA,1994,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.75880854100269,,,Summary1.As2,CROATIA,1994,Subsector,3.  Agriculture,
H. Urea application,47.56986666666667,,,,,Summary1.As2,CROATIA,1994,Subsector,3.  Agriculture,
A. Forest land (4),-8408.520617173255,0.4272701004,0.02555437254857,,,Summary1.As2,CROATIA,1994,Subsector,3.  Agriculture,
B. Cropland (4),133.50202407593983,,0.01865611309283,,,Summary1.As2,CROATIA,1994,Subsector,3.  Agriculture,
C. Grassland (4),-7.89389377128968,0.0329305973,0.00300670671,,,Summary1.As2,CROATIA,1994,Subsector,3.  Agriculture,
D. Wetlands (4),58.38536392179053,,0.03076451948738,,,Summary1.As2,CROATIA,1994,Subsector,3.  Agriculture,
E. Settlements (4),193.71073956023983,,0.09451109414981,,,Summary1.As2,CROATIA,1994,Subsector,3.  Agriculture,
A.  Solid waste disposal (5),,16.13935105778044,,,,Summary1.As2,CROATIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.018455,0.0011073,,,Summary1.As2,CROATIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.5357,0.448712029,0.010379893,,,Summary1.As2,CROATIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,23.23712653448258,0.22275688149,,,Summary1.As2,CROATIA,1994,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,54.17301291736857,,,,Summary1.As2,CROATIA,1995,Subsector,3.  Agriculture,
B.  Manure management,,14.65643378091083,0.71868679254965,,,Summary1.As2,CROATIA,1995,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.65311154731337,,,Summary1.As2,CROATIA,1995,Subsector,3.  Agriculture,
H. Urea application,46.29386666666667,,,,,Summary1.As2,CROATIA,1995,Subsector,3.  Agriculture,
A. Forest land (4),-8866.336436468804,0.2811072726,0.01749194150349,,,Summary1.As2,CROATIA,1995,Subsector,3.  Agriculture,
B. Cropland (4),135.43478665111138,,0.02000297961391,,,Summary1.As2,CROATIA,1995,Subsector,3.  Agriculture,
C. Grassland (4),-11.98196714884738,0.0206823475,0.00188838825,,,Summary1.As2,CROATIA,1995,Subsector,3.  Agriculture,
D. Wetlands (4),55.34228471427034,,0.02913429848335,,,Summary1.As2,CROATIA,1995,Subsector,3.  Agriculture,
E. Settlements (4),187.17583861029777,,0.09115670644571,,,Summary1.As2,CROATIA,1995,Subsector,3.  Agriculture,
A.  Solid waste disposal (5),,16.92877269714251,,,,Summary1.As2,CROATIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.01953,0.0011718,,,Summary1.As2,CROATIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.5357,0.428146592,0.009905306,,,Summary1.As2,CROATIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,22.9859887665753,0.24178635943,,,Summary1.As2,CROATIA,1995,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,51.01319483580136,,,,Summary1.As2,CROATIA,1996,Subsector,3.  Agriculture,
B.  Manure management,,14.66475118923905,0.68057006891202,,,Summary1.As2,CROATIA,1996,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.68872305093658,,,Summary1.As2,CROATIA,1996,Subsector,3.  Agriculture,
H. Urea application,52.43993333333334,,,,,Summary1.As2,CROATIA,1996,Subsector,3.  Agriculture,
A. Forest land (4),-8557.927527229369,0.6057489438,0.0355027639354,,,Summary1.As2,CROATIA,1996,Subsector,3.  Agriculture,
B. Cropland (4),137.36754922628285,,0.021349846135,,,Summary1.As2,CROATIA,1996,Subsector,3.  Agriculture,
C. Grassland (4),-15.71127012817139,0.055521011,0.0050693097,,,Summary1.As2,CROATIA,1996,Subsector,3.  Agriculture,
D. Wetlands (4),52.29920550675012,,0.02750407747933,,,Summary1.As2,CROATIA,1996,Subsector,3.  Agriculture,
E. Settlements (4),180.68651738214032,,0.08780347964129,,,Summary1.As2,CROATIA,1996,Subsector,3.  Agriculture,
A.  Solid waste disposal (5),,17.8631585003667,,,,Summary1.As2,CROATIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.020605,0.0012363,,,Summary1.As2,CROATIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.5357,0.425644611,0.009847568,,,Summary1.As2,CROATIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,22.57736955095905,0.23070304026,,,Summary1.As2,CROATIA,1996,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,50.09073963492852,,,,Summary1.As2,CROATIA,1997,Subsector,3.  Agriculture,
B.  Manure management,,14.83345424153462,0.66665581284797,,,Summary1.As2,CROATIA,1997,Subsector,3.  Agriculture,
D.  Agricultural soils,,,4.24876362754487,,,Summary1.As2,CROATIA,1997,Subsector,3.  Agriculture,
H. Urea application,68.38773333333334,,,,,Summary1.As2,CROATIA,1997,Subsector,3.  Agriculture,
A. Forest land (4),-8068.994557226872,0.6510077442,0.03801142697175,,,Summary1.As2,CROATIA,1997,Subsector,3.  Agriculture,
B. Cropland (4),139.30031180145434,,0.02269671265608,,,Summary1.As2,CROATIA,1997,Subsector,3.  Agriculture,
C. Grassland (4),-20.56509299215673,0.0540956665,0.00493916955,,,Summary1.As2,CROATIA,1997,Subsector,3.  Agriculture,
D. Wetlands (4),49.25612629922989,,0.0258738564753,,,Summary1.As2,CROATIA,1997,Subsector,3.  Agriculture,
E. Settlements (4),172.92656643295442,,0.08441997688187,,,Summary1.As2,CROATIA,1997,Subsector,3.  Agriculture,
A.  Solid waste disposal (5),,18.88156609749403,,,,Summary1.As2,CROATIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.02168,0.0013008,,,Summary1.As2,CROATIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),1.82435,0.409567111,0.009554649,,,Summary1.As2,CROATIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,22.67452592743988,0.23254115544,,,Summary1.As2,CROATIA,1997,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,48.86321237060942,,,,Summary1.As2,CROATIA,1998,Subsector,3.  Agriculture,
B.  Manure management,,14.97418863779249,0.64464571932993,,,Summary1.As2,CROATIA,1998,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.70522180361069,,,Summary1.As2,CROATIA,1998,Subsector,3.  Agriculture,
H. Urea application,44.2486,,,,,Summary1.As2,CROATIA,1998,Subsector,3.  Agriculture,
A. Forest land (4),-7797.783142757482,1.593084834,0.09016422373444,,,Summary1.As2,CROATIA,1998,Subsector,3.  Agriculture,
B. Cropland (4),141.23307437662586,,0.02404357917717,,,Summary1.As2,CROATIA,1998,Subsector,3.  Agriculture,
C. Grassland (4),-24.06309516123482,0.211423429,0.0193038783,,,Summary1.As2,CROATIA,1998,Subsector,3.  Agriculture,
D. Wetlands (4),46.21304709170971,,0.02424363547127,,,Summary1.As2,CROATIA,1998,Subsector,3.  Agriculture,
E. Settlements (4),168.3666131817183,,0.08102634614057,,,Summary1.As2,CROATIA,1998,Subsector,3.  Agriculture,
A.  Solid waste disposal (5),,20.02389570764904,,,,Summary1.As2,CROATIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.022755,0.0013653,,,Summary1.As2,CROATIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),3.699971,0.404945127,0.009561662,,,Summary1.As2,CROATIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,22.28600792635655,0.22611079568,,,Summary1.As2,CROATIA,1998,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,49.13956524813335,,,,Summary1.As2,CROATIA,1999,Subsector,3.  Agriculture,
B.  Manure management,,16.44297039688951,0.67428409998651,,,Summary1.As2,CROATIA,1999,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.94846590813109,,,Summary1.As2,CROATIA,1999,Subsector,3.  Agriculture,
H. Urea application,50.48706666666667,,,,,Summary1.As2,CROATIA,1999,Subsector,3.  Agriculture,
A. Forest land (4),-8450.14342196844,0.1702728126,0.01153015385937,,,Summary1.As2,CROATIA,1999,Subsector,3.  Agriculture,
B. Cropland (4),143.1658369517973,,0.02539044569826,,,Summary1.As2,CROATIA,1999,Subsector,3.  Agriculture,
C. Grassland (4),-27.56044131917441,0.0661742706,0.00604199862,,,Summary1.As2,CROATIA,1999,Subsector,3.  Agriculture,
D. Wetlands (4),43.16996788418952,,0.02261341446724,,,Summary1.As2,CROATIA,1999,Subsector,3.  Agriculture,
E. Settlements (4),161.97911645139632,,0.07766061170278,,,Summary1.As2,CROATIA,1999,Subsector,3.  Agriculture,
A.  Solid waste disposal (5),,21.20833628254832,,,,Summary1.As2,CROATIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.02383,0.0014298,,,Summary1.As2,CROATIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),4.3809425,0.372824289,0.008861682,,,Summary1.As2,CROATIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,22.49340982253849,0.24343730334,,,Summary1.As2,CROATIA,1999,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,48.20406671550041,,,,Summary1.As2,CROATIA,2000,Subsector,3.  Agriculture,
B.  Manure management,,16.01455360508689,0.63987102167728,,,Summary1.As2,CROATIA,2000,Subsector,3.  Agriculture,
D.  Agricultural soils,,,4.01752575782179,,,Summary1.As2,CROATIA,2000,Subsector,3.  Agriculture,
H. Urea application,60.86593333333332,,,,,Summary1.As2,CROATIA,2000,Subsector,3.  Agriculture,
A. Forest land (4),-7138.635177277489,3.4843460058,0.19489135421032,,,Summary1.As2,CROATIA,2000,Subsector,3.  Agriculture,
B. Cropland (4),145.0985995269688,,0.02673731221934,,,Summary1.As2,CROATIA,2000,Subsector,3.  Agriculture,
C. Grassland (4),-32.62878474172473,0.3919982161,0.03579114147,,,Summary1.As2,CROATIA,2000,Subsector,3.  Agriculture,
D. Wetlands (4),40.12688867666934,,0.02098319346321,,,Summary1.As2,CROATIA,2000,Subsector,3.  Agriculture,
E. Settlements (4),158.2846432634411,,0.07424249342042,,,Summary1.As2,CROATIA,2000,Subsector,3.  Agriculture,
A.  Solid waste disposal (5),,22.56685858235248,,,,Summary1.As2,CROATIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.027,0.00162,,,Summary1.As2,CROATIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),6.1511285,0.33718901,0.008146534,,,Summary1.As2,CROATIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,22.72896733716349,0.23702146182,,,Summary1.As2,CROATIA,2000,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,48.6837029291864,,,,Summary1.As2,CROATIA,2001,Subsector,3.  Agriculture,
B.  Manure management,,16.62786109056222,0.63909708936744,,,Summary1.As2,CROATIA,2001,Subsector,3.  Agriculture,
D.  Agricultural soils,,,4.28889418414892,,,Summary1.As2,CROATIA,2001,Subsector,3.  Agriculture,
H. Urea application,92.09493333333334,,,,,Summary1.As2,CROATIA,2001,Subsector,3.  Agriculture,
A. Forest land (4),-8161.545612964234,0.6407906868,0.03762286616,,,Summary1.As2,CROATIA,2001,Subsector,3.  Agriculture,
B. Cropland (4),147.0313621021403,,0.02808417874043,,,Summary1.As2,CROATIA,2001,Subsector,3.  Agriculture,
C. Grassland (4),-26.55155612231432,0.119038662,0.0108687474,,,Summary1.As2,CROATIA,2001,Subsector,3.  Agriculture,
D. Wetlands (4),36.35761833380303,,0.0192311474879,,,Summary1.As2,CROATIA,2001,Subsector,3.  Agriculture,
E. Settlements (4),298.0632150725331,,0.09408068635627,,,Summary1.As2,CROATIA,2001,Subsector,3.  Agriculture,
A.  Solid waste disposal (5),,23.91724254330012,,,,Summary1.As2,CROATIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.02179,0.0013074,,,Summary1.As2,CROATIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),6.6828399,0.32890872,0.007986924,,,Summary1.As2,CROATIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,21.8111130998208,0.24976199013084,,,Summary1.As2,CROATIA,2001,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,47.58299758230557,,,,Summary1.As2,CROATIA,2002,Subsector,3.  Agriculture,
B.  Manure management,,17.12292245179295,0.63315381429425,,,Summary1.As2,CROATIA,2002,Subsector,3.  Agriculture,
D.  Agricultural soils,,,4.19664279582633,,,Summary1.As2,CROATIA,2002,Subsector,3.  Agriculture,
H. Urea application,80.75540000000001,,,,,Summary1.As2,CROATIA,2002,Subsector,3.  Agriculture,
A. Forest land (4),-8460.490333887754,0.22464684,0.01466019353159,,,Summary1.As2,CROATIA,2002,Subsector,3.  Agriculture,
B. Cropland (4),148.9641246773118,,0.02943104526152,,,Summary1.As2,CROATIA,2002,Subsector,3.  Agriculture,
C. Grassland (4),-37.51947265133917,0.03114729,0.002843883,,,Summary1.As2,CROATIA,2002,Subsector,3.  Agriculture,
D. Wetlands (4),33.08713251322812,,0.01747910151259,,,Summary1.As2,CROATIA,2002,Subsector,3.  Agriculture,
E. Settlements (4),341.1794029728368,,0.11396780227797,,,Summary1.As2,CROATIA,2002,Subsector,3.  Agriculture,
A.  Solid waste disposal (5),,25.47052731468168,,,,Summary1.As2,CROATIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.02915,0.001749,,,Summary1.As2,CROATIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),3.77927,0.322302752,0.007658352,,,Summary1.As2,CROATIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,21.70921615048553,0.26317491110196,,,Summary1.As2,CROATIA,2002,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,49.64946686882834,,,,Summary1.As2,CROATIA,2003,Subsector,3.  Agriculture,
B.  Manure management,,18.41178772141675,0.64819956460384,,,Summary1.As2,CROATIA,2003,Subsector,3.  Agriculture,
D.  Agricultural soils,,,3.93069081408712,,,Summary1.As2,CROATIA,2003,Subsector,3.  Agriculture,
H. Urea application,71.79260000000002,,,,,Summary1.As2,CROATIA,2003,Subsector,3.  Agriculture,
A. Forest land (4),-7838.317134819261,1.43787006,0.08182489500161,,,Summary1.As2,CROATIA,2003,Subsector,3.  Agriculture,
B. Cropland (4),150.89688725248334,,0.0307779117826,,,Summary1.As2,CROATIA,2003,Subsector,3.  Agriculture,
C. Grassland (4),-49.14352129836058,0.14417527,0.013163829,,,Summary1.As2,CROATIA,2003,Subsector,3.  Agriculture,
D. Wetlands (4),29.81664669265318,,0.01572705553729,,,Summary1.As2,CROATIA,2003,Subsector,3.  Agriculture,
E. Settlements (4),380.9047932488539,,0.13390583258588,,,Summary1.As2,CROATIA,2003,Subsector,3.  Agriculture,
A.  Solid waste disposal (5),,27.213661751812,,,,Summary1.As2,CROATIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.0208525,0.00125115,,,Summary1.As2,CROATIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.8031232,0.31359676,0.007276848,,,Summary1.As2,CROATIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,21.48906219739234,0.26141836388305,,,Summary1.As2,CROATIA,2003,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,51.11947262363261,,,,Summary1.As2,CROATIA,2004,Subsector,3.  Agriculture,
B.  Manure management,,19.59542748098273,0.65528940502672,,,Summary1.As2,CROATIA,2004,Subsector,3.  Agriculture,
D.  Agricultural soils,,,4.20780994852735,,,Summary1.As2,CROATIA,2004,Subsector,3.  Agriculture,
H. Urea application,75.94033333333333,,,,,Summary1.As2,CROATIA,2004,Subsector,3.  Agriculture,
A. Forest land (4),-8154.544902051339,0.07807734,0.00687396774953,,,Summary1.As2,CROATIA,2004,Subsector,3.  Agriculture,
B. Cropland (4),154.6791672544934,,0.03212477830369,,,Summary1.As2,CROATIA,2004,Subsector,3.  Agriculture,
C. Grassland (4),-59.70781053230409,0.03860642,0.003524934,,,Summary1.As2,CROATIA,2004,Subsector,3.  Agriculture,
D. Wetlands (4),26.54616087207827,,0.01397500956198,,,Summary1.As2,CROATIA,2004,Subsector,3.  Agriculture,
E. Settlements (4),426.0177349154739,,0.15376293931577,,,Summary1.As2,CROATIA,2004,Subsector,3.  Agriculture,
A.  Solid waste disposal (5),,28.91236038323032,,,,Summary1.As2,CROATIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.024655,0.0014793,,,Summary1.As2,CROATIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.350416,0.314544507,0.007270719,,,Summary1.As2,CROATIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,21.73892651366071,0.260074117512,,,Summary1.As2,CROATIA,2004,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,52.10025187334131,,,,Summary1.As2,CROATIA,2005,Subsector,3.  Agriculture,
B.  Manure management,,18.62215335377905,0.60448042742367,,,Summary1.As2,CROATIA,2005,Subsector,3.  Agriculture,
D.  Agricultural soils,,,4.28660199257017,,,Summary1.As2,CROATIA,2005,Subsector,3.  Agriculture,
G. Liming,14.4879103776,,,,,Summary1.As2,CROATIA,2005,Subsector,3.  Agriculture,
H. Urea application,70.97346666666668,,,,,Summary1.As2,CROATIA,2005,Subsector,3.  Agriculture,
A. Forest land (4),-8264.490859496967,0.0865458,0.00887377734078,,,Summary1.As2,CROATIA,2005,Subsector,3.  Agriculture,
B. Cropland (4),156.01059162832226,,0.03347164482478,,,Summary1.As2,CROATIA,2005,Subsector,3.  Agriculture,
C. Grassland (4),-60.55657762829119,0.02286775,0.002087925,,,Summary1.As2,CROATIA,2005,Subsector,3.  Agriculture,
D. Wetlands (4),23.27567505150336,,0.01222296358667,,,Summary1.As2,CROATIA,2005,Subsector,3.  Agriculture,
G. Harvested wood products ,-348.720216316189,,,,,Summary1.As2,CROATIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Solid waste disposal (5),,28.74915882986915,,,,Summary1.As2,CROATIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
B.  Biological treatment of solid waste (5),,0.044649,0.00267894,,,Summary1.As2,CROATIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
C.  Incineration and open burning of waste (5),0.162041,0.312755929,0.007217895,,,Summary1.As2,CROATIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
D.  Wastewater treatment and discharge,,21.62101130488447,0.27041155796655,,,Summary1.As2,CROATIA,2005,Subsector,"4.  Land use, land-use change and forestry  (4)",
A.  Enteric fermentation,,52.02442837406426,,,,Summary1.As2,CROATIA,2006,Subsector,3.  Agriculture,
B.  Manure management,,20.93839244254079,0.62590232146361,,,Summary1.As2,CROATIA,2006,Subsector,3.  Agriculture,
D.  Agricultural soils,,,4.32560296964247,,,Summary1.As2,CROATIA,2006,Subsector,3.  Agriculture,
G. Liming,17.47793733312,,,,,Summary1.As2,CROATIA,2006,Subsector,3.  Agriculture,
H. Urea application,63.18913333333334,,,,,Summary1.As2,CROATIA,2006,Subsector,3.  Agriculture,
A. Forest land (4),-8130.586032694157,0.21850488,0.01761898521564,,,Summary1.As2,CROATIA,2006,Subsector,3.  Agriculture,
B. Cropland (4),157.77501298678985,,0.03481851134586,,,Summary1.As2,CROATIA,2006,Subsector,3.  Agriculture,
C. Grassland (4),-83.61045669724348,0.02383904,0.002176608,,,Summary1.As2,CROATIA,2006,Subsector,3.  Agriculture,
D. Wetlands (4),20.00518923092761,,0.01047091761136,,,Summary1.As2,CROATIA,2006,Subsector,3.  Agriculture,
G. Harvested wood products ,-322.9648872697566,,,,,Summary1.As2,CROATIA,2006,Subsector,"4.  Land use, land-use change and forestry  (4)",
