GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),Sheet,Country,Year,Level,Parent_Sector
E. Settlements (4),4168.491351170762,0.06780872082933,1.14454426317794,Summary1.As2,GBR,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
G. Harvested wood products ,-2606.1491519379156,,,Summary1.As2,GBR,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
H. Other  (4),,0.50968389321489,0.41123992264082,Summary1.As2,GBR,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
A.  Solid waste disposal (5),,2232.8151731967987,,Summary1.As2,GBR,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
B.  Biological treatment of solid waste (5),,11.1724705691854,0.66906628449356,Summary1.As2,GBR,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
C.  Incineration and open burning of waste (5),646.1555472784232,2.99680276663572,0.28618944140085,Summary1.As2,GBR,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
D.  Wastewater treatment and discharge,,56.22673256466786,3.15741370250807,Summary1.As2,GBR,2001,Subsector,"4.  Land use, land-use change and forestry  (4)"
