GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
B.  Chemical industry,5725.734346358123,3.04886376679168,8.09568530438516,112.573,14.48447648117679,,Summary1.As1,GBR,2008,Subsector,2.  Industrial processes and product use
C.  Metal industry,20610.27392326488,1.0474805392797,0.05038086120797,5.2468,121.80417,0.007711017,Summary1.As1,GBR,2008,Subsector,2.  Industrial processes and product use
D.  Non-energy products from fuels and solvent use ,798.5627338403846,,,,,,Summary1.As1,GBR,2008,Subsector,2.  Industrial processes and product use
E.  Electronic industry ,,,,22.74206758802359,,,Summary1.As1,GBR,2008,Subsector,2.  Industrial processes and product use
F.  Product uses as substitutes for ODS,,,,10256.356413378538,0.43472507369969,,Summary1.As1,GBR,2008,Subsector,2.  Industrial processes and product use
G.  Other product manufacture and use ,,,3.14080354941435,,101.43229475846894,0.02080813301348,Summary1.As1,GBR,2008,Subsector,2.  Industrial processes and product use
H.  Other(3),,0.4313908947993,,,,,Summary1.As1,GBR,2008,Subsector,2.  Industrial processes and product use
