GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),48447.69549494368,,,,,,Summary1.As1,BLR,2003,Subsector,1. Energy
                                           Sectoral approach(2),49992.463015,13.94404171945,1.5316862878,,,,Summary1.As1,BLR,2003,Subsector,1. Energy
1.  Energy industries,31861.452758,0.99070524,0.14527904,,,,Summary1.As1,BLR,2003,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,3472.992217,0.14109026,0.01941535,,,,Summary1.As1,BLR,2003,Subsector,1. Energy
3.  Transport,6968.7224160000005,1.62335986945,0.5497874138,,,,Summary1.As1,BLR,2003,Subsector,1. Energy
4.  Other sectors,6346.286799500001,10.68905715,0.808112448,,,,Summary1.As1,BLR,2003,Subsector,1. Energy
5.  Other,1343.0088245,0.4998292,0.009092036,,,,Summary1.As1,BLR,2003,Subsector,1. Energy
B. Fugitive emissions from fuels,6.488011766825,111.0681304293578,1.368e-06,,,,Summary1.As1,BLR,2003,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,6.488011766825,111.0681304293578,1.368e-06,,,,Summary1.As1,BLR,2003,Subsector,1. Energy
A.  Mineral industry,1885.7605688983908,,,,,,Summary1.As1,BLR,2003,Subsector,1. Energy
