GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4 (kt),N2O (kt),HFCs(1) (kt CO2 equivalent),PFCs(1),SF6 (kt),Sheet,Country,Year,Level,Parent_Sector
A. Fuel combustion     Reference approach(2),62546.340977726126,,,,,,Summary1.As1,BLR,2012,Subsector,1. Energy
                                           Sectoral approach(2),56217.1183415,14.93248901865,1.411612435,,,,Summary1.As1,BLR,2012,Subsector,1. Energy
1.  Energy industries,32981.90625825,1.4284762133,0.21300018264,,,,Summary1.As1,BLR,2012,Subsector,1. Energy
2.  Manufacturing industries and construction                          ,4746.71261605,0.2589171109,0.03602204932,,,,Summary1.As1,BLR,2012,Subsector,1. Energy
3.  Transport,11174.28025,2.23889017395,0.6322636508,,,,Summary1.As1,BLR,2012,Subsector,1. Energy
4.  Other sectors,6049.1417252,10.5079197805,0.52108769304,,,,Summary1.As1,BLR,2012,Subsector,1. Energy
5.  Other,1265.077492,0.49828574,0.0092388592,,,,Summary1.As1,BLR,2012,Subsector,1. Energy
B. Fugitive emissions from fuels,6.26048317154058,110.23319022733946,8.1244e-07,,,,Summary1.As1,BLR,2012,Subsector,1. Energy
2.  Oil and natural gas and other emissions from energy production,6.26048317154058,110.23319022733946,8.1244e-07,,,,Summary1.As1,BLR,2012,Subsector,1. Energy
A.  Mineral industry,2954.162481927012,,,,,,Summary1.As1,BLR,2012,Subsector,1. Energy
