GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,557715.5029143459,1496.8715001112016,12.32648861791229,,,,,,2764.2760272532882,6852.221673726073,1687.4836338597472,3495.301072037453,1990,Sector
2.  Industrial processes and product use,43192.569595049,11.67813188599827,81.94017031865906,12068.457467471051,1483.6613088297427,"NO,NE",0.05288630573414,6.8232348e-06,44.1132518938899,625.5104922039825,934.0178259017176,87.04220196539627,1990,Sector
