GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,531156.247797999,458.1738269887002,10.13175071932281,,,,,,1646.5966111565715,2611.5834363158056,529.666646499622,697.4615068503578,2006,Sector
2.  Industrial processes and product use,36537.47656932215,5.44668113687737,10.45477653350334,9521.972974739243,362.03979637913653,"NO,NE",0.03715701028218,2.210571764e-05,20.95473462199163,424.8593044467934,524.3539735716133,49.438583528494,2006,Sector
