GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,535489.7215550286,580.4150288224063,10.84964287709032,,,,,,1767.6951469677194,3218.397041935563,747.1170499901457,1026.7756957448107,2003,Sector
2.  Industrial processes and product use,35973.581220554006,6.77772284233984,11.49272387900357,8797.697475213592,321.2956096285321,"NO,NE",0.0565918238966,1.933081782e-05,21.29804280105931,395.44873172061955,549.2620857861734,49.91621548885014,2003,Sector
