GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,552920.4130407373,1498.6733222588928,12.06596797736782,,,,,,2644.2903070310686,6706.935615567613,1641.700598760675,3341.666222359019,1992,Sector
2.  Industrial processes and product use,39962.87757134683,11.88387041449758,67.88775016961074,13102.55620347052,617.6405516478967,"NO,NE",0.05827520672488,9.57327306e-06,41.18476214930466,602.212586876618,848.3232276998024,79.15578039412493,1992,Sector
