GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
Memo items:(7),,,,,,,,,,,,,1998,Sector
International bunkers,36130.4504167051,0.36500020265632,1.31961397230708,,,,,,387.06205544604313,32.74229200355587,13.07254327094779,154.73893709422032,1998,Sector
Multilateral operations,NE,NE,NE,,,,,,NE,NE,NE,NE,1998,Sector
CO2 emissions from biomass,6782.96919523534,,,,,,,,,,,,1998,Sector
CO2 captured,NO,,,,,,,,,,,,1998,Sector
Long-term storage of C in waste disposal sites,NE,,,,,,,,,,,,1998,Sector
Indirect N2O,,,10.67565725791487,,,,,,,,,,1998,Sector
Indirect CO2,"NO,NE",,,,,,,,,,,,1998,Sector
