GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,539546.6466957834,1421.4490128672583,11.93485266144121,,,,,,2509.0962441334,6525.484927651454,1540.425433470332,3033.2242317134874,1993,Sector
2.  Industrial processes and product use,39558.08022770985,11.32405954341662,55.18191231177258,13764.685728208276,538.7008464761537,"NO,NE",0.05098350085002,1.133954194e-05,39.88287674011618,608.8398204884074,826.574856099052,75.80912471242077,1993,Sector
