GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Net CO2 emissions/removals (kt),CH4,N2O,HFCs(1) (kt CO2 equivalent),PFCs(1),Unspecified mix of HFCs and PFCs(1),SF6 (kt),NF3,NOx,CO,NMVOC,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND SO2,Year,Level
1. Energy,541713.8072169732,1092.480142700472,12.03927681650904,,,,,,2291.107595247134,5638.388325191929,1313.3967661208328,2078.8993577343294,1996,Sector
2.  Industrial processes and product use,44306.04709860317,10.75526359608273,49.69819594434083,16429.438360306707,531.936901170432,"NO,NE",0.0569484059461,1.884519809e-05,37.04935508685372,640.2724870565922,771.4187507739173,82.69238696576281,1996,Sector
